A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr12_117782050_117782350	300	100	0	300	300	0	300	0	300	50	300	300	300	0	0	0	0	0	0	0	300	275	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117785100_117785400	300	0	0	300	300	300	300	0	0	0	150	300	0	0	0	0	0	0	0	0	300	300	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117791250_117791850	600	300	75	75	600	0	600	0	600	600	600	600	600	0	0	0	0	375	0	0	600	600	0	150	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117803250_117804350	1100	0	0	800	1100	0	1100	0	1100	0	675	1100	300	225	0	0	0	0	0	0	1100	575	75	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117804800_117805550	750	50	0	350	750	0	750	0	750	650	750	750	750	0	0	0	0	0	0	0	750	700	0	400	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	400	0	0	0	175	0	0	0	0
chr12_117810300_117810750	450	300	75	150	450	0	450	300	450	0	450	450	0	0	0	150	0	75	0	0	450	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117839100_117839700	600	375	0	450	600	0	600	0	600	75	600	600	600	0	0	0	0	0	0	0	600	600	0	300	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117840200_117840600	400	400	0	400	375	375	400	0	400	0	400	400	400	0	0	0	0	0	0	0	400	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117846150_117846450	300	300	0	300	75	0	300	150	300	0	150	150	225	0	0	225	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0
chr12_117850350_117850650	300	75	225	0	225	0	300	0	300	0	300	150	225	0	0	0	0	0	0	0	300	300	75	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117858150_117858500	350	350	0	0	350	0	350	0	125	0	275	125	275	0	0	0	0	0	0	0	275	350	125	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117860950_117861250	300	125	0	300	0	0	300	0	300	0	125	0	50	0	0	0	0	0	0	0	300	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117867750_117868300	550	75	0	550	550	450	550	0	450	0	450	550	0	0	0	0	0	300	0	0	550	525	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117868650_117869100	450	0	0	450	0	150	75	0	450	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117872450_117873100	650	25	0	475	0	25	625	0	175	250	625	0	0	375	0	0	0	0	0	0	650	475	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117899950_117900250	300	0	0	125	300	0	300	0	275	0	300	300	300	125	0	0	0	0	0	200	200	300	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117901800_117902100	300	300	0	0	225	0	300	150	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117909750_117910350	600	600	300	150	600	0	525	0	600	0	525	0	375	0	0	0	0	525	0	0	600	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0
chr12_117914550_117914900	350	300	0	350	350	0	350	0	350	0	200	0	200	0	0	0	0	0	0	50	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117926100_117926500	400	325	0	400	400	25	400	0	400	150	250	0	100	0	0	0	0	100	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0
chr12_117931500_117931800	300	300	0	300	300	0	300	0	300	300	300	300	300	0	0	0	0	0	0	0	300	300	150	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117932350_117933450	1100	0	125	1100	1100	200	1100	0	1100	0	900	300	600	0	0	0	0	425	0	0	1100	75	0	75	0	0	0	0	0	0	0	300	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117934300_117934950	650	0	200	0	650	150	650	50	650	0	0	275	0	650	0	0	0	125	0	0	350	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117935700_117936050	350	350	125	350	350	200	350	0	350	0	0	200	0	0	0	0	0	0	0	0	350	125	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117937800_117938500	700	450	0	375	700	0	475	0	675	375	525	100	0	0	0	0	0	0	0	0	625	700	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117950700_117951100	400	400	25	400	400	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	225	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117951550_117951900	350	50	0	125	350	0	350	0	200	0	350	350	350	0	0	0	0	0	0	150	350	300	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117952300_117952750	450	450	0	0	425	250	25	0	450	0	450	50	200	0	0	0	0	0	0	275	450	275	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117954850_117955350	500	425	500	500	500	125	500	500	500	0	500	0	300	350	0	0	0	0	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117956850_117957300	450	150	75	225	450	0	450	0	450	0	450	450	450	0	0	0	0	0	0	0	450	450	0	75	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117958050_117958800	750	150	450	750	750	0	750	0	750	0	750	750	450	600	0	0	0	0	0	0	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118070450_118070850	400	400	150	400	400	0	400	0	0	0	0	75	0	375	0	0	0	0	0	0	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118071650_118072500	850	850	175	325	850	75	850	0	700	0	850	400	0	25	0	0	0	0	0	0	850	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118072700_118073650	950	775	525	175	700	25	950	0	375	0	525	0	0	0	0	0	0	0	0	0	950	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0
chr12_118076050_118076400	300	350	75	0	350	0	350	75	225	50	0	0	0	0	0	0	0	0	0	0	350	350	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118085350_118085950	600	600	0	600	600	0	600	0	0	0	200	0	0	0	0	0	0	0	0	0	600	575	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118087950_118088700	750	750	75	300	750	75	750	450	375	0	0	0	0	0	0	0	0	0	0	0	750	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118089150_118089500	350	350	350	350	350	0	350	150	275	50	350	0	0	225	0	0	0	0	0	0	350	125	50	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118093350_118093800	450	450	225	450	450	150	450	75	450	0	450	0	0	0	0	0	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_118423550_118424100	75	0	300	0	475	0	550	0	225	375	550	100	0	0	0	0	300	400	325	0	550	525	550	0	0	0	0	0	0	0	550	0	0	0	0	0	0	400	250	100	0	0	300	0	0	0	0	450	525	0
chr12_120249000_120249350	350	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_121767050_121767500	450	275	0	125	450	0	450	0	350	450	425	0	0	0	0	0	0	0	0	0	450	0	50	0	0	0	0	0	0	0	0	175	450	100	0	125	0	50	25	0	0	100	50	325	0	0	0	0	0	0
chr12_121782850_121783150	300	175	300	175	300	250	300	0	250	0	0	0	0	0	300	0	300	200	0	0	300	275	300	0	300	0	300	300	300	0	300	300	50	300	0	300	300	300	300	300	0	0	300	300	0	0	0	0	0	0
chr12_122033950_122034800	850	0	125	275	850	0	850	850	50	0	0	0	0	850	850	850	850	850	850	50	500	850	0	0	850	850	850	850	850	850	850	850	850	850	0	850	850	850	850	850	275	0	850	850	850	850	850	850	850	850
chr12_122039100_122039700	600	0	75	0	600	0	600	600	0	0	0	0	0	600	600	600	600	600	600	0	600	600	0	0	600	600	600	600	600	600	600	600	600	600	0	600	600	600	600	600	600	0	600	600	600	600	600	600	600	600
chr12_122040900_122041350	450	0	450	0	450	75	450	450	0	0	0	0	0	450	450	450	450	450	450	0	450	450	0	0	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	0	450	450	450	300	450	450	450	450
chr12_122049150_122049900	750	0	225	0	750	600	750	750	0	0	150	0	0	750	750	750	750	750	750	0	750	750	0	0	750	750	750	750	750	750	750	750	750	750	0	750	750	750	750	750	750	0	750	750	750	675	750	750	750	750
chr12_122051650_122052100	450	0	0	450	450	0	450	450	450	0	0	0	0	450	450	450	450	450	350	50	350	50	0	0	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450
chr12_122061900_122062200	300	0	300	0	300	0	300	300	0	0	0	0	0	300	300	300	300	300	300	0	300	300	0	0	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	0	300	300	300	0	0	0	300	0
chr12_122420050_122420350	300	300	0	50	300	0	300	50	300	0	0	0	0	0	0	0	300	0	0	175	300	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	200	0	0	0	200	0	0	0	0	0	0	0	0
chr13_20733200_20733500	300	300	275	300	300	250	300	300	300	50	300	300	50	300	0	0	0	125	0	0	300	300	0	0	0	0	0	200	0	0	125	0	0	0	0	0	0	50	0	300	0	50	0	125	0	0	0	0	0	0
chr13_27204550_27204900	0	350	0	350	350	0	350	0	350	50	350	0	0	0	0	0	0	200	0	0	350	350	75	0	0	300	0	200	0	0	75	0	350	350	150	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0
chr13_28047200_28047700	500	0	0	0	0	0	500	0	500	0	0	0	0	0	0	0	0	0	0	325	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	500	500	500	500	500	500
chr13_32451200_32451600	225	400	100	0	400	0	400	0	400	0	100	0	25	0	0	0	0	400	0	300	400	400	375	0	0	0	0	0	0	0	75	300	300	0	0	0	75	300	375	400	0	0	0	400	0	0	0	0	0	0
chr13_32495950_32496300	275	200	0	0	350	125	350	0	125	0	0	0	0	0	0	0	275	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	350	125	0	225	75	225	350	0	0	0	350	300	0	150	0	0	0	0
chr13_36308750_36309450	675	0	0	600	675	0	675	0	0	225	0	0	0	0	0	700	700	0	175	0	375	700	0	0	0	0	0	700	700	700	700	700	0	0	0	0	700	700	700	700	0	0	700	700	0	250	0	0	0	0
chr13_36310400_36310850	275	0	0	200	425	0	450	0	0	0	0	0	0	425	450	450	450	50	450	0	450	450	50	0	450	0	0	450	450	450	450	450	0	0	200	0	450	450	450	450	0	0	450	450	0	0	0	0	0	0
chr13_36311450_36312150	700	0	0	525	700	0	700	0	0	0	0	0	0	700	700	700	700	700	700	0	700	700	100	0	700	0	0	700	700	700	700	700	0	0	0	0	700	700	700	700	0	0	700	700	0	0	0	0	0	0
chr13_36312850_36313200	0	0	0	0	350	0	350	0	0	0	0	0	0	350	350	350	350	350	350	0	350	350	0	0	350	150	0	350	350	350	350	350	0	0	0	0	350	350	350	350	275	0	350	350	0	350	0	0	0	0
chr13_36317050_36317550	500	0	0	50	500	0	500	0	0	0	500	0	0	0	0	0	425	0	0	0	375	0	0	0	0	0	0	0	500	0	500	0	0	0	0	0	0	500	450	500	0	0	500	0	0	0	0	0	0	0
chr13_36322050_36322650	600	0	0	0	600	0	600	0	0	0	0	0	0	225	0	450	600	375	525	300	600	525	0	0	525	0	0	450	600	600	600	525	0	0	0	0	600	600	525	600	0	0	525	600	0	0	0	0	0	0
chr13_36324450_36325300	850	0	0	600	850	0	850	0	525	0	0	0	0	0	850	850	850	850	850	150	850	850	325	0	850	0	0	850	850	850	850	850	0	0	0	0	850	850	850	850	150	375	850	850	0	0	0	0	0	0
chr13_36327450_36327800	350	125	0	350	275	0	350	0	0	50	0	0	0	225	350	350	350	0	350	0	350	350	200	0	350	0	0	350	350	350	350	350	0	0	0	0	350	350	350	350	0	0	350	350	0	0	0	0	150	0
chr13_36328000_36328300	300	0	0	200	300	0	300	0	0	50	0	0	0	300	300	300	300	300	300	0	300	300	300	0	300	0	0	300	300	300	300	300	0	0	0	0	300	300	300	300	0	0	300	300	0	0	0	0	0	0
chr13_36328700_36329350	625	0	0	0	650	0	625	0	375	0	0	0	0	650	650	650	650	650	650	325	650	650	650	0	650	525	0	650	650	650	650	650	0	0	0	0	650	650	650	650	650	0	650	650	0	0	0	0	0	0
chr13_36331750_36332700	750	0	0	600	950	0	875	0	0	0	0	0	0	450	525	800	950	300	950	0	950	950	0	0	950	0	0	950	950	950	950	950	0	0	0	0	950	950	950	950	50	0	950	950	0	0	0	0	0	0
chr13_36334200_36335400	525	0	0	0	1200	0	1200	0	0	0	0	0	0	1200	1200	1200	1200	975	1200	0	1200	1200	0	0	1200	0	0	1200	1200	1200	1200	1200	0	0	0	0	1200	1200	1200	1200	0	0	1200	1200	0	0	0	0	0	0
chr13_36337050_36337800	675	0	0	0	750	0	525	0	0	0	375	0	225	300	0	0	750	0	750	525	750	750	0	0	750	0	0	525	750	750	750	675	0	0	0	0	525	750	750	750	450	0	750	750	0	0	0	0	0	0
chr13_36339800_36340200	400	0	0	400	400	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	400	300	0	0	0	0	0	0	250	0	150	325	0	0	0	0	0	250	100	400	0	0	400	400	0	0	0	0	0	0
chr13_39439500_39439800	0	0	0	300	0	0	300	0	0	0	300	0	0	0	225	300	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	150	300	300	225	300
chr13_39551150_39551550	0	0	0	0	0	0	400	0	0	0	375	0	0	100	0	0	0	0	0	0	400	400	0	0	0	0	375	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	400	400	400	400	400	400
chr13_39571350_39571950	0	0	0	0	0	0	600	0	525	0	600	0	75	600	0	525	0	0	0	300	600	525	0	0	0	0	0	0	0	0	0	0	0	0	0	450	375	0	0	0	300	0	375	0	0	0	0	0	0	0
chr13_41494600_41495050	450	0	275	0	450	0	450	0	0	450	350	0	0	0	0	0	0	0	0	0	425	450	0	0	0	450	450	0	0	0	0	275	450	450	0	450	0	125	400	0	450	450	0	275	450	0	0	0	0	0
chr13_42070100_42070650	0	0	550	0	525	0	550	0	0	325	550	0	0	150	0	150	0	300	0	0	550	550	0	0	0	0	0	0	0	0	0	550	0	225	0	550	0	25	0	0	0	0	0	0	550	0	300	550	225	0
chr13_42119100_42119400	0	0	300	300	300	0	300	0	0	0	300	0	0	300	0	75	0	0	75	0	300	300	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	300	0	0	0	0	0	150	150	0	225	0	0
chr13_49906350_49906850	500	500	0	200	500	425	500	0	0	0	0	500	0	500	0	0	500	0	0	0	500	500	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	200	0	500	0	0	500	500	0	0	0	0	0	0
chr13_49960900_49961600	700	0	0	700	500	0	700	350	700	0	0	0	0	0	200	0	275	575	50	0	700	700	425	0	0	0	0	350	200	0	200	0	500	125	0	500	0	50	600	700	0	0	275	350	700	700	700	200	700	700
chr13_49962200_49962900	700	0	0	675	675	0	700	0	675	0	450	525	0	450	550	75	475	700	600	0	700	700	700	0	0	0	700	625	150	0	700	700	700	700	700	700	525	700	700	700	0	0	675	700	700	700	700	700	700	700
chr13_49967550_49968050	500	0	0	275	0	0	500	0	0	0	0	0	0	300	50	500	0	0	375	0	500	500	0	0	0	0	0	0	300	0	0	500	500	500	0	500	0	0	500	0	0	0	275	0	500	50	0	0	0	0
chr13_49970200_49970800	600	0	0	0	600	125	600	350	600	0	0	50	0	300	0	0	600	250	250	0	600	100	600	100	0	0	325	0	0	400	275	400	600	600	175	600	175	325	0	600	0	0	50	175	600	500	200	125	600	200
chr13_49981650_49983000	1350	0	0	75	375	0	1350	0	0	675	600	0	0	375	225	0	825	600	0	0	1350	1125	0	525	0	0	1125	0	0	825	1125	1350	1350	1350	0	1350	75	0	1200	1050	1275	0	900	1350	1350	0	0	675	900	0
chr13_49983300_49983600	300	0	0	300	300	0	300	0	75	0	0	150	0	0	0	0	300	0	0	0	300	300	0	0	0	0	300	150	300	0	0	225	300	300	0	300	0	0	75	300	0	0	300	300	300	0	225	75	300	0
chr13_49984050_49984550	500	500	0	450	500	125	500	50	500	0	500	0	0	0	225	0	500	0	500	0	500	500	500	500	225	500	500	450	500	500	450	500	500	500	500	500	500	500	500	500	500	500	500	500	500	450	0	500	500	75
chr13_49987050_49987350	300	300	0	150	300	150	300	0	300	0	300	300	0	0	0	225	300	0	0	0	300	0	0	0	300	0	300	0	300	225	300	0	300	300	0	300	0	300	0	300	150	0	300	300	300	225	0	300	300	300
chr13_49991100_49991400	300	300	0	300	300	0	300	225	300	0	300	300	0	300	225	75	300	0	300	0	300	300	150	0	0	0	300	300	300	75	150	300	300	300	300	300	300	300	300	300	225	0	300	300	300	300	300	300	300	300
chr13_50030850_50031150	300	300	0	225	300	0	300	0	300	0	0	300	0	0	300	0	300	0	0	0	300	300	0	0	0	0	300	0	300	150	300	300	300	300	0	300	75	0	75	300	0	0	300	300	225	0	75	75	225	0
chr13_95207550_95208100	550	250	400	100	475	0	550	150	550	0	300	0	0	475	0	0	475	0	0	0	550	550	550	0	0	0	0	0	550	550	550	0	0	550	0	75	0	550	550	175	0	75	0	550	375	0	0	0	375	375
chr13_98348100_98348400	0	0	0	150	300	0	300	0	0	0	300	0	0	300	0	300	0	0	0	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_98363000_98363400	0	0	0	400	375	25	400	0	400	100	325	0	0	0	0	0	0	0	0	0	0	400	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
chr13_113959850_113960400	550	0	0	300	550	550	550	550	550	25	550	0	100	0	0	0	0	100	0	0	550	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	550	25	550	0	0	0	0	0	0	550	550	550	550
chr14_22840650_22841000	350	75	0	0	0	0	350	0	350	350	350	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0
chr14_31287300_31287650	350	0	0	350	125	225	350	0	350	0	225	200	75	0	0	0	0	50	0	0	350	350	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	350	0	0	300	0	0	0
chr14_53244800_53245100	0	0	275	0	275	0	300	0	0	0	275	0	125	0	0	0	0	0	0	0	200	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_63862800_63863200	400	400	0	375	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	100	400	400	0	0	0	0	0	0	0	0	0	0	0	175	0	400	0	0	0	0	0	0	0	0	400	75	0	400	150	0
chr14_74854050_74854350	300	0	0	300	300	0	0	0	0	300	300	150	0	0	300	0	150	300	0	0	300	300	0	0	0	0	0	150	0	300	300	0	0	0	0	0	0	300	0	0	0	0	0	225	0	0	0	0	0	0
