A.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr11_2460250_2460600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	125	0	0	0	0	350	0	300	275	0	200	350	0	0	350	0	0	350	0	0	0	0	0	0
chr11_2463350_2464000	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	550	600	0	0	0	475	300	0	650	0	0	475	650	650	475	0	0	0	650	0	0	650	600	650	650	0	0	650	550	0	650	0	0	0	0	0	0
chr11_2465550_2466050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	425	0	0	0	0	375	0	0	275	0	0	500	0	0	200	0	0	300	0	0	0	0	0	0
chr11_2467050_2467950	0	0	0	0	0	0	0	0	0	0	0	0	0	825	825	0	0	750	600	0	0	675	0	900	0	900	0	0	675	900	900	750	0	0	0	900	0	750	900	900	750	900	0	0	900	900	358	900	0	0	0	0	0	0
chr11_2526000_2526350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	350	0	0	200	125	125	0	350	0	0	350	350	350	125	0	0	125	350	0	350	350	350	350	350	0	0	350	350	0	350	0	0	0	0	0	0
chr11_7515850_7516500	650	650	0	0	0	375	0	0	0	0	0	50	0	300	50	0	0	0	0	0	0	650	0	125	0	650	0	0	125	50	425	0	650	650	0	650	0	275	650	650	0	650	0	0	650	0	0	650	275	0	0	0	125	0
chr11_7517050_7517350	125	125	0	0	0	50	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	50	0	0	0	275	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	200	0	0	200	0	0	275	0	0	0	0	0	0
chr11_9246500_9247500	0	900	1000	375	0	825	975	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	900	0	975	0	0	0	0	0	0	0	0	0	1000	0	0	975	525	0	1000	0	0	925	0	0	900	450	0	0	0	0	0
chr11_11243450_11243950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	250	400	0	0	0	0	0	0	500	0	0	0	0	475	0	0	250	0	500	400	0	500	475	0	475	0	0	0	400	0	500	475	175	0	0	325	400
chr11_14323900_14324200	0	0	0	0	0	0	0	50	0	0	0	0	0	0	300	0	0	300	300	0	0	0	25	300	200	300	0	0	0	0	100	0	0	300	0	300	300	0	300	275	0	300	0	0	300	300	0	300	300	300	300	300	300	300
chr11_30206400_30207400	0	0	675	0	525	0	0	0	0	0	375	525	0	0	750	0	0	0	0	0	1000	750	975	900	675	900	0	0	0	0	600	0	0	0	0	1000	0	0	975	675	0	975	0	0	900	0	0	975	1000	825	0	600	0	750
chr11_35404550_35404900	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	350	325	0	0	0	0	0	0	350	0	0	300	0	0	350	350	0	0	0	0	350	0	0	350	325	0	0	0	0	0
chr11_39371000_39371150	0	0	0	0	0	0	0	150	0	0	0	0	0	0	150	50	0	150	125	150	0	125	0	150	0	150	0	0	150	150	150	150	0	0	0	150	0	0	150	125	150	150	0	0	150	150	0	150	50	0	0	0	50	0
chr11_39371500_39371800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	50	0	300	200	200	0	125	300	275	0	300	0	0	275	300	300	300	0	0	0	300	0	50	300	275	275	275	0	0	275	200	186	300	200	0	0	0	125	300
chr11_44569900_44571400	0	50	425	0	25	0	0	0	0	0	0	0	0	0	325	0	0	50	900	125	0	1100	450	450	0	1475	0	0	800	1175	1500	350	0	0	0	1500	0	0	1500	1325	350	1500	0	0	675	800	0	1500	0	125	0	0	650	250
chr11_46676700_46677100	0	0	0	150	0	0	0	0	0	0	0	0	0	0	400	0	0	400	400	0	0	0	0	0	0	375	0	0	400	400	400	0	0	0	0	400	0	0	400	375	400	375	0	0	0	400	0	400	325	0	0	0	300	0
chr11_60922800_60923100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	150	0	0	0	0	300	0	0	75	150	0	300	0	0	300	0	0	0	0	0	0	0	0	0
chr11_61026600_61027000	75	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	400	75	0	0	400	400	400	400	400	0	0	400	400	400	400	0	0	300	400	400	400	400	375	400	400	0	0	400	400	0	400	150	0	0	0	400	0
chr11_62025200_62025350	0	0	0	150	0	0	0	0	0	0	0	0	0	0	150	0	0	150	150	125	125	0	0	150	0	150	0	0	150	150	150	150	0	0	0	150	0	0	150	150	150	150	0	0	150	150	0	125	50	0	0	0	50	0
chr11_62311250_62311350	0	100	0	0	0	0	0	0	0	0	0	0	0	0	100	75	0	100	0	0	0	100	0	75	0	100	0	0	100	100	100	100	0	0	0	100	0	0	100	75	100	100	0	0	100	100	0	100	100	0	0	0	75	0
chr11_62311750_62312050	0	300	0	125	0	0	300	0	0	0	0	0	0	0	300	300	0	300	0	50	0	125	0	300	0	300	0	0	275	300	300	300	0	0	0	300	0	0	300	275	300	300	0	0	300	300	109	300	0	0	0	50	125	200
chr11_62676950_62677350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	150	0	0	0	75	75	400	250	375	25	0	0	0	0	0	0	0	0	0	75	0	400	75	0	400	0	0	300	0	0	400	0	0	0	0	0	0
chr11_65388550_65388600	50	50	0	0	0	50	0	50	0	0	0	0	0	0	50	0	0	50	0	0	0	50	0	50	50	50	0	0	50	50	50	50	0	0	0	50	50	0	50	50	50	50	0	0	50	50	0	50	0	50	0	0	50	0
chr11_65391000_65391300	0	75	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	300	0	300	0	0	300	0	300	150	0	300	300	300	225	0	300	300	0	300	0	0	300	0	0	300	225	0	0	0	0	150
chr11_67027400_67027700	0	125	300	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	300	0	0	0	0	200	0	0	300	0	275	300	0	300	300	0	300	0	0	200	0	0	300	300	300	50	300	300	300
chr11_68001600_68001750	150	150	75	0	0	150	0	150	0	0	0	0	0	0	150	0	0	150	0	0	75	150	0	150	0	150	0	0	150	0	150	150	0	0	0	150	0	150	150	150	150	150	0	0	150	150	0	150	0	0	0	0	75	0
chr11_68347350_68348100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	525	0	0	0	0	225	0	750	0	0	150	750	450	0	0	0	375	750	0	750	750	750	750	750	0	0	525	375	0	750	0	0	0	0	0	0
chr11_69122600_69122750	50	0	150	0	0	125	0	0	0	50	0	0	0	150	50	0	0	25	0	0	150	150	125	150	150	150	0	0	0	125	0	0	0	0	0	150	0	0	150	125	50	150	0	0	150	50	0	150	0	0	0	0	0	0
chr11_69123400_69123900	500	425	500	275	500	500	500	500	500	500	500	500	500	0	275	0	0	50	300	0	200	500	500	500	500	500	0	0	0	425	500	0	0	0	500	500	125	0	500	500	0	500	0	0	500	350	0	500	0	0	0	0	0	0
chr11_72000000_72000100	75	0	100	0	0	100	75	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0	100	100	100	100	0	0	0	100	0	0	100	75	0	100	0	0	100	75	0	100	0	0	0	0	0	0
chr11_72000250_72000750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	200	0	125	0	200	0	0	0	0	200	0	0	0	0	500	0	0	500	0	0	500	0	0	500	0	0	500	0	0	0	0	0	0
chr11_72750200_72750500	0	0	0	0	0	0	0	125	0	0	0	0	0	0	300	0	0	125	300	0	0	200	50	300	0	300	0	0	300	300	300	300	0	0	0	300	300	200	300	275	300	300	0	0	0	300	0	300	0	0	0	0	0	0
chr11_72780000_72780450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	450	0	0	0	450	0	375	0	450	0	0	0	450	450	0	0	150	0	450	0	0	450	450	300	450	0	0	225	450	0	450	0	0	0	0	0	0
chr11_74011100_74011500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	225	0	0	0	0	0	0	0	375	0	0	400	300	400	300	0	0	0	400	0	225	400	400	400	400	0	0	0	400	0	400	75	0	0	75	225	0
chr11_84922250_84922950	0	700	600	700	0	0	0	375	0	450	75	0	0	0	0	525	0	700	375	0	600	0	0	0	325	700	0	0	0	700	700	325	0	0	525	700	0	525	700	675	700	700	0	0	700	0	0	700	0	0	0	0	0	0
chr11_95720000_95720250	250	250	250	250	0	0	250	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	250	0	75	0	0	150	150	0	250	0	250	250	0	250	225	225	250	0	0	250	225	0	250	250	250	0	250	225	250
chr11_96075300_96075750	0	0	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	450	450	450	0	450	0	0	375	225	450	0	0	450	0	450	450	0	450	450	0	450	0	0	225	450	0	450	450	450	450	450	450	450
chr11_101582400_101583150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	150	0	0	525	0	0	0	0	0	0	750	0	0	0	675	750	0	0	0	0	750	0	0	750	675	0	750	0	0	0	225	0	750	0	0	0	0	0	0
chr11_113315800_113316250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	200	0	425	0	0	0	50	125	0	50	0	0	450	0	0	425	0	0	450	0	0	0	0	0	50	0	0	0	0	0	0
chr11_114058500_114058850	0	0	0	0	0	0	200	0	0	0	0	0	0	275	350	350	0	350	125	200	0	350	0	275	0	350	0	0	350	350	350	350	0	50	350	350	125	350	350	350	350	350	0	0	275	350	0	350	0	0	0	0	0	0
chr11_114077250_114077700	0	225	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	150	0	0	0	450	0	0	0	450	0	0	0	450	450	0	0	0	0	450	0	0	450	450	375	450	0	0	450	0	0	450	0	0	0	0	0	450
chr11_117795500_117795800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	300	0	275	50	300	300	275	300	0	0	300	300	300	300	0	0	200	300	125	275	275	275	300	300	0	0	300	300	30	300	0	0	0	0	0	0
chr11_118834250_118835100	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	700	0	850	0	850	0	375	0	775	850	0	0	825	0	850	850	0	850	850	600	850	0	0	850	700	0	825	850	850	675	825	850	850
chr11_119751300_119751600	0	75	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	150	150	75	225	75	225	225	300	0	0	300	300	300	300	0	0	0	300	75	225	300	300	300	300	0	0	300	300	72	300	0	0	0	0	0	300
chr11_122852700_122852800	75	75	100	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	75	75	0	0	100	0	0	0	0	100	0	0	75	0	100	100	0	100	100	0	100	0	0	100	0	0	75	100	100	0	75	100	100
chr11_125062050_125062350	75	75	0	0	0	0	0	75	0	0	0	0	0	0	225	0	0	0	0	0	0	225	75	225	0	300	225	75	0	75	75	75	300	75	0	300	0	0	150	150	0	300	0	150	225	150	0	300	0	75	0	0	0	0
chr11_125070600_125070650	0	0	50	0	0	0	0	50	0	0	0	0	0	0	50	0	0	0	0	0	0	50	0	50	50	50	0	0	50	50	50	50	0	50	0	50	0	0	50	50	50	50	0	0	50	50	0	50	50	0	0	0	0	0
chr11_125073300_125073650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	75	0	350	50	350	350	0	0	75	0	0	350	0	0	350	0	0	350	0	0	350	0	0	350	350	0	350	50	0	0	0	0	0
chr11_128903550_128904050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	425	0	0	0	500	0	0	0	0	0	0	0	0	0	75	0	0	275	0	0	500	0	0	0	0	0	500	0	0	0	0	0	0
chr11_130146200_130146450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	225	250	0	0	0	0	0	250	0	0	75	0	0	250	0	75	250	0	0	225	75	0	250	0	0	0	0	0	75
chr11_133917900_133918200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	225	0	0	225	75	75	300	300	0	300	300	0	300	300	0	300	0	0	0	225	0	300	300	0	0	0	0	0
chr11_133920000_133920400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	375	325	0	0	150	225	375	300	225	0	400	300	0	375	225	0	400	0	300	0	375	0	400	225	0	0	0	0	0
chr11_133927550_133928050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	100	500	0	475	450	0	0	0	0	0	325	0	0	500	0	0	475	375	0	0	0	325	250	0	0	475	0	0	0	0	300	0
chr11_133928250_133928650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	225	300	0	400	0	0	0	0	0	0	75	0	0	400	0	0	400	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0
chr11_133954650_133955150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	50	0	50	0	500	0	0	0	350	200	125	50	125	425	500	50	0	500	50	50	500	0	0	0	0	0	200	50	0	0	0	0	0
chr11_134033700_134034000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	300	0	300	0	300	0	0	0	300	150	0	300	0	0	300	0	0	300	225	75	300	0	225	0	0	0	300	300	0	0	0	75	225
chr11_134070300_134070750	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	300	150	0	0	0	0	450	0	0	75	375	450	0	0	0	0	450	150	0	450	450	0	450	0	0	0	0	0	450	450	0	0	150	450	450
chr11_134073150_134073450	0	0	75	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	75	300	0	0	150	0	300	225	0	300	300	0	300	0	0	0	0	0	300	300	300	75	300	300	300
chr11_134559750_134560950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	1200	0	900	0	1200	0	0	0	750	0	0	0	0	450	1200	0	0	750	0	0	750	0	0	0	0	0	1200	0	0	0	0	0	0
chr11_134583300_134584650	0	0	0	825	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350	0	750	0	1350	0	0	0	0	300	0	0	0	0	1350	0	0	1350	525	0	825	0	0	0	0	0	1350	0	0	0	0	0	0
chr12_1842550_1843050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	200	425	0	0	0	0	200	0	500	0	0	500	500	350	500	0	275	0	500	500	500	500	500	500	500	0	0	0	500	0	500	0	0	0	0	0	0
chr12_1917450_1917600	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	75	0	150	150	150	0	0	0	75	0	150	0	0	150	150	150	150	0	150	0	150	0	150	150	150	150	150	0	0	0	150	38	150	150	150	0	0	0	0
chr12_1918750_1919200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	450	0	450	0	0	0	350	0	450	0	0	450	450	450	450	0	0	0	450	0	450	450	425	450	450	0	0	275	450	183	450	0	0	0	0	0	0
chr12_2051600_2051750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	50	150	0	0	125	0	0	150	0	150	0	0	0	0	0	0	0	0	0	0
chr12_3130100_3130500	0	400	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	400	0	0	0	400	0	0	0	400	0	0	400	400	400	400	0	0	0	400	400	400	400	375	400	400	0	0	0	400	0	400	0	0	0	0	0	0
chr12_6935600_6936000	0	0	0	0	0	25	0	0	0	0	0	0	0	0	150	0	0	325	0	0	0	0	0	0	0	375	0	0	0	0	0	0	225	0	0	400	0	0	400	0	75	400	0	0	0	0	0	300	0	0	0	0	0	0
chr12_8037750_8037850	0	75	100	100	0	0	0	0	0	0	0	0	0	75	100	0	0	0	100	0	0	100	0	100	0	100	0	0	100	100	100	100	0	0	0	100	0	0	100	75	100	100	0	0	100	100	0	75	0	0	0	0	100	0
chr12_9961000_9961300	0	200	300	300	275	0	0	0	0	0	0	200	0	0	300	0	0	200	0	0	275	300	275	300	0	300	0	0	300	300	300	0	0	0	0	300	0	0	300	275	275	300	0	0	300	300	31	300	0	0	0	0	0	0
chr12_13196100_13196400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	300	0	0	300	75	75	0	300	0	0	300	300	300	300	0	75	0	300	0	300	300	300	300	300	0	0	150	300	0	300	0	0	0	0	0	0
chr12_13498550_13499100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	550	0	0	525	250	0	450	0	0	0	0	0	550	450	0	0	0	0	0
chr12_13505000_13505300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	275	0	0	300	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0
chr12_15547900_15548350	0	0	0	0	0	0	0	0	0	125	0	425	50	200	450	200	0	450	450	425	450	450	450	450	425	450	0	0	450	450	450	350	0	0	0	450	0	350	450	425	450	450	0	0	450	450	0	450	0	450	0	0	200	0
chr12_21503350_21503650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	200	0	0	0	275	0	125	0	275	200	0	0	125	200	0	300	50	0	300	50	0	275	50	50	300	0	50	0	0	0	200	0	0	0	0	0	0
chr12_24379500_24379650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	75	150	0	150	75	0	75	75	0	150	0	150	150	0	150	150	0	150	0	0	0	150	0	150	150	150	150	150	150	150
chr12_24583950_24584350	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	400	0	400	0	0	0	0	400	150	0	400	0	400	400	0	400	375	0	400	0	0	0	0	0	400	400	375	400	400	400	375
chr12_34126650_34126750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	100	0	0	0	100	100	100	0	100	0	0	100	100	100	100	0	75	0	100	0	100	100	75	100	100	0	0	100	100	100	100	0	0	0	0	100	0
chr12_40314300_40314600	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	300	300	150	300	0	300	0	75	0	0	0	0	0	300	0	300	300	0	300	300	0	300	0	0	0	0	0	300	300	300	300	300	300	300
chr12_48918000_48918600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	525	0	0	0	600	0	600	0	600	0	0	0	600	300	0	0	0	0	600	0	0	600	600	450	525	0	0	600	0	0	450	0	0	0	0	0	0
chr12_50223400_50223700	0	300	300	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	300	125	50	300	0	300	0	200	125	125	300	0	0	300	0	300	300	0	300	300	200	275	0	0	300	125	0	300	300	300	300	300	300	300
chr12_50506950_50507500	25	0	75	0	0	0	0	0	0	0	0	0	0	0	550	0	0	550	300	450	75	550	550	550	0	550	0	0	550	550	550	375	0	0	0	550	0	0	550	525	550	550	0	0	550	550	0	550	375	525	0	0	0	75
chr12_50509050_50509900	150	300	750	0	0	0	0	150	0	0	0	0	0	0	850	750	0	825	0	375	175	850	600	850	850	850	0	0	825	850	825	750	0	0	0	850	0	600	850	825	850	850	0	0	675	850	0	850	0	0	0	0	0	0
chr12_52008450_52009200	0	0	0	0	0	0	0	225	0	0	0	0	0	300	750	75	0	600	750	75	0	300	0	300	225	750	0	0	375	750	750	525	0	0	0	750	0	75	750	750	750	750	0	0	675	675	0	750	0	0	0	0	0	0
chr12_56339950_56340250	0	0	50	0	0	300	0	125	125	0	0	125	0	0	300	125	0	300	0	0	50	300	0	300	0	300	0	0	300	275	300	125	0	0	0	300	0	125	300	300	300	300	0	0	300	200	0	275	0	0	0	0	0	0
chr12_56681900_56682200	0	0	0	0	0	275	0	300	0	0	0	0	0	0	50	0	0	0	0	0	0	300	0	0	0	0	50	0	0	0	0	0	0	0	0	300	0	0	275	0	0	300	0	0	0	0	0	275	0	0	0	0	0	0
chr12_57046500_57046850	125	200	200	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	350	0	275	0	0	0	50	200	50	0	125	50	350	50	125	350	350	50	350	0	0	350	0	0	275	125	50	0	0	125	0
chr12_64670850_64671150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	300	0	0	0	0	75	300	0	0	0	300	0	0	300	300	0	300	0	0	0	0	0	0	0	0	0	0	0	225
chr12_64675150_64675350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	200	0	200	0	0	0	0	0	0	0	0	0	200	0	0	200	50	50	200	0	0	125	0	0	0	0	0	0	0	0	0
chr12_69497300_69497450	0	0	150	0	0	0	0	0	0	0	0	125	0	0	0	0	0	125	0	0	150	150	150	150	0	150	0	125	50	125	150	0	0	150	0	150	150	0	150	125	125	150	0	0	150	0	0	150	150	150	150	150	150	150
chr12_71870250_71870650	0	0	0	0	0	0	0	0	0	0	0	325	400	0	0	0	0	0	0	0	250	400	400	400	175	400	0	325	0	0	400	0	0	400	0	400	400	0	400	375	0	400	0	0	400	0	0	400	400	400	400	400	400	400
