A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr11_129960450_129961600	750	1150	1150	1150	0	1150	450	1150	1075	1125	1150	1150	1125	0	0	0	0	0	1150	0	0	975	1150	1150	1150	1150	0	0	0	0	0	1150	1150	300	0	1150	1150	1125	825	0	1125	600	0	0	1150	1150	1150	1150	1150	1150
chr12_7639500_7640050	0	75	550	0	75	550	300	450	0	550	0	550	150	225	550	550	100	0	0	0	0	175	0	150	550	550	550	0	550	550	550	550	550	450	550	225	550	550	0	375	550	550	0	550	550	550	550	550	550	550
chr12_14920100_14920400	0	300	275	0	50	200	0	275	0	300	200	300	300	300	300	50	0	300	300	0	0	0	300	300	125	0	50	275	0	50	0	0	0	0	125	0	0	0	0	300	0	300	0	300	0	0	0	0	200	0
chr12_15983750_15984450	0	0	700	625	0	0	0	700	0	300	300	700	525	375	0	300	700	0	675	0	0	0	700	525	525	700	0	150	0	0	0	375	700	150	300	375	700	450	0	75	700	0	0	450	700	700	700	700	700	700
chr12_16610800_16611150	0	0	350	350	0	0	0	0	0	350	0	350	350	0	0	0	0	0	350	0	0	275	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	350	0	350	350	0	0	0	0	0	0
chr12_26153100_26153400	0	0	300	300	75	0	0	300	75	300	0	300	300	300	75	300	300	300	300	0	75	0	300	300	300	150	300	300	300	300	225	300	75	300	300	300	150	300	300	300	300	300	150	75	225	300	150	300	300	75
chr12_26748050_26748400	250	350	350	350	175	350	0	350	0	350	350	350	175	0	0	25	0	350	350	0	0	0	0	25	350	25	0	325	0	350	0	350	100	350	0	350	0	25	0	0	350	0	0	0	350	350	350	350	350	350
chr12_27822000_27822850	0	850	825	750	300	600	0	600	675	600	750	850	825	0	0	0	0	0	850	0	0	825	825	850	850	850	0	675	0	825	0	850	850	850	0	850	850	850	850	0	850	850	850	0	850	850	850	850	850	850
chr12_31303250_31303600	0	325	350	350	250	0	0	175	0	350	350	350	325	0	0	100	325	175	325	0	0	100	325	350	250	350	0	350	0	0	350	350	350	25	350	350	350	350	350	350	350	350	0	325	350	350	350	350	350	350
chr12_31332950_31333600	0	0	650	650	0	0	0	650	625	550	550	650	650	650	0	650	250	250	650	0	0	450	475	650	0	650	550	0	475	250	0	0	650	550	0	0	650	650	650	475	650	0	0	400	650	650	650	650	650	550
chr12_32304500_32305200	625	300	700	700	325	0	0	700	0	550	475	700	550	700	450	700	0	700	700	0	0	225	675	700	0	700	0	0	700	0	700	700	700	550	625	625	700	0	0	550	700	550	0	0	700	700	700	700	700	700
chr12_32895800_32896100	0	0	300	275	0	0	200	200	0	300	0	300	200	300	300	300	300	300	300	0	0	50	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	275	300	300	300	300	300	300	300
chr12_45770400_45770800	0	400	375	325	0	375	0	400	400	375	0	400	400	0	400	400	0	0	0	0	0	400	300	100	0	0	225	250	300	400	175	0	0	300	400	0	0	375	0	400	400	0	0	0	0	0	0	0	0	0
chr12_46471450_46471750	0	0	300	300	50	0	0	0	0	300	0	300	275	50	200	300	300	0	300	0	0	0	0	275	0	0	200	0	125	125	0	0	0	300	125	0	0	200	0	0	300	125	0	300	0	0	0	0	0	0
chr12_46591250_46591650	225	400	300	325	0	400	250	400	0	400	400	400	400	175	0	0	100	0	400	0	0	0	400	0	100	0	0	0	0	0	0	175	0	100	0	0	0	0	0	0	400	0	150	0	0	0	0	0	0	0
chr12_47242350_47242650	0	300	300	300	0	0	0	300	0	300	300	300	300	300	225	300	0	75	0	0	0	0	300	300	300	225	300	300	300	225	300	300	300	300	300	300	300	300	300	300	300	150	0	0	300	300	300	300	300	300
chr12_47377750_47378300	0	500	550	500	500	125	0	550	275	550	125	550	550	275	200	275	550	275	550	0	0	500	200	550	550	550	550	550	550	275	550	425	550	550	550	550	200	500	125	425	550	200	50	550	425	275	0	350	125	125
chr12_50885550_50886250	375	700	600	700	0	700	450	700	675	700	475	700	525	0	0	0	0	0	700	0	0	625	550	700	700	700	0	625	0	0	0	700	700	700	0	700	700	700	700	0	700	700	0	0	700	700	700	700	700	700
chr12_50909750_50910150	0	300	400	375	225	375	0	375	150	400	0	375	375	0	0	0	0	0	300	0	0	0	150	75	400	300	0	0	0	0	0	400	375	0	0	400	300	75	150	0	400	0	0	0	400	400	375	400	400	400
chr12_51478650_51479000	0	200	350	350	125	350	350	350	0	200	275	350	350	0	0	125	0	75	350	0	0	350	350	0	0	350	125	0	350	0	200	0	275	0	350	0	350	0	0	275	350	0	0	350	350	350	275	350	275	275
chr12_51492150_51492550	0	0	400	225	225	375	400	400	0	375	150	300	400	175	0	0	0	0	400	0	0	400	400	300	0	225	0	0	0	0	0	0	0	0	0	0	375	0	0	0	400	0	0	400	75	75	0	225	150	0
chr12_55037250_55037950	0	700	700	700	0	450	0	675	375	700	700	700	700	700	700	700	700	700	700	0	0	250	150	700	225	300	700	700	700	700	700	0	375	700	700	0	225	700	600	700	600	700	450	675	375	300	0	150	300	225
chr12_55937600_55937950	0	350	350	350	350	325	0	350	350	350	350	350	350	0	0	0	175	0	350	0	0	325	325	0	0	0	0	250	0	0	250	0	0	175	100	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr12_57248600_57248900	125	300	300	125	300	300	300	300	0	300	200	300	300	300	0	300	300	0	300	0	0	300	275	300	300	300	300	300	300	200	275	300	300	300	300	125	300	300	300	300	275	300	300	300	300	300	300	300	300	300
chr12_59646450_59646750	0	0	225	0	0	300	300	300	0	300	0	225	300	0	0	75	0	300	0	0	0	0	300	0	0	0	0	225	300	300	0	0	0	75	300	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0
chr12_62319150_62319450	300	300	300	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	300	300	300	300	300	300	0	0	300	300	300	300	300	300
chr12_62641350_62641650	0	300	300	150	150	225	0	300	0	300	225	300	0	0	0	0	0	0	0	0	0	300	300	150	300	300	0	0	0	0	0	300	300	0	0	300	300	300	300	0	300	0	0	150	300	300	300	300	300	300
chr12_65073450_65073850	0	0	400	400	0	0	0	0	0	400	400	400	400	400	0	400	400	400	400	0	0	400	375	0	0	0	400	400	400	400	400	0	0	0	400	300	0	0	375	400	400	0	400	0	0	0	0	0	0	0
chr12_67827950_67828350	0	0	400	250	0	0	0	0	0	400	0	400	400	0	0	0	0	225	0	0	0	375	400	400	0	400	0	400	0	0	0	400	400	400	0	400	400	400	400	0	375	100	0	0	400	400	400	400	400	400
chr12_67920700_67921050	0	125	0	350	0	0	0	0	0	350	0	350	350	350	0	350	200	0	350	0	0	0	350	350	350	200	200	50	350	125	0	350	200	350	350	350	275	350	125	350	350	350	0	0	350	350	50	350	350	275
chr12_67966250_67966550	0	0	275	300	0	0	0	0	0	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr12_68121350_68121700	0	350	0	325	0	0	0	0	0	350	350	325	350	350	25	0	350	325	350	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	0	350	350	350	350	350	350
chr12_71759350_71759650	0	0	300	300	0	0	0	0	0	300	300	300	275	200	300	300	175	0	300	0	0	300	300	300	0	300	125	300	300	0	300	0	300	0	300	25	300	300	275	50	300	0	0	0	300	300	300	300	300	300
chr12_75437900_75438300	0	0	400	0	0	0	175	400	400	400	0	400	400	400	400	400	0	325	400	0	0	375	400	400	0	0	400	400	400	400	400	0	400	400	400	150	400	400	375	400	400	400	0	150	0	0	0	0	0	0
chr12_75471150_75471450	0	0	300	225	150	0	0	0	0	300	0	300	75	300	300	300	300	300	300	0	0	300	300	300	0	300	300	300	300	300	300	0	300	300	300	0	300	300	300	300	300	300	75	300	300	300	300	300	300	300
chr12_75488850_75489200	0	0	350	350	150	0	0	225	75	350	275	350	350	350	350	350	0	350	350	0	0	350	350	350	0	0	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	350	0	350	350	125	350	0	350	350
chr12_79649600_79649900	200	300	300	200	200	300	0	300	0	300	0	300	50	0	300	300	0	300	25	0	0	175	0	0	0	0	300	300	300	300	300	0	0	300	300	0	0	300	0	300	300	300	0	0	0	0	0	175	0	0
chr12_89643750_89644050	0	300	300	300	0	300	300	300	300	300	300	300	300	0	0	150	300	0	0	0	0	300	300	300	0	0	0	225	225	0	0	0	0	300	0	0	0	300	0	300	300	0	0	0	0	0	0	0	0	0
chr12_89995850_89996250	0	400	300	375	300	225	0	375	150	400	400	400	400	0	0	400	300	0	400	0	0	400	375	375	400	225	0	0	0	400	400	400	0	400	0	400	0	375	0	0	400	0	0	0	400	0	25	325	100	100
chr12_91438350_91438650	0	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	0	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr12_91940450_91940950	0	0	0	500	0	0	0	0	0	475	0	500	475	500	0	0	0	500	500	0	0	100	500	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	500	0	0	0	0	0	0
chr12_92125650_92125950	0	0	300	0	0	0	0	300	75	300	75	300	300	300	300	300	300	300	300	0	0	75	0	300	225	300	300	300	300	300	300	225	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr12_92154400_92154750	350	350	350	350	0	350	350	350	350	350	50	350	350	350	350	350	350	350	350	0	0	350	350	350	0	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	350	0	350	350	350	350	350	350	350
chr12_93684300_93684850	0	550	550	550	0	550	375	550	300	550	550	550	550	0	550	75	475	0	475	0	325	550	250	475	475	400	550	550	550	550	550	550	0	550	550	550	175	550	400	550	0	550	0	550	250	550	175	325	250	325
chr12_94228050_94228350	0	0	300	0	0	0	0	0	0	300	0	300	300	0	75	0	0	0	300	0	0	150	300	300	75	0	0	0	0	225	0	75	300	300	0	75	75	300	225	0	300	150	0	300	300	300	300	300	300	300
chr12_94257300_94257700	100	400	400	400	0	400	400	400	250	250	0	400	400	0	300	0	0	0	400	0	0	400	400	400	400	400	0	150	0	0	0	400	400	400	0	400	400	400	400	0	400	400	0	400	400	400	400	400	400	400
chr12_102961950_102962800	0	0	850	0	0	850	0	850	300	850	0	850	375	525	750	850	450	750	225	0	0	775	75	850	850	600	850	825	850	750	525	850	675	750	850	850	850	850	675	850	850	850	0	250	825	825	825	850	675	750
chr12_107702100_107702500	0	400	400	400	0	400	400	400	400	375	400	400	400	225	300	400	0	400	375	0	0	375	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	300	400	400	400	400	400	400
chr12_107756700_107757000	0	0	300	0	0	0	300	0	0	300	0	300	300	0	300	0	0	300	300	0	0	300	225	0	0	0	0	225	0	0	0	0	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	0	0	0
chr12_108113950_108114750	0	300	800	800	0	0	150	0	50	800	0	800	350	0	0	0	0	0	800	0	0	0	800	800	0	225	0	375	75	0	150	0	75	800	0	0	0	800	600	0	800	800	50	0	0	0	0	450	0	0
chr12_108115000_108115400	0	400	400	400	125	0	50	0	50	400	0	400	400	275	0	200	0	0	400	0	0	0	400	400	275	400	350	400	400	400	50	0	400	400	0	275	400	400	400	0	400	400	400	0	400	400	50	400	275	350
chr12_108127250_108128550	0	0	1275	1300	0	0	0	0	100	1300	0	1300	1300	0	225	150	600	0	1050	0	0	0	975	900	0	750	0	0	0	375	0	0	0	1300	0	0	0	300	300	225	1275	325	1150	75	975	0	0	375	0	0
chr12_108133050_108133550	0	500	500	500	150	0	125	0	350	500	300	500	500	0	0	0	500	0	500	0	0	0	500	500	0	0	0	0	0	0	0	0	0	500	0	0	0	500	500	0	500	500	0	0	0	0	0	0	0	0
chr12_110024800_110025150	350	350	350	350	0	0	350	350	350	350	0	350	350	0	0	0	0	0	50	0	0	0	0	350	275	0	0	50	0	0	0	0	0	0	0	275	0	350	50	0	350	200	0	0	0	0	0	0	0	0
chr12_111084250_111084550	0	50	0	300	0	0	0	175	300	300	50	300	0	300	0	0	200	175	300	0	0	275	300	0	300	275	275	300	300	0	300	300	300	300	300	300	300	125	0	275	300	300	0	300	300	300	300	300	0	0
chr12_111730050_111731200	0	1125	1150	1150	0	1150	0	1150	1150	1150	1150	900	1150	0	0	0	0	0	1150	0	375	1150	1150	1150	1150	1150	0	1150	0	0	0	1150	1150	1150	0	1150	1150	1150	1150	0	1150	1150	0	1150	1150	1150	1150	1150	1150	1150
chr12_116179600_116180000	50	0	400	200	50	50	200	400	125	400	0	400	275	400	50	400	200	50	0	0	0	400	400	400	0	0	400	400	400	400	125	0	0	400	400	0	0	400	400	400	0	0	0	275	0	0	0	0	0	0
chr12_119781750_119782150	0	0	400	400	0	0	0	0	0	400	400	400	400	400	0	0	375	0	400	0	0	400	375	400	400	400	0	0	0	0	0	400	400	400	0	400	400	400	400	0	400	400	0	400	400	400	400	400	400	400
chr12_119994650_119995450	325	475	325	800	0	325	325	400	400	700	375	800	800	0	0	0	0	0	800	0	0	750	700	800	800	800	600	800	0	0	0	800	800	800	0	800	800	800	700	0	800	800	0	475	800	800	800	800	800	800
chr12_121121550_121121950	0	0	400	400	0	0	400	400	0	400	250	400	400	400	0	375	225	0	300	0	0	400	0	400	0	0	300	150	300	150	150	0	0	400	300	0	0	400	400	300	325	400	0	0	0	0	0	0	0	0
chr12_122891550_122892000	0	375	450	450	300	0	0	0	0	0	0	450	450	450	450	450	450	450	450	0	0	450	450	450	450	0	450	450	450	450	450	450	375	450	450	450	0	450	450	450	450	450	0	450	0	450	0	0	150	0
chr12_122896750_122897150	50	400	400	400	50	400	0	400	400	200	275	125	400	400	400	400	400	400	400	50	0	50	400	400	400	125	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	200	0	50	0	50	50	125
chr12_122899750_122900050	0	300	300	0	0	0	300	300	0	0	0	300	300	300	300	300	300	300	300	0	0	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	50	300	300	300	300	300	275	200	50	200	0	300	0	125
chr12_122902950_122903300	0	0	350	0	0	0	0	350	0	350	0	350	350	350	350	350	350	350	350	0	0	0	0	350	350	0	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	0	0	0	0	0	0	350	0
chr12_122924150_122924450	0	300	300	300	0	275	300	300	0	300	0	275	275	125	300	300	125	0	300	0	0	0	0	25	300	0	300	125	300	300	300	300	0	300	300	300	0	25	125	300	100	300	0	0	0	0	0	0	0	0
chr12_132458300_132458650	0	325	300	0	0	0	25	350	0	350	0	350	350	350	175	350	0	0	0	0	0	0	0	175	0	0	0	0	325	325	350	0	0	0	350	0	0	100	0	350	350	325	0	350	0	0	0	0	0	0
chr13_23669900_23670650	0	175	750	625	0	750	0	750	450	750	0	750	750	0	0	450	400	275	750	0	0	750	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	375	0	0	0	0	0	0	0	0	0	0
chr13_27044950_27045400	0	0	450	450	0	450	450	450	0	425	450	450	450	450	450	450	450	450	450	0	0	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	100	450	450	450	450	450	450
chr13_27175250_27175550	0	200	300	300	300	200	50	300	50	300	0	300	25	0	25	300	300	0	175	0	0	300	0	300	300	300	100	300	300	300	0	300	300	300	300	300	300	300	300	250	300	300	0	0	300	300	300	300	300	300
chr13_27472900_27473950	0	275	1050	1050	0	275	0	25	275	1050	0	1025	1025	0	450	0	0	0	950	0	0	650	0	400	0	1050	0	0	0	0	0	0	275	425	450	425	725	50	0	0	1050	0	600	0	800	675	0	575	300	0
chr13_27714300_27714600	0	0	300	300	0	0	0	0	0	300	0	300	300	0	0	0	150	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_28175250_28175650	300	375	0	225	0	400	375	400	0	375	400	400	400	375	0	0	0	400	250	0	0	400	400	0	0	0	0	75	375	375	0	0	0	0	225	0	100	25	0	400	150	0	0	0	0	400	0	400	150	150
chr13_29788300_29788700	0	0	400	125	0	0	0	0	0	400	50	400	400	400	125	400	50	400	400	0	0	400	0	400	0	0	400	125	400	400	0	0	0	400	400	0	0	400	400	400	400	400	0	350	0	0	0	0	0	0
chr13_30200300_30200900	0	0	575	350	0	475	175	0	175	600	0	600	600	0	0	0	400	0	125	125	0	600	600	0	0	0	0	475	0	0	0	0	550	0	0	0	125	0	0	0	200	0	0	500	0	25	0	125	0	0
chr13_30565650_30566250	0	300	600	525	450	450	300	450	0	600	600	600	600	0	0	0	450	0	600	0	300	600	600	600	600	600	375	0	300	225	0	600	600	0	375	600	600	600	600	300	600	600	0	0	600	600	600	600	600	600
chr13_30581600_30581950	0	0	350	350	350	0	0	25	0	350	350	350	350	350	0	350	350	0	325	0	0	325	350	250	0	350	0	250	250	175	325	0	350	0	350	250	350	175	0	350	350	0	0	325	350	350	350	350	350	350
chr13_30645200_30645650	0	0	450	0	0	0	0	0	0	450	50	450	450	0	425	275	450	0	450	0	0	0	450	450	450	450	350	50	425	0	0	450	450	450	0	450	450	450	0	0	450	125	0	0	450	450	450	450	450	450
chr13_30669800_30670150	250	0	350	250	0	175	0	250	175	250	0	350	350	350	0	0	0	350	350	0	0	325	325	0	0	250	0	0	0	0	0	0	325	175	0	0	0	250	0	0	350	0	0	0	350	350	325	350	350	350
chr13_31321850_31322400	225	0	550	550	0	300	0	525	375	550	550	550	550	550	550	550	550	550	550	0	0	525	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	300	475	550	550	550	550	550	550
chr13_31972650_31972950	0	0	300	300	0	0	0	0	0	300	0	300	300	225	0	0	0	0	0	0	0	0	300	300	0	300	0	75	300	0	0	0	300	0	0	150	0	300	300	0	300	300	0	75	300	300	0	300	300	300
chr13_33806900_33807300	0	0	325	400	0	400	0	400	0	400	325	400	400	0	0	0	75	400	400	0	0	0	250	400	400	400	0	325	0	0	0	325	400	400	0	400	400	400	400	0	400	400	0	0	400	400	400	400	400	400
chr13_43129050_43129500	75	0	450	450	0	300	150	0	0	75	0	450	450	0	0	0	75	0	450	0	0	450	0	450	75	450	0	0	0	150	0	225	450	450	0	450	450	450	450	0	450	450	0	150	450	450	450	450	450	450
chr13_44373850_44374150	0	0	50	0	0	125	0	0	0	275	200	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr13_49638000_49638550	0	0	475	550	0	0	0	0	75	550	0	550	0	550	375	550	550	0	550	0	0	150	525	0	0	225	550	550	550	0	0	0	550	475	550	0	150	0	475	550	550	0	0	0	0	550	150	550	0	0
chr13_49785150_49785700	0	0	550	550	0	0	0	0	0	550	0	550	0	550	150	550	550	550	550	0	0	525	375	550	0	0	550	550	550	475	175	250	0	550	150	0	0	550	300	550	550	250	0	0	325	550	0	0	0	325
chr13_51608400_51608700	0	0	0	300	0	300	300	300	0	300	0	300	300	300	300	300	300	300	150	0	0	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	0	300	300	300	300	300	300	300
chr13_51828150_51828600	0	450	0	0	0	450	0	0	300	450	0	450	450	450	450	450	450	0	450	375	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	300	375	450	450	450	0	450	450	450	450	450	450	450
chr13_60150600_60151050	0	225	450	450	225	300	0	375	0	450	0	450	450	0	0	0	150	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr13_68596700_68597200	0	400	500	500	0	475	0	0	0	475	475	500	500	0	0	0	0	175	500	0	0	500	475	475	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0
chr13_73903900_73904200	0	275	300	275	275	275	125	275	50	300	300	300	300	125	275	300	300	300	300	0	0	0	275	300	300	300	300	300	300	300	275	300	300	300	300	300	300	200	200	300	300	200	0	275	300	300	300	300	300	300
chr13_73956500_73956850	325	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0	0	325	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	175	350	350	350	350	350	350
chr13_73957650_73958100	75	0	375	0	75	150	0	300	75	450	225	450	450	450	450	450	450	450	450	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	450	450	450	450	450	450
chr13_74100300_74100600	225	225	300	300	150	300	0	300	300	300	225	300	300	75	300	300	0	0	300	0	0	300	150	300	300	150	300	300	300	150	300	0	300	300	300	300	300	300	300	300	300	75	75	0	300	300	300	300	300	300
chr13_74102850_74103150	0	0	300	225	225	150	0	0	75	300	0	300	300	0	300	300	0	300	300	0	0	300	0	300	0	300	150	300	300	225	225	0	300	300	300	300	300	300	300	300	300	75	0	75	300	300	300	300	300	300
chr13_74555250_74555550	0	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	0	300	300	300	300	300	225	0	0	0	0	0
chr13_78659550_78659850	0	0	300	300	75	0	0	0	0	300	225	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	225	300	150	300	300	300	150	300	300	300	300	150	300	300	300	0	300	300	300	300	300	300	300
