A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr1_14868900_14869350	0	450	450	450	0	450	0	450	450	450	0	450	0	375	450	0	0	375	0	375	225	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	375	450	150	0	150	0	0	0	0	0
chr1_14973000_14973300	0	300	300	300	150	300	300	300	0	300	300	300	300	0	0	300	75	0	0	300	300	0	300	300	300	0	0	0	0	300	0	0	0	0	300	0	0	0	300	0	300	0	0	300	0	0	0	0	300
chr1_15005850_15006250	0	400	400	150	150	400	225	400	400	400	0	400	375	0	0	0	0	175	0	375	325	0	400	100	0	0	250	0	0	0	0	150	0	0	300	0	0	0	0	400	400	0	0	400	0	0	0	0	0
chr1_15039050_15039450	0	375	325	400	0	300	0	75	0	400	400	400	400	0	375	375	0	0	0	400	0	0	25	400	0	0	0	0	0	0	0	0	0	0	400	0	225	0	0	0	400	0	0	0	0	0	100	0	150
chr1_15041600_15041900	0	300	300	25	0	300	0	300	0	300	300	300	300	0	0	275	0	0	0	300	0	300	275	300	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	300	0	0	0	0	0	0
chr1_15043000_15043350	0	350	75	150	0	350	350	75	350	350	0	275	350	0	0	0	0	0	0	350	0	0	350	125	0	0	0	0	0	0	350	0	0	0	150	0	0	0	75	0	350	50	0	350	0	0	0	0	0
chr1_15122650_15123000	0	350	350	350	0	350	350	350	350	350	0	0	350	350	0	350	0	0	0	350	0	0	350	350	200	0	0	0	0	0	0	0	0	0	125	0	0	0	125	50	350	200	200	350	0	0	0	0	225
chr1_15151650_15152150	0	500	500	500	0	500	50	225	0	500	0	200	225	500	500	500	500	0	0	500	500	0	500	0	500	50	0	0	0	0	0	225	500	0	500	500	375	0	500	500	500	275	0	150	0	0	0	0	0
chr1_15173600_15174000	0	400	400	400	25	400	75	400	75	400	400	400	400	75	400	0	0	0	0	150	400	0	375	0	0	0	0	0	0	0	0	0	0	0	400	0	150	0	0	0	400	0	0	150	0	325	0	0	0
chr1_15199950_15200250	0	300	300	300	0	75	300	300	0	300	0	0	300	0	0	75	0	0	0	300	300	300	300	300	0	0	0	0	0	0	0	300	0	0	300	0	0	0	225	75	300	0	0	300	0	0	0	0	0
chr1_15202850_15203150	0	300	300	300	50	300	200	300	300	300	0	25	300	100	100	0	0	0	0	0	0	250	300	300	0	0	0	0	0	0	0	0	0	0	300	0	300	0	300	0	275	0	0	300	0	0	0	0	0
chr1_15231750_15232050	0	300	300	300	225	300	300	300	300	300	300	300	300	0	0	0	0	300	300	300	75	0	300	300	150	0	0	0	0	0	0	300	0	0	300	0	300	0	0	300	300	0	0	300	0	0	0	0	0
chr1_15241550_15241900	0	350	350	350	0	250	100	350	0	0	0	175	350	0	0	0	0	0	0	0	0	0	325	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_15252450_15252750	0	300	225	300	0	300	0	300	0	300	225	300	300	300	300	300	225	75	300	300	300	300	300	300	75	0	0	0	300	0	300	225	300	0	300	150	300	0	300	150	300	225	0	300	0	0	75	0	0
chr1_15260250_15260550	0	300	300	225	0	300	300	300	0	75	300	300	300	225	300	150	150	300	0	300	300	0	300	150	75	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	300	75	0	75	0	0	0	0	0
chr1_15275850_15276350	0	500	500	500	0	500	0	500	425	500	0	425	425	0	500	500	0	0	0	500	150	275	500	0	275	0	0	0	0	0	0	425	0	0	500	0	0	0	500	500	500	0	375	0	0	0	0	0	0
chr1_15355500_15355900	0	375	400	400	0	400	225	225	400	400	400	400	400	400	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	225	0	0	325	0	0	0	400	0	400	0	100	0	0	0	0	0	0
chr1_16607300_16607750	0	450	450	425	0	450	125	200	25	450	450	450	450	450	450	450	275	450	450	450	0	450	450	450	275	450	450	450	450	0	450	450	275	200	450	0	350	0	450	425	0	0	0	450	0	450	450	0	100
chr1_16722150_16722700	0	550	525	550	0	525	0	525	0	0	250	550	550	550	375	0	0	550	150	150	0	0	0	550	0	550	250	450	450	0	550	250	0	550	550	0	0	0	550	0	550	550	0	550	550	550	550	0	550
chr1_16725950_16726600	0	650	625	625	0	475	0	650	100	650	650	475	650	650	400	0	175	650	650	25	0	0	650	650	100	650	650	650	175	0	25	25	650	0	325	100	0	0	25	650	650	250	175	475	650	650	25	650	650
chr1_17115750_17116200	0	450	450	0	0	375	0	450	0	450	0	450	450	0	0	0	0	0	0	0	0	225	450	450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	450	0	0	0	0	0
chr1_17123350_17123700	0	0	225	350	0	50	0	350	0	350	0	0	225	0	350	350	0	0	0	350	0	0	350	350	125	0	0	0	0	0	0	200	0	0	0	0	0	0	0	350	275	150	0	225	0	0	0	0	0
chr1_17131200_17131500	0	300	300	300	300	300	300	300	75	0	0	150	300	300	150	0	0	300	0	300	300	0	300	300	300	0	0	0	0	225	0	300	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0
chr1_17133300_17133750	0	450	300	375	0	450	0	450	75	375	0	450	0	0	0	0	0	0	0	450	375	0	450	450	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	450	75	0	0	0	0	0	0	0
chr1_17140050_17140700	0	650	650	650	150	650	0	650	650	650	225	650	500	0	0	350	500	0	0	650	275	425	650	650	125	0	0	0	50	575	0	650	0	600	650	0	0	0	225	425	650	650	0	650	0	0	0	0	425
chr1_17159350_17159700	0	350	350	50	0	350	0	350	350	350	0	350	350	350	350	350	125	350	0	350	350	0	350	350	350	0	0	0	350	350	0	350	0	0	200	0	0	0	350	0	350	350	0	350	0	0	0	0	300
chr1_17164500_17164950	0	300	450	0	0	300	0	450	0	450	150	450	375	450	450	0	0	450	0	450	450	0	300	450	0	0	0	0	300	0	0	375	0	0	450	0	450	0	375	0	450	0	0	0	0	0	0	0	0
chr1_17187100_17187450	0	350	75	350	0	350	225	350	125	350	0	0	350	0	350	75	0	0	0	350	0	350	350	350	350	0	275	150	350	350	0	275	0	0	350	0	75	0	75	350	350	350	0	350	0	0	0	0	0
chr1_17192400_17193100	0	700	700	0	150	675	225	225	375	700	0	700	700	75	150	700	0	700	375	300	0	0	700	675	150	0	175	75	525	675	0	675	0	150	0	0	675	0	225	700	600	150	0	375	0	0	0	0	0
chr1_17220450_17220900	0	450	375	150	0	450	225	450	225	450	150	450	450	300	225	0	450	450	0	150	450	0	450	450	0	0	0	0	0	0	0	300	0	0	225	0	375	0	0	0	450	300	300	450	0	0	0	0	0
chr1_17255100_17255700	0	600	375	375	0	600	0	600	375	600	450	600	600	525	300	0	0	0	0	525	0	0	600	600	150	0	0	525	0	0	0	300	0	0	0	0	75	0	375	0	600	375	0	600	0	0	0	0	0
chr1_17260100_17261000	0	900	900	50	0	325	275	900	0	900	900	850	100	900	0	400	400	900	0	900	25	0	875	900	0	0	0	900	0	0	0	725	0	0	900	0	550	0	900	425	800	25	0	25	0	0	0	0	0
chr1_17270400_17270700	0	300	300	300	0	300	0	75	300	300	75	300	300	0	300	0	0	0	0	300	150	0	300	300	0	0	0	0	0	0	0	0	0	0	225	0	0	0	150	300	300	0	0	300	0	0	0	0	0
chr1_17272800_17273100	0	0	300	300	0	225	0	0	0	300	0	150	225	225	75	0	0	150	0	300	0	0	300	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0
chr1_17274150_17274450	0	300	300	300	0	300	0	300	75	300	300	75	300	0	0	300	0	300	0	300	300	150	300	300	0	0	0	75	0	0	0	300	0	0	300	0	0	0	300	300	300	300	0	300	0	0	0	0	0
chr1_17286300_17286750	0	450	450	450	0	450	75	450	0	450	0	300	450	0	0	0	0	375	0	450	450	450	450	450	0	0	0	0	0	300	0	0	0	0	450	0	300	0	0	0	0	300	0	300	0	0	0	0	0
chr1_17361050_17361600	0	550	550	300	0	550	0	550	75	550	550	475	550	0	550	0	0	0	0	0	550	0	550	525	0	25	0	0	0	0	0	325	0	175	175	0	0	0	400	0	550	475	0	550	0	0	0	0	0
chr1_17773500_17773850	0	350	350	350	300	350	0	350	0	350	350	350	350	350	0	0	0	75	0	350	275	0	200	300	125	125	0	0	0	0	275	350	0	0	300	0	0	0	350	0	350	350	0	0	0	0	0	0	75
chr1_17783950_17784300	0	350	200	350	0	350	200	350	75	350	275	350	350	350	350	350	200	350	0	350	350	0	350	350	350	0	0	125	0	75	350	350	0	0	350	0	350	0	350	350	75	350	0	350	0	0	275	0	0
chr1_17829650_17830500	0	850	850	0	0	850	0	850	0	850	850	600	850	850	850	0	225	475	475	175	775	0	850	825	0	0	0	850	850	850	450	675	0	0	850	0	850	0	675	850	850	0	0	850	0	0	0	0	0
chr1_17834650_17835000	0	350	350	350	0	350	0	350	0	350	350	350	350	150	350	350	350	350	0	350	350	0	350	350	0	0	0	0	0	350	350	350	0	0	300	0	0	0	350	350	75	350	300	350	0	0	0	0	350
chr1_17838450_17838850	0	400	325	375	0	400	0	400	400	400	400	400	400	400	0	0	0	0	0	400	400	0	400	400	400	0	0	0	0	0	0	150	0	0	400	0	400	0	400	400	400	400	0	400	0	0	0	0	0
chr1_17845550_17846550	0	1000	900	150	0	100	0	525	375	1000	1000	1000	1000	0	75	600	225	375	0	525	400	0	1000	1000	0	25	0	0	0	0	175	1000	0	0	700	0	675	0	1000	1000	1000	375	225	1000	0	0	0	0	0
chr1_17892150_17892700	0	550	550	25	0	550	0	550	0	550	550	25	225	550	550	0	0	475	0	550	550	0	525	550	0	0	0	375	0	0	0	550	0	0	375	0	0	0	450	550	550	0	0	100	0	0	0	0	0
chr1_17911050_17911550	0	500	500	500	300	500	0	500	500	500	500	500	500	0	0	375	0	0	0	500	0	0	500	500	0	0	0	0	0	75	0	300	0	0	0	0	500	0	300	150	350	0	0	0	0	0	0	0	0
chr1_17914550_17915100	0	550	550	550	550	550	0	550	550	550	550	550	550	550	550	0	225	300	150	550	550	0	550	525	550	525	550	0	0	0	0	550	0	0	550	0	325	0	550	400	550	150	0	550	0	0	0	0	0
chr1_17917250_17918050	0	800	800	800	0	800	25	800	800	800	800	800	800	800	800	250	800	100	0	800	175	100	800	800	700	0	0	175	100	700	0	775	0	0	750	25	800	0	800	700	100	700	0	800	0	0	0	0	0
chr1_17918550_17919000	0	450	300	450	0	450	0	450	450	450	0	450	450	150	450	75	450	75	450	450	450	0	450	450	450	0	0	0	450	0	450	300	0	0	0	0	450	0	450	450	450	375	0	450	0	0	0	0	0
chr1_17943800_17944100	0	300	275	200	50	275	0	300	300	300	200	300	300	300	50	300	50	0	0	275	300	0	275	300	0	0	0	0	300	0	0	300	0	0	300	0	300	0	300	300	300	0	0	125	175	0	0	0	0
chr1_17944650_17945100	0	450	450	450	75	450	0	450	450	450	450	450	450	450	450	450	450	0	300	450	375	75	450	450	450	0	0	0	0	225	450	450	0	0	450	0	450	0	450	375	450	150	0	450	0	0	0	0	0
chr1_17950950_17951450	0	500	500	500	0	500	450	500	0	500	500	500	500	0	0	500	350	0	0	500	500	0	500	225	300	0	0	0	500	0	0	0	0	0	500	0	150	0	375	150	500	300	450	500	0	0	0	0	150
chr1_17981700_17982000	0	0	300	225	0	300	0	300	300	300	0	150	75	0	300	0	0	75	225	300	0	0	300	300	0	0	300	0	0	0	0	75	0	0	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300
chr1_17995500_17996300	0	350	800	800	300	675	0	450	75	800	800	800	575	75	75	800	75	800	800	800	750	0	800	800	600	0	0	0	0	0	0	125	0	0	800	0	375	0	0	75	800	425	0	800	0	0	0	0	0
chr1_18005850_18006350	0	500	450	500	150	500	150	500	75	500	350	500	500	0	50	500	50	500	0	50	500	0	500	500	0	50	0	200	0	50	0	75	0	0	0	450	0	0	150	500	500	0	0	500	0	0	0	0	0
chr1_18019200_18019800	0	600	600	600	0	600	600	600	600	600	600	600	600	600	0	75	225	0	0	600	600	0	600	600	525	225	0	0	600	300	450	600	0	0	600	0	600	0	600	600	600	0	0	600	0	0	0	0	0
chr1_18021600_18021900	0	300	300	300	150	300	0	300	300	300	300	300	300	0	0	0	75	0	300	300	0	0	300	0	300	0	0	300	0	0	300	0	0	0	300	0	225	0	300	300	300	225	0	300	0	0	0	0	0
chr1_18033300_18033700	0	400	400	375	150	400	0	400	400	400	150	400	400	0	325	375	25	400	0	400	400	0	400	400	400	0	0	0	100	300	175	0	0	0	400	0	400	0	400	400	400	150	0	400	0	0	0	0	0
chr1_18035150_18035700	0	550	550	550	0	550	0	550	550	525	550	550	550	550	250	0	300	450	325	550	325	150	550	550	375	100	0	0	0	0	375	550	0	0	550	0	550	0	225	25	550	550	0	550	0	0	0	0	0
chr1_18038750_18039050	0	300	300	300	50	300	0	300	300	300	0	300	300	300	300	300	300	125	300	300	300	300	300	300	300	0	0	300	300	300	300	300	0	0	275	0	300	0	300	100	300	300	0	300	0	0	0	0	0
chr1_18059400_18059800	0	400	400	375	0	400	0	0	0	400	400	400	400	300	225	0	0	0	0	175	0	75	400	400	0	0	0	0	0	0	0	375	0	0	75	0	400	0	0	225	400	0	0	225	0	0	0	0	375
chr1_18066950_18067300	0	325	350	250	0	350	0	325	350	350	350	350	325	0	350	350	100	350	0	350	350	0	350	350	350	0	100	250	175	100	350	350	0	0	350	0	100	0	350	325	350	175	0	175	0	0	0	0	300
chr1_18070150_18070500	0	350	350	125	125	350	75	350	350	350	0	0	350	0	350	0	0	350	0	350	350	0	350	350	125	0	0	125	0	0	0	350	0	0	150	0	225	0	350	0	350	350	0	350	0	0	0	0	0
chr1_18091050_18091500	0	450	75	300	0	450	0	450	150	450	75	450	75	450	450	150	0	450	75	375	450	0	450	450	300	0	0	0	0	0	0	450	0	0	450	0	450	0	450	450	450	0	0	450	0	0	0	0	0
chr1_18115200_18115500	0	300	300	0	0	300	0	225	300	300	300	300	300	225	300	0	75	300	300	300	150	0	150	300	75	0	0	0	0	0	0	300	75	0	300	0	0	0	0	0	300	300	150	300	0	0	0	0	0
chr1_18123450_18124050	0	600	600	600	0	600	450	600	75	600	525	600	600	375	600	0	375	0	0	600	600	375	600	600	0	0	0	450	0	0	450	600	0	0	600	0	450	0	600	300	600	450	0	600	0	0	0	0	0
chr1_18145950_18146350	0	400	400	400	0	400	0	400	0	400	400	400	400	400	0	0	0	175	0	400	400	400	400	400	0	0	0	400	0	25	100	250	0	0	400	0	0	0	400	400	400	175	0	400	0	0	0	0	0
chr1_18148900_18149200	0	300	300	275	0	300	0	300	300	300	300	300	300	0	300	0	0	0	0	300	0	300	300	300	0	0	0	175	0	0	275	250	0	0	300	0	300	0	300	200	300	0	0	300	0	0	0	0	0
chr1_18149700_18150500	0	800	800	450	0	800	0	800	600	800	50	225	800	0	225	125	0	0	0	800	575	0	800	525	0	0	0	300	0	0	350	800	0	0	50	0	0	0	50	0	800	450	0	500	0	0	0	0	0
chr1_18151750_18152100	0	350	350	350	0	350	50	350	350	350	350	350	350	350	200	0	0	0	50	350	350	0	350	350	200	0	0	125	350	350	0	350	125	0	350	0	350	0	75	125	350	125	0	350	0	0	0	0	0
chr1_18160750_18161050	0	300	300	50	0	300	50	200	50	300	300	300	300	0	300	0	200	250	0	0	300	0	300	300	300	0	0	0	0	250	300	175	0	0	175	0	50	0	100	300	300	300	0	125	0	0	0	0	0
chr1_18162300_18162600	0	300	300	300	300	300	0	300	300	300	300	300	300	300	0	0	150	0	75	300	0	150	300	300	0	0	0	0	300	0	0	0	0	0	300	0	300	0	300	225	300	300	0	0	0	0	0	0	0
chr1_18163400_18163800	0	400	400	0	0	400	0	400	175	400	0	300	400	0	400	0	375	300	0	325	400	0	400	400	0	375	0	0	0	325	0	400	0	0	375	0	400	0	150	400	400	75	0	400	0	0	0	0	0
chr1_18175950_18176250	0	300	300	300	0	300	0	300	0	300	300	225	300	300	300	0	75	225	300	300	300	0	0	0	75	300	0	0	0	0	225	300	0	0	300	0	300	0	300	0	300	0	0	0	0	0	0	0	0
chr1_18181900_18182300	0	400	275	400	0	400	350	400	50	400	0	50	125	125	125	0	0	0	0	125	0	275	400	125	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	400	0	0	0	0	0	0	0	0
chr1_18189500_18189900	0	400	300	400	0	300	300	400	400	400	400	400	400	0	400	25	150	0	0	400	400	0	400	400	0	0	0	150	0	75	0	400	0	0	375	0	25	0	0	225	400	25	300	400	0	325	325	0	325
chr1_18210250_18210600	0	350	350	350	350	200	0	350	350	350	0	350	350	300	275	350	0	150	300	350	350	0	350	350	0	0	0	0	0	0	0	350	0	0	350	0	350	0	350	0	350	200	0	350	0	0	0	0	150
chr1_18238100_18238500	0	400	400	400	0	400	150	400	400	400	400	400	400	325	400	400	400	0	0	400	400	0	400	400	400	0	0	400	400	400	0	400	0	0	375	0	400	0	400	400	400	400	0	400	0	100	0	0	0
chr1_18239950_18240250	0	300	300	300	125	300	0	300	300	300	0	300	300	0	200	300	50	200	0	275	200	0	300	300	300	0	0	0	275	0	0	300	0	0	0	0	0	0	250	300	125	200	0	0	0	0	0	0	0
chr1_18240600_18240950	0	350	0	350	0	350	0	350	350	350	350	225	350	200	125	200	0	0	0	200	0	0	350	350	0	0	0	0	0	350	0	0	0	0	350	0	350	0	350	0	350	350	0	350	0	0	0	0	0
chr1_18247350_18247650	0	300	300	300	0	300	75	300	75	300	300	300	300	225	300	225	75	0	300	300	0	225	300	300	0	0	0	300	0	0	0	0	0	0	0	0	300	0	300	75	75	0	0	300	0	0	0	0	0
chr1_18274100_18274500	0	400	400	400	75	75	75	100	400	400	400	400	400	0	150	400	250	250	0	400	0	0	400	375	75	0	0	0	400	400	225	400	0	0	400	0	400	0	400	400	400	400	0	400	0	0	375	0	400
chr1_18288300_18288650	0	350	350	350	0	350	350	350	350	350	0	350	350	125	350	0	350	350	350	350	350	125	350	350	0	0	0	300	350	0	0	150	0	0	350	0	350	0	350	350	350	225	350	350	0	0	0	0	0
chr1_18303900_18304600	0	700	700	700	0	550	0	700	0	700	700	700	675	0	700	0	0	625	0	675	475	0	700	700	0	0	0	250	0	0	375	375	0	0	0	0	0	0	0	450	700	75	0	450	0	0	0	0	250
chr1_18307750_18308100	0	350	350	350	50	275	0	350	0	350	350	350	350	200	0	275	0	0	0	350	350	50	350	350	0	0	0	0	350	350	0	350	0	0	350	0	0	0	350	200	275	125	0	0	0	0	0	0	350
chr1_18325150_18325450	0	300	0	0	0	300	300	300	0	300	300	300	275	0	100	0	275	300	0	300	300	0	300	275	0	0	0	0	0	300	0	300	0	0	300	0	300	0	300	275	300	0	0	300	0	0	0	0	0
chr1_18336950_18337350	0	400	400	400	225	400	0	375	400	400	400	400	400	0	400	175	400	0	0	400	400	0	400	400	400	0	0	250	325	400	400	400	0	0	400	0	400	0	75	0	400	400	0	400	0	0	0	0	0
chr1_18385500_18385800	0	300	300	225	0	300	0	300	300	300	0	300	0	75	225	75	300	0	0	300	300	0	300	300	0	300	150	225	0	0	75	300	0	225	300	0	300	0	300	300	300	300	0	300	0	0	0	0	0
chr1_18386400_18386850	0	450	0	0	0	450	0	450	0	450	450	450	450	225	150	75	300	450	0	300	0	0	450	225	300	0	0	0	0	0	0	450	0	0	300	0	450	0	450	0	450	0	0	375	0	0	0	0	0
chr1_18395700_18396150	0	450	450	450	0	450	0	450	375	450	300	450	75	0	0	375	0	375	0	450	75	0	450	450	0	0	0	0	0	150	375	450	0	0	450	0	225	0	375	0	225	0	0	450	0	0	0	0	0
chr1_18396750_18397050	0	300	0	300	225	300	0	300	225	300	0	150	0	0	0	300	300	0	0	75	0	0	300	300	0	0	0	0	0	0	300	300	0	0	0	0	225	0	300	300	300	300	0	300	0	0	0	0	0
chr1_18402550_18402850	0	50	300	300	125	300	0	300	300	300	0	300	125	100	50	0	0	0	0	300	100	125	300	275	175	0	0	0	0	0	300	0	0	0	25	0	0	0	125	50	300	250	0	300	0	0	0	0	0
chr1_18455650_18456000	0	350	0	275	0	350	0	350	0	0	125	350	350	350	0	275	350	0	350	0	0	0	350	350	350	0	0	0	350	0	0	350	0	0	350	0	0	0	200	0	350	0	0	350	0	150	0	0	225
chr1_18461850_18462200	0	150	350	0	0	225	0	225	0	350	225	350	350	350	0	225	350	0	0	350	150	0	350	350	75	0	0	0	0	350	225	225	0	0	0	0	0	0	300	0	350	0	0	300	0	0	50	0	0
chr1_18468750_18469050	0	300	300	300	0	300	300	300	0	300	300	300	225	150	300	0	300	0	225	300	300	0	300	300	300	0	0	300	0	0	75	300	0	300	300	0	300	0	300	0	300	0	0	225	0	0	0	0	150
chr1_18477250_18477550	0	300	300	300	0	0	0	300	0	275	300	300	300	0	300	0	300	0	0	0	175	0	300	250	300	0	0	0	0	0	0	300	0	0	300	0	300	0	300	0	300	0	0	0	0	0	0	0	0
chr1_18485000_18485300	0	300	300	300	0	300	0	275	0	300	300	300	300	0	300	0	0	300	0	300	300	0	300	275	300	0	0	300	0	250	0	300	0	0	0	0	300	0	300	0	300	300	0	250	0	0	0	0	0
chr1_18532300_18532650	0	350	275	350	0	125	0	350	200	350	0	350	75	350	0	0	0	0	150	350	350	0	350	350	50	0	0	0	0	125	0	50	0	0	275	0	350	0	350	125	350	350	0	0	0	0	0	0	0
chr1_18541950_18542300	0	350	350	350	200	350	350	350	350	350	350	350	350	350	50	350	350	0	350	350	350	0	350	350	350	0	0	50	350	350	350	350	75	0	350	0	350	0	350	350	350	0	0	350	0	0	0	0	0
