A.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr18_38754000_38754200	0	0	0	0	0	0	0	0	0	0	200	0	200	0	75	200	0	200	0	0	0	0	0	200	0	200	200	0	0	0	0	0	200	200	75	200	0	0	0	125	200	0	200	0	200	200	200	200	200
chr18_38859750_38860050	0	0	0	75	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	300	0	75	0	75	0	300	300	0	0	300	0	75	300	300	300	300	0	0	0	75	300	0	300	0	300	150	0	300	300
chr18_39244750_39245150	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	200	0	0	0	0	0	400	0	400	400	0	0	0	0	0	400	400	50	400	0	0	0	0	0	50	400	0	400	0	400	400	400
chr18_39377550_39378000	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	375	300	0	75	0	450	0	450	450	0	0	0	450	0	450	450	0	450	0	0	0	150	0	0	450	0	450	450	450	450	450
chr18_39416700_39417000	0	300	225	0	0	300	0	300	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	0	150	0	0	0	300	300	0	300	0	0	0	0	300	0	300	0	300	300	75	300	225
chr18_39902850_39903150	0	0	0	0	0	0	0	0	0	0	0	0	150	0	150	0	0	150	300	0	0	0	0	300	0	300	300	0	150	0	0	0	300	300	300	300	0	0	0	0	0	0	300	0	300	300	300	300	300
chr18_40015750_40015950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	0	200	200	0	0	0	200	0	200	200	200	200	0	0	0	0	0	0	200	0	200	200	0	200	200
chr18_40053550_40053800	0	0	0	50	0	50	0	50	50	0	0	0	0	0	0	0	0	50	0	0	0	0	0	200	0	250	250	250	0	0	0	250	250	250	200	250	0	0	0	0	0	0	250	0	250	200	125	250	50
chr18_40337800_40338050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	250	0	250	250	0	250	0	0	0	250	250	250	125	0	0	0	0	250	0	250	0	250	0	0	250	250
chr18_40487700_40488000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	300	0	300	0	300	300	0	0	0	300	0	300	225	0	300	0	0	0	0	0	0	300	0	300	225	150	300	300
chr18_40513600_40513700	0	0	100	0	0	0	0	0	0	0	100	100	100	0	0	0	0	100	0	0	0	0	0	0	0	100	100	0	100	0	0	0	100	100	0	100	0	0	0	50	0	0	100	0	100	100	100	100	100
chr18_40715400_40715750	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	350	0	350	0	0	0	0	350	350	350	0	0	0	0	350	350	0	350	0	0	0	0	350	0	350	0	350	350	350	350	350
chr18_41475000_41475050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	50	0	50	50	0	0	0	50	0	50	50	0	50	0	0	0	0	0	0	50	0	50	0	0	50	50
chr18_41551900_41552150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	250	0	0	0	0	0	0	250	200	250	0	0	0	0	250	250	0	250	0	0	0	0	0	0	250	0	250	250	0	250	250
chr18_41577150_41577650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	150	0	500	500	0	500	0	150	0	500	500	0	500	0	0	0	0	0	0	225	0	225	0	75	500	75
chr18_42972900_42973250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	350	0	350	0	0	0	75	150	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	350	125	350	350	350
chr18_43121550_43121900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	350	0	0	0	0	350	0	350	350	225	0	200	0	0	350	350	0	350	0	0	0	0	350	275	350	0	350	350	200	350	350
chr18_43206950_43207250	0	50	0	125	0	50	0	125	0	275	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	275	300	0	0	0	0	0	300	300	0	275	0	0	0	0	0	0	300	0	300	125	125	300	0
chr18_43318050_43318550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	500	0	0	0	0	0	0	500	500	0	0	0	0	0	500	500	0	425	0	0	0	0	0	0	500	0	500	75	0	500	500
chr18_43425000_43425300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	150	0	225	0	0	225	300	0	0	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	150	0	300	0	300	0	300	300	300
chr18_51735500_51735950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	400	100	125	0	0	0	0	0	450	450	0	0	0	0	100	450	450	0	450	0	0	0	0	0	350	425	0	450	450	350	450	450
chr18_51781500_51781800	0	0	0	0	0	0	0	0	0	150	0	0	0	0	75	0	0	0	0	0	0	0	75	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	0	0	300	300	0
chr18_51783000_51783300	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	225	0	300	300	0	0	0	0	0	300	300	0	300	75	0	0	225	0	300	300	0	300	0	300	150	0
chr18_51818700_51819000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	300	150	0	75	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	300	0	300	300
chr18_51914500_51915000	0	0	0	0	0	0	0	0	0	0	0	0	0	125	50	0	0	0	500	0	0	0	500	125	0	500	500	0	0	0	0	0	500	500	50	500	0	0	0	0	275	0	500	0	500	0	500	500	500
chr18_52020750_52021350	0	0	0	0	0	0	0	0	0	0	0	150	450	0	0	600	225	0	0	75	0	0	75	300	0	600	600	0	0	150	150	375	600	600	600	600	0	0	0	0	0	0	600	0	600	600	0	600	600
chr18_52216800_52217650	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	225	0	150	0	0	0	0	600	0	0	850	850	0	375	0	0	0	850	850	450	850	525	0	0	0	0	0	825	0	850	850	150	850	850
chr18_52273150_52273500	0	0	0	0	0	0	0	0	0	0	275	0	0	0	75	200	0	0	50	0	0	125	0	350	0	350	350	0	0	0	0	350	350	350	0	350	0	0	0	0	0	350	350	0	350	350	350	350	75
chr18_52383150_52383500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	125	0	0	0	0	150	225	75	0	350	350	0	0	0	225	0	350	350	225	350	0	0	0	0	0	0	350	0	350	350	350	350	350
chr18_52408150_52408500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	350	350	0	0	0	300	0	350	350	0	350	0	0	0	0	0	75	350	0	350	125	75	350	350
chr18_52433200_52433550	0	0	0	0	0	0	0	0	0	0	0	0	150	0	350	0	75	0	0	0	0	0	275	0	0	350	350	0	0	275	150	0	350	350	0	350	0	0	0	0	350	0	350	0	350	350	350	350	350
chr18_52904650_52904850	0	0	0	0	0	0	0	0	0	0	0	75	0	0	125	0	200	0	0	150	0	50	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	200	0	75	200	200
chr18_52906750_52907300	0	125	0	0	0	0	0	200	50	0	0	0	0	0	200	0	0	450	0	0	125	0	0	0	0	550	550	50	450	0	0	50	550	550	0	550	0	0	0	50	0	0	550	0	550	550	200	550	550
chr18_52927050_52927350	0	0	0	0	0	0	0	0	0	0	0	300	0	0	75	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	75	0	0	300	0	300	300	300	300	300
chr18_52984350_52984550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	125	0	0	0	0	0	0	200	200	0	200	0	0	150	200	200	200	200	0	0	0	0	200	0	200	0	200	200	150	200	200
chr18_52988250_52988550	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	300	0	0	0	0	0	0	300	300	300	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	225	0	300	300
chr18_52996450_52996700	0	0	0	0	0	0	0	0	0	0	0	0	250	0	250	0	50	0	0	0	0	0	0	250	0	250	250	0	0	0	250	0	250	250	0	250	0	0	0	0	0	0	250	0	250	250	0	250	200
chr18_53010250_53010500	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	250	0	50	250	125	200	0	250	250	0	0	0	250	0	250	250	0	250	0	0	0	0	0	0	250	0	250	250	0	250	250
chr18_53361900_53362200	0	0	0	0	0	0	0	0	0	75	0	0	0	0	225	300	75	0	0	0	0	150	75	0	0	300	300	0	0	75	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	150	300	300	300
chr18_53396100_53396300	0	150	0	75	0	0	0	200	0	0	200	0	0	200	0	0	0	0	200	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	200	0	200	0	200	200	0	200	200
chr18_53407300_53407500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	200	150	0	0	0	125	0	200	200	75	0	0	50	0	200	200	0	200	0	0	0	0	125	0	200	0	200	0	0	0	0
chr18_53431900_53432100	0	50	0	0	0	50	0	200	0	0	0	0	50	0	200	0	0	0	200	0	0	0	0	200	0	200	200	0	0	0	200	0	200	200	0	200	0	0	0	0	50	0	200	0	200	200	0	200	75
chr18_53435100_53435400	0	0	0	0	0	0	0	0	0	300	0	300	150	0	300	0	0	0	225	0	0	0	0	300	0	300	300	0	300	0	0	0	300	300	0	300	0	0	0	0	300	0	300	0	300	300	300	300	300
chr18_53447700_53448000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	0	300	300	0	75	0	0	150	300	75	150	300	0	0	0	0	0	0	300	0	300	0	300	300	300
chr18_60879900_60880200	0	0	0	0	0	0	0	0	0	0	0	150	0	300	0	0	225	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	225	300	0	0	0	0	0	0	300	0	300	300	0	300	300
chr18_60897450_60897750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	0	75	300	300
chr18_61205250_61205650	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	400	0	0	75	0	0	0	400	400	0	0	0	25	300	400	25	175	225	0	0	0	0	175	0	375	0	400	400	400	400	400
chr18_63097100_63097450	0	250	175	0	0	25	0	175	0	0	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	325	0	350	0	0	0	100	350	0	350	0	0	0	25	0	0	0	325	350	0	350	0	0	0
chr18_63204350_63204850	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	500	0	0	0	0	0	0	0	0	0	450	0	0	100	0	0	250	475	25	0	0	300	0	0	0	0	0	500	0	0	325	0	0	0
chr18_64300700_64301100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	300	0	0	0	0	400	0	400	150	0	0	0	0	250	375	25	0	400	0	0	0	0	0	175	400	0	400	400	0	400	0
chr18_64392300_64392600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	225	0	0	0	0	0	0	300	150	0	0	0	0	0	300	300	300	300	0	0	0	0	0	0	300	0	300	150	225	300	225
chr18_64401300_64401750	0	0	0	0	0	0	0	0	0	0	0	0	0	375	150	0	0	0	0	0	0	0	0	0	0	450	75	0	300	0	0	0	450	450	75	450	0	0	0	0	0	150	450	0	450	450	0	450	450
chr18_64419700_64420050	0	300	350	0	0	0	0	300	225	0	0	0	0	50	350	0	0	75	0	0	0	0	0	225	0	350	350	0	350	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	350	350	0	350	350
chr18_64440300_64440650	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	125	0	350	0	75	0	150	0	0	350	350	0	50	0	0	0	350	350	350	350	0	0	0	0	0	300	350	0	350	350	350	350	350
chr18_64447400_64447800	0	375	0	325	0	325	0	400	0	0	0	75	0	0	300	0	0	0	25	0	0	0	0	0	0	375	400	0	0	0	0	0	400	400	0	400	0	0	0	0	0	0	400	0	400	225	400	400	100
chr18_64464500_64464800	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	300	300	0	275	300	0	0	0	0	50	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	250
chr18_64487050_64488050	0	0	0	0	0	0	0	0	0	0	0	0	0	725	375	0	0	450	1000	0	0	0	375	275	0	1000	1000	0	0	0	50	0	1000	1000	50	1000	0	0	0	0	275	0	1000	0	1000	1000	575	1000	1000
chr18_64488750_64489050	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	0	0	0	300	0	0	75	0	300	0	300	300	0	0	0	0	300	300	300	0	300	0	0	0	75	0	0	300	0	300	300	300	300	300
chr18_64492200_64492700	0	0	0	225	0	0	0	0	0	0	0	0	500	0	200	275	0	0	500	0	0	0	0	500	0	500	500	0	0	0	0	0	500	500	500	500	0	0	0	0	0	0	500	0	500	50	300	500	500
chr18_64509100_64509450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	225	0	0	350	50	350	0	0	0	0	350	350	0	350	0	0	0	0	0	150	350	0	350	350	0	350	350
chr18_64510050_64510850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	725	0	0	0	200	425	0	800	575	0	300	0	275	0	800	800	0	800	0	0	0	0	0	0	800	0	800	800	650	800	575
chr18_64511700_64512200	0	0	0	0	0	0	0	0	0	0	0	0	0	150	500	0	425	0	500	0	0	0	500	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	50	0	500	0	500	225	500	500	500
chr18_64514050_64514300	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	250	0	0	0	50	0	0	250	250	0	0	0	0	0	250	250	50	250	0	0	0	250	0	0	250	0	250	250	0	250	250
chr18_64542850_64544000	0	0	0	0	0	0	0	0	0	0	0	125	125	725	275	0	0	0	200	0	0	300	0	500	0	1150	1150	0	50	0	0	0	1150	1150	200	1150	0	0	0	0	0	0	1150	0	1150	275	275	1150	1150
chr18_64559700_64560200	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	500	225	0	0	375	500	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	0	500	0	500	500	225	500	500
chr18_64561750_64561950	0	0	50	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	200	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	0	0	200	0	200	200	200	200	200
chr18_64562700_64563000	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	300	0	0	300	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	225	300	0	300	300	0	300	300
chr18_64592250_64592400	0	0	0	0	0	0	0	0	0	0	0	150	0	0	150	150	0	0	0	0	0	0	0	150	0	150	150	0	0	0	0	0	150	150	0	150	0	0	0	0	0	0	150	0	150	75	150	150	150
chr18_64607400_64608150	0	0	0	0	0	150	0	0	0	0	75	300	300	375	0	0	75	300	75	0	0	150	0	0	0	750	750	0	0	0	0	0	750	750	300	750	225	0	0	0	0	0	750	0	750	300	300	750	300
chr18_64612350_64613450	0	0	0	0	0	0	0	0	0	0	225	525	0	150	0	0	0	225	1100	450	0	0	0	725	0	1100	1100	0	0	0	0	0	1100	1100	950	1100	0	0	0	0	0	0	1100	0	1100	1100	1100	1100	875
chr18_64614550_64614800	0	0	250	0	0	0	0	0	0	0	125	0	0	0	125	0	250	125	0	0	200	200	0	250	0	250	250	0	0	0	0	0	250	250	0	250	0	0	0	0	0	0	250	0	250	125	250	250	250
chr18_64630950_64631150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	125	0	200	200	0	0	0	0	0	200	200	50	200	0	0	0	0	0	50	200	0	200	200	125	200	200
chr18_64633900_64634450	0	0	0	0	0	0	0	0	0	0	0	350	0	125	0	0	0	0	550	50	0	0	0	550	0	550	550	0	0	0	0	0	550	550	125	550	0	0	0	425	0	0	550	0	550	500	200	550	550
chr18_64643100_64643450	0	275	0	275	0	50	0	275	0	0	0	0	350	350	125	0	0	225	0	0	0	0	300	75	0	350	350	150	0	0	0	0	350	350	75	350	0	0	0	200	275	0	350	0	350	350	350	350	0
chr18_64650100_64650350	0	0	0	0	0	0	0	0	0	0	0	0	125	250	0	200	0	250	0	0	0	0	250	0	0	250	250	0	0	0	0	0	250	250	0	250	0	0	0	0	0	0	250	0	250	250	250	250	250
chr18_64650550_64651100	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	200	0	0	0	0	0	50	0	550	550	0	0	0	275	0	550	550	550	550	0	0	0	0	0	550	550	0	550	550	550	550	550
chr18_64658850_64659050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	200	125	200	0	200	200	200	200	200
chr18_64663650_64664450	0	0	0	0	0	0	0	0	0	0	0	0	0	800	225	275	0	600	425	0	0	0	0	0	0	800	800	0	0	0	0	0	800	800	600	800	0	0	0	0	0	0	800	0	800	500	425	800	800
chr18_64668850_64668900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0	50	50	0	0	0	0	50	50	50	0	50	0	0	0	0	50	50	50	0	50	50	50	50	50
chr18_64672900_64673300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	200	125	50	0	0	200	400	0	400	400	0	0	50	0	125	400	400	400	400	0	0	0	0	0	0	400	0	400	400	400	400	400
chr18_64678950_64679250	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	0	0	0	300	300	0	300	0	0	0	0	0	300	300	0	300	300	300	300	300
chr18_64682900_64683950	0	25	700	0	0	725	0	0	425	0	0	625	175	0	275	0	0	0	0	0	50	0	0	125	0	1025	1050	175	0	375	0	0	1050	550	0	1050	25	0	0	125	0	0	1050	0	1050	700	1025	1050	0
chr18_64700650_64701000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	350	0	350	350	75	350	350
chr18_64707150_64707750	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	600	0	0	150	0	0	0	0	0	0	600	600	0	75	0	0	375	600	600	300	600	0	0	0	0	0	0	600	0	600	600	600	600	600
chr18_64708450_64708800	0	0	0	0	0	0	0	0	0	0	0	0	50	275	0	275	0	0	350	0	0	0	200	0	0	350	350	0	0	0	0	0	350	350	350	50	0	0	0	0	0	0	350	0	350	350	350	350	350
chr18_64719750_64720350	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	150	0	0	0	0	0	0	0	0	600	600	300	150	0	0	0	600	600	300	600	0	0	0	0	0	0	600	0	600	600	525	600	600
chr18_64732200_64732600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	400	0	0	0	0	0	0	400	400	0	0	0	0	400	400	400	75	400	0	0	0	0	0	150	375	0	400	250	400	400	400
chr18_64741800_64742600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	800	0	0	0	0	150	0	800	800	0	0	0	0	150	800	800	0	525	0	0	0	0	0	0	800	0	800	800	75	800	800
chr18_64760550_64760850	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	300	150	0	0	0	300	0	225	0	300	300	0	0	0	0	150	300	300	0	300	0	0	0	0	0	0	300	0	300	300	300	300	300
chr18_64765300_64765650	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	350	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	125	350	0	0	0	0	0	0	350	0	50	0	350	350	0
chr18_64768350_64769750	0	0	0	0	0	0	0	0	0	0	0	0	125	375	0	50	0	900	1400	150	0	275	125	1400	0	1400	1400	0	0	0	0	0	1400	1400	0	1400	0	0	0	0	150	125	1400	0	1400	1200	1325	1400	1400
chr18_64775850_64776200	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	350	0	0	0	300	150	0	350	350	0	0	0	0	0	350	350	350	350	0	0	0	0	0	0	350	0	350	350	350	350	350
chr18_64792800_64793550	0	0	0	0	0	0	0	0	0	0	0	0	0	750	225	300	0	0	750	0	0	0	0	750	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	0	375	750	0	750	225	750	750	600
chr18_64800600_64800950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	150	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	50	0	350	0	350	300	300	350	350
chr18_64824150_64824650	0	0	200	0	0	0	0	0	0	0	0	0	350	0	200	0	500	0	500	0	0	150	150	500	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	0	300	500	0	500	0	500	500	500
chr18_64832700_64833300	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	600	0	0	0	300	525	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	0	600	600	0	600	600	600	600	600
chr18_64834350_64834650	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	150	0	0	0	0	0	0	225	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	75	300	0	300	225	150	300	300
chr18_64834800_64834950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	150	0	0	0	0	0	0	150	150	150	0	0	0	0	150	150	0	150	0	0	0	0	0	0	150	0	150	150	0	150	150
