A.H3K4me3.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr15_82675100_82675450	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_89799450_89799900	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_89991600_89992000	0	0	0	0	375	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_92643800_92644200	325	400	0	0	325	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
chr15_92660900_92661850	0	0	0	0	925	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_99129300_99130300	0	0	0	0	900	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	1000	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_12801600_12801900	0	75	0	0	150	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	75	0	150	0	0	150	0	300	0	0	225	75	300	150	0	225	0	0	0	0	0	150	0	0	0	300	225	0	300	300	300
chr16_25181100_25181400	300	300	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	0	0	0	0
chr16_35389500_35389800	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_69422900_69423500	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	600	0	0	0	0	0	125	200	0	0	275	425	0	0	0	0	0	0	0	50	0	0	0	125	0	0	50	125	0	275	0	0
chr16_74396300_74396650	0	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_74423550_74423950	0	0	0	175	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_76348950_76349250	0	0	0	225	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_84996900_84997650	0	0	0	0	750	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_85978250_85978650	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	150	225	0	0	0	0	0	325	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_88130850_88131400	0	0	0	375	525	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_88841450_88842100	0	0	650	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	650	0	450	550	0	0	0	0	0	0	0	0	0	0	300	650	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0
chr16_89100450_89100750	300	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	150	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_2690050_2690700	0	0	0	0	500	0	650	0	0	0	0	0	0	200	0	0	0	0	650	0	0	0	0	0	0	500	0	0	0	650	0	0	0	0	0	350	500	450	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_4175850_4176650	200	0	0	0	425	0	800	0	0	0	750	800	0	0	0	375	0	0	0	0	0	0	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_6939800_6940100	0	0	0	0	200	0	300	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	250	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
chr17_8894400_8895150	750	0	375	0	675	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0
chr17_29307200_29307750	550	475	0	0	550	325	550	0	250	0	0	0	0	0	0	0	0	0	0	0	0	550	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_32516150_32516500	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	100	0	0	175	0	350	0	0	350	250	0	0	0	0	0	0	0	350	0	0	350	350	350	350	350	350
chr17_36089000_36089300	300	0	0	0	125	0	0	0	0	0	0	0	0	200	300	0	0	275	125	50	0	0	300	275	0	0	0	0	300	300	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	300	0	0	50	50	0	0	50	125
chr17_41784750_41785050	0	0	0	0	0	0	300	0	0	0	0	0	0	300	300	300	0	300	300	300	0	0	300	0	0	300	0	0	300	300	300	300	0	75	0	300	75	300	300	225	300	300	0	0	0	300	0	300	225	150	0	0	75	75
chr17_42089600_42089950	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_43400550_43400850	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	150	0	0	0	0	0	0	300	0	0	300	0	0	0	300	300	0	0	0	0	300	0	0	300	300	300	300	0	0	0	0	0	300	0	0	0	0	0	0
chr17_46277400_46277700	150	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	150	0	0
chr17_51238650_51239100	300	300	300	0	375	0	450	0	0	0	0	0	0	0	450	300	0	450	0	300	0	0	450	0	0	450	0	450	450	450	450	300	0	450	0	375	450	0	450	375	375	375	0	0	0	450	345	225	450	450	450	450	450	450
chr17_57577650_57578100	450	225	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_57578250_57578650	375	150	0	0	375	0	400	0	0	0	0	0	0	0	325	0	0	0	0	0	0	400	400	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_66304500_66305100	450	0	0	0	600	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	225	0	0	0	0	0	0	600	600	225	600	225	600
chr17_66364550_66364900	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	350	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	350	350	350	350	350	350
chr17_72640700_72641350	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_74558700_74559000	75	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0
chr17_76368500_76368800	0	200	200	0	275	0	300	0	0	0	0	0	300	0	275	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	125	0	300	300	0	300	300	0	275	50	0	275	0	200	0	0	0	300	275	125	0	125	125	0
chr17_76369050_76369450	0	150	300	0	375	0	400	75	0	0	0	0	225	0	75	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	300	300	0	300	300	0	150	75	0	225	0	0	0	0	0	225	375	225	0	225	75	0
chr18_3787250_3787600	250	0	0	0	325	0	325	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_13284000_13284300	150	75	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_69895950_69896250	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0
chr18_76874750_76875300	550	550	0	0	450	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_76919600_76920000	225	0	0	0	375	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_79252550_79253250	700	0	0	0	700	0	600	0	0	0	0	0	0	0	0	0	0	0	0	300	0	525	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_15395100_15395650	550	0	0	75	550	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_16469300_16469750	0	50	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	125	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
chr19_46076900_46077200	0	0	0	0	0	0	0	0	0	0	0	0	0	250	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	50	50	0	0	200	0	0	0	0	0	0	300	0	0	0	0	275	50	0	0	0	0
chr19_47548100_47548500	250	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_49198850_49200100	0	0	0	0	1225	0	1200	0	0	0	600	0	0	0	0	0	0	0	325	0	0	0	1225	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_49781350_49782100	0	0	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_49843650_49843950	0	0	0	0	300	0	300	0	0	0	0	0	0	0	300	300	0	300	0	225	0	0	0	0	0	300	0	0	300	300	300	300	0	300	0	300	300	0	300	300	300	300	0	0	0	300	0	300	300	300	300	300	300	300
chr2_39203550_39203850	300	225	0	0	300	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_44214150_44214450	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_53961500_53962000	500	475	0	250	475	0	500	0	0	0	0	0	0	0	500	0	0	500	300	0	0	500	500	0	0	500	0	0	500	500	500	500	0	0	0	500	300	475	475	0	500	500	0	0	0	500	0	500	400	325	0	0	250	25
chr2_89845650_89845950	0	0	0	225	300	0	300	0	0	0	0	0	0	300	0	0	0	0	300	75	0	0	0	0	0	0	0	0	0	225	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	300	300	300
chr2_90394800_90395100	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	75	150	300	0	0
chr2_100854000_100854300	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_121651700_121652550	325	0	0	450	850	300	850	375	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	100	0	0	0	0	0	0	175	0	0	100	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
chr2_170180100_170180400	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	300	0	150	0	0	0	0	300	300	0	300	300	0	300	0	0	300	0	0	0	0	0	0	300	300	300	300	300	300
chr2_171553850_171554350	0	0	0	0	500	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_190318050_190318400	350	0	0	0	350	0	350	0	0	0	0	0	0	0	125	0	0	200	0	0	0	350	350	350	0	125	50	0	350	350	0	0	50	0	0	350	200	0	50	0	125	350	0	0	0	0	0	0	50	0	0	0	0	50
chr2_200477450_200478250	0	0	0	0	700	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_208313100_208313450	0	0	0	0	350	0	350	125	0	0	0	0	0	350	350	350	0	350	350	225	150	150	350	350	0	350	0	75	350	350	350	350	350	350	0	350	350	300	350	350	350	350	0	0	0	350	101	350	350	350	350	350	350	350
chr2_225910650_225911200	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_233596550_233596900	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0
chr2_234993750_234994200	450	0	0	0	450	0	450	0	0	0	0	0	0	0	450	0	0	0	450	0	0	450	450	0	0	150	0	0	450	450	450	0	0	0	0	450	0	0	450	0	0	375	0	0	0	450	0	450	450	0	0	0	0	0
chr20_601500_601900	0	0	0	25	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_15523200_15523600	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_15848900_15849300	75	0	0	0	400	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_21363050_21363400	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_31187500_31187800	50	0	50	50	300	0	0	0	0	0	0	0	0	0	0	300	0	0	275	0	0	0	300	0	0	0	125	0	0	200	0	0	125	0	0	0	0	125	275	0	0	0	0	0	0	200	0	0	0	125	0	0	0	0
chr20_35712000_35712300	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_37664550_37664850	0	0	0	75	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_43988250_43988800	175	0	0	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_44199150_44199600	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0
chr20_49639350_49639650	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0
chr20_58930050_58930350	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_10325900_10326550	650	325	175	650	650	0	650	0	0	0	0	0	0	0	0	475	347	0	25	650	0	0	650	0	0	325	250	400	650	0	0	0	175	0	0	0	0	400	0	250	400	0	460	175	0	0	463	100	0	650	250	250	0	650
chr21_10568800_10569100	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_31012550_31012950	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	375	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	0	0	0	300	0
chr22_17431700_17432050	0	0	0	0	350	0	0	0	0	0	0	0	0	0	250	0	0	250	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	350	0	0	0	0	0	0	0	0
chr22_17983800_17984100	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0
chr22_44016000_44016300	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22_46652900_46653400	400	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	25	400	0	0	500	500	500	0	0	0	0	0	250	100	0	250	0	0	0	0	0	325	0	25	0	0	0	0	0	0	0	0	0	0	0	0	325
chr3_16837200_16837550	350	50	0	0	350	50	350	50	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	275	0	0	200	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_126116450_126116850	0	0	0	25	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_149701200_149701500	0	300	0	300	300	75	300	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	300	0	0	150	0	300	300	0	0	0	0	300	0	0	0	300	300	0	0	300	300
chr3_170248700_170249100	400	0	0	0	400	0	225	0	0	0	0	0	0	100	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	400	325	0	0	400	0	0	0	0	0	0	0	0	0	0	0	400	400	325	400	400	400
chr3_171371850_171372150	0	0	0	150	300	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
