A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr12_47780300_47780700	400	300	400	400	0	375	75	400	400	400	400	400	0	0	400	400	25	400	0	0	400	0	400	400	400	175	400	400	325	325	400	325	400	400	325	400	400	400	400	400	175	400	400	400	0	0	0	0	0	0
chr12_49803300_49803650	350	350	350	225	0	350	350	350	350	350	350	350	350	350	350	350	350	350	150	350	350	0	350	350	350	0	350	350	350	350	350	350	75	350	350	350	350	350	350	350	50	350	350	350	0	0	0	0	0	0
chr12_53255350_53255650	300	300	300	200	0	300	300	300	200	300	300	300	300	0	50	125	300	50	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	200	300	300	300	50	0	0	0	50	0
chr12_55722600_55722900	300	300	300	300	0	300	0	300	300	300	300	300	300	225	300	225	300	0	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	225	300	300	300	300	300	150	300	300	300	300	0	0	300	300	0
chr12_62286700_62287050	350	350	350	350	350	350	0	350	350	350	350	350	350	0	350	350	200	350	0	350	350	0	350	350	350	0	350	350	350	350	350	350	150	350	350	350	125	350	350	350	0	350	350	350	350	0	350	350	350	350
chr12_75371100_75371400	0	0	300	300	0	0	0	300	300	300	300	300	300	150	0	300	300	0	225	300	300	0	300	300	300	0	0	0	300	0	300	0	0	0	300	0	0	300	300	300	300	300	300	300	0	0	0	0	0	0
chr12_79663400_79663800	400	400	375	400	0	375	0	300	400	175	400	400	400	225	400	400	400	375	100	400	400	0	400	400	400	300	325	400	400	0	400	0	0	400	250	400	0	400	400	400	0	400	400	400	400	225	400	400	400	400
chr12_79680800_79681250	450	450	450	450	0	0	0	450	425	450	450	450	450	0	0	450	175	100	0	450	450	0	450	400	250	0	175	0	425	325	450	0	0	450	200	450	450	450	325	450	0	450	450	425	450	0	0	0	0	25
chr12_93733950_93734250	300	300	300	300	0	225	300	300	300	300	300	300	300	0	150	300	300	0	0	300	300	0	300	225	0	0	0	0	150	0	300	300	0	0	300	0	225	300	300	300	75	300	150	300	0	0	0	0	0	0
chr12_94795500_94795850	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	300	350	350	0	350	350	350	0	0	350	350	350	350	350	0	0	350	0	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr12_100184300_100184800	500	500	475	500	250	475	0	500	500	500	500	500	475	0	25	0	100	0	500	0	500	0	500	500	500	0	175	100	25	500	325	250	0	500	175	500	0	400	325	500	0	500	100	500	500	500	0	500	500	250
chr12_106425900_106426350	300	450	450	450	0	300	450	450	450	450	450	450	450	450	75	300	450	150	225	450	450	0	450	450	225	0	0	0	450	150	450	450	450	450	450	450	450	450	450	450	225	450	450	450	450	0	0	0	225	0
chr12_109200900_109201550	650	650	650	650	650	650	50	650	650	650	650	650	650	0	200	225	650	650	650	650	650	0	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	650	300	0	0	650	0	650
chr12_109267600_109267900	300	0	300	0	0	275	0	300	200	300	300	300	300	0	300	300	300	0	0	200	300	0	300	300	300	300	0	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr12_109557900_109558350	375	225	450	0	0	0	0	75	450	450	450	450	450	450	450	150	450	450	0	450	450	0	450	450	450	450	150	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	0	0	0	0
chr12_110632950_110633300	350	350	350	350	350	275	200	350	350	350	350	350	350	300	200	350	350	200	350	350	350	0	350	350	350	0	350	350	350	350	350	350	0	350	350	350	350	350	350	350	0	350	350	350	350	350	0	350	350	0
chr12_110638400_110638700	300	300	300	300	0	300	0	300	300	300	300	300	300	0	0	0	300	300	0	300	300	300	300	275	100	0	50	0	0	275	300	200	0	300	300	100	300	300	275	300	0	300	300	300	0	0	0	0	0	275
chr12_110646000_110646450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	75	450	450	450	450	450	450	450	0	450	450	450	450	0	450	450	450	450
chr12_111364800_111365200	400	400	400	400	0	400	400	400	400	400	400	400	400	325	400	400	400	400	400	400	400	0	400	400	400	100	0	400	400	400	400	400	175	0	400	0	400	400	400	400	325	400	400	400	0	0	0	0	0	0
chr12_113232300_113232700	400	400	400	250	0	400	0	400	400	400	400	400	400	400	400	400	400	400	300	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	375	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400
chr12_113240100_113240400	300	300	300	300	0	300	300	300	300	225	300	300	300	300	300	150	300	300	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	150	0	300	300	300
chr12_113386700_113387000	300	300	300	300	0	300	300	300	300	300	300	300	300	275	300	300	300	0	50	275	300	0	300	275	300	300	0	300	300	300	300	300	300	125	275	300	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr12_113811750_113812350	600	600	600	600	0	600	600	600	600	600	600	600	600	0	600	600	600	600	0	600	600	0	600	600	600	0	0	600	600	600	600	600	150	0	600	600	600	600	600	600	300	600	600	600	0	0	0	0	0	0
chr12_116744400_116744700	300	300	300	300	300	300	150	300	300	300	300	225	300	300	300	0	300	300	0	300	300	0	300	300	300	300	300	0	0	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	75	0	0	0	150	0
chr12_116750100_116750650	550	475	550	0	0	0	0	0	525	550	550	525	450	550	550	450	375	550	0	550	550	0	550	225	550	550	550	300	375	450	550	450	550	550	550	550	550	550	550	550	450	550	550	550	400	100	325	325	325	100
chr12_116759850_116760150	300	300	300	150	0	225	75	300	300	300	0	0	300	225	300	150	300	150	0	300	300	0	300	300	300	75	300	0	300	225	300	300	300	300	300	300	300	300	300	300	0	300	75	300	300	0	75	300	225	0
chr12_116828050_116828400	350	350	350	350	0	0	0	350	350	350	350	350	350	0	0	0	50	0	0	0	350	0	350	350	200	125	350	50	0	0	350	0	350	350	200	350	350	350	350	350	350	350	275	350	350	0	275	350	350	50
chr12_116842250_116842650	400	400	400	300	0	150	0	400	375	400	400	375	400	75	0	0	0	0	0	400	375	0	300	400	0	0	400	0	0	250	375	0	400	400	175	400	0	400	400	400	400	400	0	400	250	0	100	300	0	250
chr12_116843550_116843900	350	350	350	350	0	300	200	350	350	350	350	350	50	350	350	0	0	0	0	350	350	0	350	300	0	0	350	0	0	150	0	350	350	350	0	350	0	350	350	150	275	350	350	350	200	0	0	0	50	0
chr12_116864350_116864700	0	350	350	350	0	0	0	225	350	350	350	350	350	350	125	0	0	350	0	350	350	0	350	350	0	0	350	0	0	0	0	0	0	350	350	350	0	0	350	300	0	350	0	350	350	0	0	200	350	0
chr12_116867850_116869250	425	1400	1400	1400	125	575	0	1400	1400	1400	1400	1400	1400	1025	1400	0	0	1400	0	1400	1400	0	1400	875	0	0	1400	525	0	0	0	300	575	1400	1400	1400	0	1400	1025	1400	0	1400	125	1400	1400	300	300	1400	525	0
chr12_116869900_116870300	0	400	400	400	0	0	0	400	400	400	400	400	400	400	400	50	0	400	0	400	50	0	400	400	0	0	400	0	0	0	0	0	400	400	400	400	0	400	400	400	0	400	50	400	350	0	0	0	0	0
chr12_116872300_116872650	0	350	350	350	0	50	0	350	350	350	350	350	350	350	350	0	0	200	0	350	125	0	350	350	0	0	0	0	0	0	0	350	0	0	350	50	0	350	0	350	0	350	0	0	350	0	0	0	200	0
chr12_116873150_116873600	0	450	450	450	0	0	0	450	450	200	450	450	450	0	100	0	0	450	0	450	425	0	450	450	0	0	450	0	0	0	0	0	0	450	450	450	0	275	0	0	0	450	0	275	0	0	0	0	0	0
chr12_116875300_116875800	375	500	500	500	0	0	0	500	500	500	500	500	500	0	500	75	0	500	0	500	200	0	500	500	0	0	50	0	0	0	0	125	0	500	500	500	0	350	500	500	0	500	0	500	500	500	500	500	500	500
chr12_116876500_116877000	0	500	500	375	0	0	0	375	500	500	500	500	500	350	500	500	0	500	0	500	500	0	500	500	0	425	500	0	0	0	0	0	0	500	500	500	0	50	500	0	0	500	0	275	75	0	0	0	0	0
chr12_119713500_119713900	400	400	400	75	0	400	400	400	400	400	400	400	400	400	400	75	300	400	0	400	400	0	400	400	400	400	400	0	0	325	400	400	400	400	375	400	400	400	400	400	400	400	400	400	400	0	25	400	400	400
chr12_119718150_119718750	600	600	600	600	0	600	75	600	600	600	600	600	600	600	0	600	525	75	0	0	600	0	600	0	0	600	600	0	600	0	450	300	600	600	0	600	450	600	600	600	525	600	525	525	600	600	600	600	600	600
chr12_119733750_119734100	350	350	350	350	0	350	275	350	350	350	350	350	200	0	350	350	275	350	0	350	350	0	350	125	300	350	350	150	0	0	350	350	350	350	275	350	125	350	350	350	350	350	275	350	350	350	350	350	350	350
chr12_121244350_121244700	350	350	350	125	0	350	350	125	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	125	0	0	275	0	0
chr12_121634700_121635250	550	550	550	0	0	0	0	550	550	550	525	550	450	550	550	550	550	550	0	550	475	0	550	250	550	475	550	550	550	550	550	550	550	550	550	550	550	550	550	550	450	550	550	550	0	0	0	0	0	0
chr12_122636400_122637100	700	700	700	600	300	700	75	525	675	675	700	700	525	0	0	300	700	225	0	700	700	0	700	675	0	700	525	0	0	0	0	700	700	700	700	700	0	675	600	0	375	675	525	450	700	0	75	375	100	225
chr12_122852400_122852750	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	0	200	275
chr12_122868000_122868450	0	450	450	75	0	450	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	0	450	450	450	450	450	450	0	450	0	450	450	450	450	450	450	450	450	0	0	0	0	0	0
chr12_123111150_123111800	650	650	650	300	0	50	375	375	650	650	650	650	650	375	75	200	600	650	0	650	650	0	650	600	0	0	0	275	150	575	650	650	0	0	650	0	500	650	650	650	0	650	650	650	0	0	0	0	0	0
chr12_125032650_125033100	450	450	450	75	0	150	75	450	450	450	450	0	450	450	0	300	450	0	0	300	450	0	450	450	375	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	300	450	450
chr12_125133750_125134350	0	0	600	0	0	0	0	0	150	600	600	600	600	0	450	300	600	600	0	600	600	0	600	600	600	600	600	450	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	0	0	0	0	0	0
chr12_132491800_132492200	400	400	400	50	0	50	0	275	400	400	400	400	400	400	400	400	400	400	400	400	400	200	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	200	0	0	0	0	0
chr12_132551600_132552000	0	0	400	0	0	0	0	0	400	400	400	400	400	400	400	400	400	400	400	100	400	0	400	400	400	400	100	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr12_132568500_132568800	225	225	300	0	0	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	225	300	300	300	0	0	0	0	0	0
chr12_132631800_132632200	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	375	400	0	400	375	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	25	400	400	400
chr12_132831800_132832150	350	350	350	350	0	325	350	350	325	350	350	350	350	350	350	350	350	0	100	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	250	350	350	175
chr13_20428550_20430900	2350	2250	2350	2325	0	2350	1875	2350	2350	2350	2350	2350	2350	1425	1425	1200	1350	2125	0	2350	2350	0	2350	2250	2325	750	0	1350	2325	2350	2350	1650	1050	0	2175	0	1725	2350	2350	2350	625	2350	2350	2350	0	0	0	0	0	0
chr13_20431450_20432150	700	700	700	700	0	700	700	700	700	700	700	700	700	200	125	700	700	200	200	700	700	0	700	700	700	200	0	700	700	700	700	700	700	0	700	0	700	700	700	700	700	700	700	700	0	0	0	0	0	0
chr13_20435450_20437050	1050	75	1600	25	75	1600	150	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600	1125	600	1575	1600	0	1600	1600	1600	1050	0	525	1600	1600	1600	1600	400	0	775	0	1575	1600	1600	1600	300	1600	1600	1600	0	0	0	0	0	0
chr13_20438100_20438750	650	500	650	650	0	650	650	650	650	650	650	650	650	650	275	350	650	375	0	650	650	0	650	650	650	525	0	650	650	650	650	650	500	0	275	0	650	650	650	650	0	650	650	650	0	0	0	0	0	0
chr13_20472650_20473150	500	500	500	500	0	500	25	500	500	500	500	500	500	0	475	475	300	500	0	500	500	500	500	500	500	500	0	0	175	175	500	500	500	0	450	0	325	500	500	500	500	500	500	500	0	0	0	0	0	0
chr13_20483550_20484100	550	525	550	550	0	550	0	550	550	550	550	475	450	525	400	0	0	300	0	25	550	0	550	0	550	0	0	475	25	0	250	0	0	0	0	0	100	550	550	550	0	550	0	550	0	0	0	0	0	0
chr13_20615050_20615350	275	200	300	275	200	300	0	300	300	300	100	300	175	300	250	300	300	100	300	250	300	0	300	300	300	0	0	100	175	0	300	300	250	175	300	300	250	100	300	300	200	300	300	300	300	250	0	0	0	0
chr13_20637450_20637750	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	225	300	300	0	300	300	225	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr13_21447000_21447300	300	300	300	300	0	0	0	300	300	300	300	300	300	0	300	0	0	0	0	300	300	0	300	300	0	0	0	0	0	0	300	0	225	300	0	300	0	225	300	300	0	300	300	300	225	0	0	0	0	0
chr13_23849050_23849350	300	300	300	300	0	300	0	300	300	300	300	300	300	300	0	0	0	300	0	0	300	0	300	25	0	0	0	0	300	275	125	50	300	0	0	0	0	300	275	300	300	300	0	300	25	0	0	0	0	0
chr13_24281550_24281850	225	300	300	0	0	0	0	0	150	300	300	300	300	0	0	0	300	75	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr13_26294500_26295000	500	500	500	500	0	500	125	500	500	500	500	500	500	200	0	125	275	0	0	0	500	0	500	0	0	0	0	300	0	500	500	450	0	0	275	0	0	500	500	0	0	500	300	500	0	275	0	0	0	0
chr13_29556350_29556750	400	400	400	400	150	400	75	400	400	400	375	375	400	0	0	225	400	400	0	75	400	0	400	400	250	0	400	400	150	0	0	375	300	400	400	400	150	400	400	400	75	400	400	375	75	0	0	0	0	25
chr13_29592750_29593050	225	300	300	0	0	300	0	225	300	300	300	300	300	0	300	0	0	300	0	300	300	0	300	0	0	225	300	225	300	300	75	300	300	300	300	300	0	300	300	150	225	300	300	300	0	0	0	0	0	0
chr13_29801100_29801400	300	300	300	300	0	300	0	300	75	300	300	300	225	300	0	0	300	300	0	0	300	0	300	0	225	0	0	300	0	300	300	300	0	0	300	0	225	300	300	300	225	300	300	300	0	0	0	0	0	0
chr13_30526700_30527200	500	500	500	500	0	500	0	475	475	400	500	500	500	0	500	0	500	0	0	0	500	0	500	500	0	475	0	0	0	400	475	375	0	0	0	250	400	500	500	475	500	500	500	500	0	0	0	0	0	0
chr13_30738900_30739550	650	650	650	650	650	650	0	650	650	650	650	650	650	600	650	225	650	300	0	650	650	0	650	650	650	525	650	650	650	650	650	650	650	650	650	650	650	650	650	650	150	650	650	650	650	650	600	650	650	150
chr13_30762250_30762600	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	0	350	350	350	350	350	350	150	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350
chr13_30773050_30773400	0	350	350	350	0	350	0	225	350	350	350	350	350	350	0	225	0	0	0	0	350	0	350	350	125	0	0	350	350	225	350	350	225	150	350	350	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr13_35211350_35211750	400	400	400	400	375	400	0	400	400	400	400	400	400	0	375	400	400	0	400	375	400	0	400	400	400	225	0	375	400	400	400	400	0	0	375	0	400	400	400	400	0	400	400	400	400	100	0	0	75	300
chr13_41919450_41920300	850	300	825	325	0	850	0	850	775	850	850	850	775	300	150	550	450	850	0	850	850	0	850	450	675	300	300	825	0	675	525	850	850	825	825	850	625	850	850	850	850	850	750	850	0	0	0	0	0	0
chr13_73895700_73896150	450	450	450	450	0	0	300	0	450	450	450	450	450	0	450	450	450	450	450	450	450	0	450	450	375	225	450	450	450	450	450	450	450	450	0	450	300	450	450	450	300	450	450	450	450	450	300	450	450	450
chr13_73970400_73970700	300	300	300	300	0	300	0	300	300	300	300	300	300	300	150	300	300	300	75	300	300	300	300	300	300	0	300	300	300	150	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300
chr13_79410750_79411150	400	400	400	400	0	400	0	400	400	400	0	400	400	0	375	25	400	0	0	400	400	0	400	400	400	0	400	0	0	0	150	300	400	400	0	400	400	400	400	400	0	400	400	400	400	0	0	100	0	0
chr13_98939000_98939550	550	525	550	325	0	550	0	0	450	550	550	550	300	400	0	0	175	0	0	300	550	0	550	250	75	550	400	0	550	0	0	550	550	550	550	550	550	550	550	550	0	550	375	550	0	0	0	0	0	0
chr13_98945000_98945500	475	500	500	0	25	0	0	25	500	175	500	500	500	500	0	250	0	0	0	475	500	0	500	500	500	0	100	0	500	500	0	0	500	500	500	500	500	500	500	0	100	500	500	500	500	0	0	0	475	0
chr13_98945900_98946200	300	300	300	300	0	275	0	300	25	300	300	300	300	250	0	0	300	0	0	200	300	50	300	175	300	125	200	300	100	300	0	300	300	300	275	300	200	300	300	0	50	300	300	300	250	0	0	0	0	0
chr13_98966000_98966400	375	0	400	400	75	0	0	400	400	400	400	400	400	225	0	400	0	0	75	400	400	0	400	400	400	375	300	375	400	400	400	0	400	400	400	400	0	400	400	300	325	400	400	400	400	300	0	175	175	150
chr13_99012050_99012550	500	500	500	500	0	475	0	500	475	500	500	500	500	0	0	0	175	0	250	475	500	0	500	0	475	500	175	100	375	0	25	475	500	500	0	500	0	500	500	500	475	500	0	325	0	0	0	0	0	0
chr13_99063000_99063500	500	500	500	500	75	450	0	375	450	500	500	500	350	0	0	0	0	0	0	500	500	0	500	300	500	0	500	0	0	0	0	500	500	500	200	500	0	500	500	500	0	500	350	500	500	0	0	200	125	0
chr13_99384750_99385100	350	350	350	350	0	125	0	350	350	350	350	350	350	50	350	350	350	350	275	350	350	200	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	125	350	350	350	350	0	0	0	275	0
chr13_99620100_99620450	350	350	350	350	0	350	125	350	350	350	350	350	350	0	300	350	275	0	225	350	350	0	350	350	0	0	0	0	0	225	0	350	0	0	0	0	0	350	350	350	0	350	350	350	0	0	0	0	0	0
chr13_99634800_99635250	450	450	450	300	0	450	225	450	450	450	450	450	450	450	0	0	225	0	0	450	450	0	450	150	450	375	0	300	375	0	450	450	375	375	450	450	375	450	450	450	0	450	150	450	0	0	0	0	0	0
chr13_99729700_99730750	1050	1050	1050	875	0	1050	0	875	1050	1050	1050	1050	1050	200	800	1050	1050	275	0	725	1050	0	1050	1025	500	600	0	800	925	1050	1050	1050	0	0	1025	0	1025	1050	1050	1050	1025	1050	1050	1050	0	0	0	0	0	0
chr13_99751900_99752400	500	500	500	500	350	500	50	500	500	500	500	500	500	500	450	500	450	200	0	500	500	0	500	500	200	0	0	75	450	375	500	500	75	0	500	0	500	500	500	300	300	500	275	500	0	0	0	0	0	0
chr13_99755000_99755300	300	300	300	300	0	300	0	300	300	300	200	300	200	0	0	125	275	0	0	0	300	0	300	0	0	0	0	0	50	200	50	0	0	0	300	0	0	0	300	200	0	275	125	275	0	0	0	0	0	0
chr13_99760950_99761400	450	450	450	450	300	450	0	450	450	450	450	450	450	0	75	0	300	0	0	450	75	0	450	300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	225	225	0	75	0	450	450	225	450	0	450	300
chr13_99795900_99796200	300	300	225	300	75	300	0	300	300	300	300	300	150	0	0	0	0	225	0	300	300	0	300	300	0	0	0	0	300	0	300	150	0	0	300	0	75	300	300	300	300	300	150	300	0	0	0	0	0	0
chr13_99833850_99834500	200	375	650	300	0	650	0	650	650	650	650	650	650	350	0	125	525	500	0	600	650	375	650	500	0	0	0	0	450	500	500	650	0	0	650	0	200	650	650	650	650	650	50	650	0	0	0	0	0	0
chr13_100450450_100450800	275	350	0	350	0	50	50	350	350	150	350	350	350	0	0	0	350	0	350	350	350	0	350	350	0	0	0	0	50	0	0	50	0	0	350	0	350	350	350	125	0	350	350	350	0	0	0	0	0	0
chr13_100532850_100533300	450	375	450	450	0	450	375	450	300	450	450	450	450	450	450	375	150	450	0	450	450	0	450	375	0	450	0	450	450	450	450	450	450	225	450	0	450	450	450	450	450	450	450	450	0	0	0	0	0	0
chr13_100548600_100549900	1300	1300	1300	1300	0	1300	1275	1300	1300	1300	1300	1300	1050	0	150	675	375	300	0	1300	1300	0	1300	1200	1050	0	0	0	900	675	825	1200	600	0	1200	0	0	1300	1300	1300	600	1300	825	1300	0	0	0	0	0	0
