A.H3K27me3.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135679_EGAR00001139765_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135684_EGAR00001139766_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215956_EGAR00001228607_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215954_EGAR00001228605_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171948_EGAR00001185104_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326545_EGAR00001355700_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272701_EGAR00001300104_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265739_EGAX00001272601_EGAR00001300132_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272617_EGAR00001300044_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272702_EGAR00001300105_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272666_merged3runs_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272690_EGAR00001300083_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272658_EGAR00001300005_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272665_EGAR00001300012_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272654_EGAR00001300001_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304999_EGAR00001334472_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304996_EGAR00001334421_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305064_EGAR00001334391_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305086_EGAR00001334365_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305083_EGAR00001334362_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326521_EGAR00001355883_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326518_EGAR00001355880_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326493_EGAR00001355780_usMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68889.CEMT_129.H3K27me3.hg38.bwa-sb.IX5126.CAVYBANXX_4_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70851.CEMT_134.H3K27me3.hg38.IX5208.CAVPBANXX_1_TGACCA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70858.CEMT_135.H3K27me3.hg38.A70858_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70865.CEMT_136.H3K27me3.hg38.IX5211.CAVPBANXX_4_ACTCTC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70872.CEMT_137.H3K27me3.hg38.IX5212.CAVPBANXX_5_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70879.CEMT_138.H3K27me3.hg38.IX5214.CAVPBANXX_7_CACGAT.FindER2.bed.remDups.bed.intersect.value
chr16_25547550_25547900	150	350	350	350	0	350	200	350	350	350	350	350	350	350	0	350	350	225	350	350	75	350	350	350	0	0	0	350	350	350	350	350	0	350	0	300	350	350	350	350	350	275	350	0	0	0	50	0	0
chr16_25549350_25549950	600	450	600	600	525	450	0	600	600	600	600	600	600	75	600	450	600	600	525	600	0	600	600	600	0	0	0	600	525	600	375	0	0	600	0	600	525	600	600	600	375	0	600	0	300	0	0	150	150
chr16_25798750_25799100	0	0	350	350	0	350	0	0	350	350	350	350	350	125	0	350	350	350	350	350	0	350	350	225	350	0	0	350	350	350	350	0	0	350	0	350	350	350	350	350	350	0	275	150	0	350	0	0	75
chr16_25816600_25816950	350	350	350	350	200	350	200	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	0	300	275	350	350	350	350	0	0	350	0	350	350	350	350	350	350	350	350	0	0	0	275	0	350
chr16_25872200_25872500	0	200	300	300	0	300	0	200	300	300	300	300	300	300	300	300	125	0	300	250	0	100	300	0	0	0	0	300	300	300	300	0	0	300	0	100	300	300	300	300	300	0	0	0	0	0	250	0	0
chr16_25982500_25982950	450	450	450	450	200	450	125	450	450	450	450	450	450	25	425	0	450	0	450	450	450	450	450	450	0	0	0	450	450	450	450	25	0	450	0	325	450	450	450	450	325	0	450	0	0	0	25	0	0
chr16_26030100_26030550	300	450	450	450	75	375	300	450	450	450	450	450	450	450	450	450	225	75	450	450	0	450	450	75	0	300	0	375	225	450	450	0	0	450	0	450	450	450	450	450	375	0	75	0	0	0	0	0	0
chr16_26445000_26445300	300	300	300	300	0	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	0	300	300	0	300	0	0	300	0	300	300	300	300	300	300	300	300	300	0	0	75	0	300
chr16_26499700_26500050	200	275	350	350	275	350	350	200	350	350	350	350	350	225	350	0	0	350	350	350	0	350	350	300	0	50	0	350	350	350	350	0	0	350	0	350	350	350	350	350	0	350	350	350	0	0	350	350	350
chr16_26512050_26512500	150	450	450	450	0	450	0	225	450	450	300	450	450	450	450	450	0	450	450	450	150	450	450	300	0	450	375	450	450	450	450	0	0	450	0	450	450	450	450	450	450	450	225	450	0	300	450	225	450
chr16_26514350_26514650	125	300	300	300	0	300	200	300	300	50	300	300	300	0	0	300	300	300	300	275	0	275	300	300	0	300	0	300	300	300	300	50	0	300	0	300	50	300	300	300	300	0	50	300	300	300	300	300	300
chr16_26599050_26599350	300	300	300	300	0	300	225	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	0	0	225	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr16_26683000_26683300	300	300	200	300	0	300	0	300	300	0	300	300	300	300	300	300	300	300	300	200	0	300	300	0	0	300	50	300	300	300	300	0	125	300	0	300	0	200	300	300	300	0	0	300	300	300	300	300	300
chr16_26747050_26747400	350	350	350	350	0	350	50	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr16_26761250_26761750	500	500	500	500	0	500	500	500	500	500	500	500	475	500	500	500	500	100	500	500	500	500	500	500	25	175	475	250	500	500	500	250	0	500	0	500	500	500	500	500	500	500	500	500	175	175	500	500	400
chr16_26838550_26838900	0	75	350	350	0	350	350	0	350	350	350	350	350	350	350	350	350	275	350	275	0	350	350	150	0	350	0	350	350	350	225	50	0	350	0	350	350	350	350	350	350	225	350	350	0	0	350	275	200
chr16_26859850_26860150	0	275	300	300	0	300	125	125	300	300	300	300	0	300	50	250	50	300	300	300	0	300	300	300	0	0	250	300	175	300	300	0	175	25	100	300	300	0	300	300	300	300	125	175	25	0	250	300	300
chr16_27997500_27998000	500	500	500	500	425	500	0	500	500	75	50	200	500	500	0	0	500	0	350	500	0	500	500	500	0	150	0	500	200	500	125	0	0	500	0	0	500	500	125	500	0	0	50	0	0	450	0	0	0
chr16_29773800_29774100	300	300	300	300	300	300	75	300	300	300	225	300	225	0	75	75	300	0	300	300	0	300	300	300	0	0	0	0	0	0	0	300	0	300	0	0	300	300	75	0	0	300	0	300	225	225	300	300	0
chr16_29774450_29774950	500	325	500	100	175	100	100	500	500	500	475	500	475	0	0	25	500	0	500	25	0	500	500	325	0	175	0	0	500	0	0	475	0	500	500	0	400	0	475	475	375	500	250	500	0	250	25	0	0
chr16_31800400_31800750	350	350	350	350	0	300	0	350	350	350	125	350	350	350	350	350	350	350	350	0	0	0	350	0	0	275	200	350	350	350	350	0	0	350	0	350	350	350	350	350	350	50	275	350	350	350	125	350	50
chr16_46995100_46995450	225	350	350	350	50	350	50	350	200	75	0	350	350	350	350	75	0	225	350	350	0	350	350	0	0	350	0	350	150	0	350	0	0	350	0	0	300	0	300	275	0	0	0	350	0	275	0	350	0
chr16_48728750_48729300	0	450	550	550	0	550	0	0	550	550	525	550	550	450	550	0	550	550	550	550	0	550	550	400	0	150	0	550	550	550	550	550	0	550	0	550	550	550	525	550	550	550	550	550	0	0	250	550	150
chr16_49364950_49365300	350	350	350	350	125	350	0	200	350	350	350	350	350	350	350	350	150	350	350	0	0	300	350	350	0	200	0	350	350	125	350	0	0	350	0	350	350	350	350	350	350	0	350	0	0	0	0	0	0
chr16_50946950_50947300	350	350	350	325	250	350	175	350	350	350	350	350	350	350	350	0	350	350	350	325	350	350	350	350	0	250	0	350	350	350	350	0	325	350	0	350	350	350	350	350	350	350	350	0	0	350	0	0	175
chr16_50988750_50989050	0	300	300	300	0	300	150	0	300	300	300	300	300	0	300	0	300	300	300	300	0	300	300	225	0	150	0	0	300	300	300	0	0	75	0	300	75	300	300	300	300	0	300	225	0	0	300	0	150
chr16_51006100_51006450	0	350	350	350	125	350	125	200	350	350	350	350	350	350	350	350	350	50	350	350	0	350	350	350	0	300	0	350	350	350	350	350	0	350	0	350	350	350	350	350	350	350	350	350	0	350	350	350	350
chr16_51039000_51039300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	0	300	300	300	300	0	0	300	0	300	300	300	300	300	300	0	300	0	150	0	0	0	0
chr16_51042000_51042500	500	500	500	500	500	500	0	500	500	300	500	500	500	500	500	500	0	0	500	500	300	500	500	500	0	150	0	500	500	500	500	275	0	500	0	500	500	500	500	500	500	75	500	300	0	375	500	0	500
chr16_51161500_51161800	275	275	300	300	125	300	50	300	300	50	300	300	300	300	300	300	300	300	300	275	0	300	300	300	0	300	175	300	300	300	300	300	275	300	0	300	300	300	300	300	300	300	300	300	300	200	300	300	300
chr16_51933800_51934200	400	400	100	400	0	400	0	0	225	400	400	400	400	400	0	0	325	375	400	400	0	400	400	400	0	0	0	0	400	0	0	0	0	400	0	400	400	400	400	0	0	400	225	0	0	0	0	0	0
chr16_51997550_51997950	400	400	400	400	400	400	0	375	400	400	400	400	400	250	400	0	400	0	400	175	25	400	400	0	0	100	0	400	325	400	250	0	0	400	0	400	400	250	100	400	250	0	325	0	0	0	0	0	0
chr16_52184400_52184850	0	450	450	450	0	450	300	225	450	450	450	450	450	375	375	450	375	0	450	450	0	300	450	150	0	0	0	450	450	450	450	0	0	450	0	225	450	300	450	450	450	0	450	0	0	0	0	0	0
chr16_52257200_52257550	325	350	350	325	325	350	0	350	350	350	350	350	350	0	25	350	350	0	350	325	350	350	350	0	0	350	0	350	350	350	350	0	0	350	0	350	250	350	350	350	325	0	350	0	0	0	0	0	0
chr16_52271750_52272100	0	350	350	350	0	350	250	0	250	350	325	350	350	0	0	0	0	350	350	325	0	25	350	325	0	100	0	325	350	175	350	0	0	350	0	0	350	350	350	350	100	0	350	0	0	0	0	0	0
chr16_52474350_52474800	0	450	450	450	0	450	0	0	450	450	450	450	450	0	450	375	450	450	450	450	0	450	450	225	0	450	75	450	450	450	450	0	0	450	0	225	450	450	450	300	450	0	450	0	0	0	0	0	0
chr16_52557600_52557900	150	300	300	300	225	300	300	300	300	225	300	300	300	0	300	300	225	300	300	300	0	300	300	300	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	300	300	0	75	0	225	0	300	0	300
chr16_52694100_52694450	350	350	350	350	50	0	125	275	350	350	350	350	350	225	75	150	350	350	350	350	0	0	350	350	0	225	0	350	350	300	275	0	0	350	0	350	350	0	350	150	200	0	350	0	0	0	0	0	0
chr16_52695500_52695800	300	275	300	275	300	275	275	300	300	300	300	300	300	275	125	0	0	300	25	300	0	300	300	300	0	300	0	300	300	300	300	0	0	300	0	300	0	300	175	300	300	0	300	0	0	0	0	0	0
chr16_52719550_52719950	0	400	400	400	125	400	125	125	125	400	400	400	400	275	200	275	400	400	400	200	0	400	400	400	0	350	0	0	350	400	400	0	0	400	0	400	400	400	350	400	0	0	400	0	0	0	0	0	0
chr16_52728150_52728450	300	300	300	300	0	300	0	300	300	300	300	300	300	150	300	300	300	150	300	300	0	300	300	300	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	0	300	0	300	300	300	0	300	0	300
chr16_52728600_52729050	450	450	450	450	0	450	375	0	450	450	450	450	450	300	375	450	225	300	450	225	0	300	450	450	0	450	0	450	450	450	150	0	0	450	0	300	450	450	450	450	450	0	450	450	450	0	0	0	450
chr16_52819200_52819700	125	500	500	500	200	500	200	350	350	375	500	500	500	500	75	0	450	500	500	500	0	500	500	300	0	500	0	500	500	500	150	0	0	500	0	500	500	500	500	500	500	375	500	0	0	0	450	0	75
chr16_52820600_52821050	250	175	450	450	350	450	0	450	450	450	425	450	450	450	0	450	400	200	450	125	0	200	450	200	0	450	0	125	400	450	450	0	0	275	0	350	125	275	450	450	0	0	450	0	0	0	0	0	0
chr16_52862550_52862950	375	400	400	400	400	400	25	375	400	400	375	400	400	150	0	400	400	375	400	400	0	400	400	0	0	400	0	400	400	400	400	0	0	0	0	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr16_53026350_53026800	450	450	450	450	0	450	450	450	450	450	450	450	450	450	0	0	300	0	450	450	0	450	450	225	0	0	0	450	450	450	0	375	0	450	0	225	450	450	450	450	150	0	225	150	0	300	0	0	300
chr16_54203400_54203700	300	300	300	300	75	300	300	300	300	300	300	300	300	150	0	300	300	0	300	300	0	300	300	300	75	75	0	300	300	300	300	300	75	300	0	300	300	300	300	300	300	300	300	300	0	75	0	0	225
chr16_54217500_54217800	300	300	300	300	300	300	75	300	300	300	300	300	300	300	300	0	300	0	300	225	150	225	300	225	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	150	300	300	300	0	0	0	0	0	0
chr16_54233250_54233800	550	550	550	550	0	550	300	550	550	550	550	550	550	325	550	225	550	475	550	550	100	550	325	550	0	250	325	250	550	550	550	550	25	325	0	550	550	550	550	550	550	550	550	550	550	550	550	325	550
chr16_54352200_54352650	450	450	75	450	300	450	450	450	450	225	450	450	450	0	150	450	0	450	450	0	0	150	450	450	0	75	0	375	450	450	450	450	0	75	0	450	450	450	450	450	450	75	450	0	0	450	0	0	450
chr16_54353100_54353700	525	600	450	600	0	600	225	600	600	300	300	600	600	225	150	600	600	600	600	375	0	600	600	600	0	600	0	600	600	600	600	300	0	600	0	600	600	600	600	600	600	600	600	600	600	0	225	525	150
chr16_54361550_54362250	675	700	700	700	300	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	0	700	700	700	700	100	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700
chr16_54443450_54444100	525	625	650	650	0	175	175	325	625	650	650	650	650	0	650	0	0	325	650	650	175	650	650	325	0	175	0	650	250	475	650	325	0	650	0	0	650	650	175	650	400	325	650	650	0	0	250	0	325
chr16_54528650_54529300	600	650	400	0	0	650	0	550	650	650	650	650	650	650	650	650	650	325	650	650	0	650	650	650	0	650	0	325	650	175	650	550	0	625	0	650	250	650	650	650	650	250	650	0	0	0	0	0	100
chr16_54532950_54533300	275	350	350	350	125	350	125	200	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	0	150	0	350	350	350	350	350	0	350	0	275	350	350	350	350	350	350	350	0	0	0	0	0	200
chr16_54559750_54560150	0	400	125	400	400	200	0	400	400	0	400	400	400	400	125	400	400	400	400	400	0	400	400	0	0	400	0	400	400	400	400	0	0	400	0	350	400	400	400	400	400	0	400	0	0	0	0	0	0
chr16_54696000_54696300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	225	300	300	0	300	300	300	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr16_54700800_54701350	450	550	525	550	225	550	550	550	550	450	550	550	75	550	100	550	550	175	550	75	0	550	550	550	0	550	0	550	550	550	550	0	0	550	0	550	550	325	550	550	550	0	550	0	0	0	0	0	550
chr16_54959250_54959650	375	400	400	400	0	400	175	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	100	400	400	400	400	400	0	400	0	400	400	400	400	400	400	400	400	400	0	0	400	0	250
chr16_54968400_54968750	0	350	350	350	350	350	0	0	350	350	350	350	350	75	350	350	150	350	350	350	0	350	350	150	0	0	0	350	350	350	350	0	0	350	0	350	350	350	350	275	350	350	350	350	0	350	125	350	50
chr16_55049700_55050150	450	450	450	450	375	450	300	450	450	450	450	450	450	450	450	0	75	0	75	0	0	0	450	0	0	0	0	75	75	75	0	0	0	450	0	450	0	75	450	450	225	0	0	450	450	0	0	300	75
chr16_55102650_55103050	0	375	375	400	400	400	375	400	0	400	300	400	400	225	400	325	400	400	400	400	0	400	400	0	0	400	150	400	400	400	400	400	0	400	0	400	400	400	400	400	400	400	400	400	0	400	225	75	400
chr16_55157000_55157550	550	550	550	550	400	550	150	550	550	525	550	550	550	325	175	175	0	225	550	550	0	550	550	550	0	550	450	550	450	550	550	550	0	0	0	550	550	550	550	550	0	400	550	0	0	0	0	0	550
chr16_55212600_55212950	0	350	350	350	350	350	0	125	350	350	225	350	350	350	350	0	350	350	350	350	0	350	350	300	0	0	0	350	350	350	350	0	0	275	0	350	350	350	350	350	350	350	350	50	350	125	200	0	350
chr16_55237650_55238050	375	400	400	400	0	0	0	375	400	375	400	400	400	400	250	400	400	100	400	400	0	400	400	100	0	225	0	400	400	400	400	400	400	400	0	400	400	400	400	325	400	400	400	400	0	400	400	375	225
chr16_55282000_55282400	125	350	400	400	50	400	200	50	400	400	400	400	400	400	400	400	50	400	400	400	0	400	400	400	0	400	400	400	400	400	400	400	125	400	0	400	400	400	400	400	400	400	400	400	50	400	400	50	400
chr16_55770650_55771200	550	550	550	325	0	550	0	0	300	550	550	550	550	0	550	0	375	550	550	550	0	550	0	0	0	525	375	550	150	550	550	450	0	525	0	525	550	550	550	550	225	550	550	550	0	0	0	0	0
chr16_55774050_55774500	450	375	450	450	0	450	0	0	450	450	450	450	450	0	375	450	450	300	450	300	0	450	150	450	0	450	0	150	450	450	450	375	0	450	0	450	450	450	450	450	450	450	450	0	0	450	0	0	0
chr16_55776350_55776900	550	550	550	550	0	550	475	0	550	550	550	550	550	550	550	0	0	175	550	550	0	525	0	300	0	450	0	175	0	550	0	175	0	550	0	550	475	550	550	0	550	550	550	550	250	550	0	0	25
chr16_55778150_55778550	400	400	400	400	0	400	0	0	400	400	400	400	400	0	400	250	175	0	375	100	0	150	300	400	0	400	300	300	375	400	400	400	0	400	0	400	400	400	400	325	0	400	400	400	400	400	0	0	0
chr16_55779500_55780150	650	400	650	650	0	650	0	0	625	650	650	650	650	0	650	0	550	0	650	650	0	650	0	400	550	550	650	650	550	550	650	650	0	625	0	650	650	650	650	250	0	650	650	650	0	650	0	0	0
chr16_55785950_55787100	900	1150	1150	1150	825	1150	0	0	1125	1150	1150	1150	1150	0	825	0	675	1150	1125	1150	0	1150	0	0	0	1150	675	325	550	1150	1075	1150	150	1125	0	1150	1150	1150	1150	325	1150	1150	1150	1150	100	1150	0	0	550
chr16_55833850_55834200	0	0	350	350	0	350	0	0	350	350	350	350	350	0	350	0	350	125	350	350	0	350	350	350	0	0	0	0	350	350	350	0	0	350	0	50	125	200	350	350	0	0	350	350	350	0	0	350	300
chr16_55905450_55905900	450	450	450	450	0	450	450	450	450	450	450	450	450	75	450	450	450	450	450	450	0	450	450	450	0	450	150	450	450	450	450	0	0	450	0	450	450	450	450	450	450	0	450	450	0	450	450	0	0
chr16_56577000_56577450	375	0	450	450	150	450	0	450	450	450	450	450	450	0	0	375	375	450	450	150	0	450	450	75	0	450	0	0	450	0	450	300	0	450	0	75	0	450	450	450	450	450	0	0	0	0	0	0	0
chr16_64896950_64897300	0	350	175	350	0	350	0	175	350	350	350	350	350	250	0	175	25	0	350	350	0	350	350	0	0	25	0	350	350	0	350	0	0	325	0	325	350	0	350	350	100	0	350	0	0	0	0	0	250
chr16_65285400_65285800	0	400	400	400	225	400	400	75	400	400	400	400	150	150	400	400	0	400	400	400	0	400	400	100	0	400	0	400	400	400	400	0	0	400	0	400	400	375	400	375	300	0	0	0	0	0	0	0	0
chr16_65295650_65296200	550	525	550	450	300	550	0	550	550	550	550	550	550	550	0	0	0	250	525	0	0	550	25	0	0	550	0	25	300	325	0	0	0	550	0	0	175	300	550	550	175	75	225	0	0	0	0	0	0
chr16_65521350_65521650	0	300	300	300	0	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	0	0	300	0	300	300	300	300	0	0	300	0	300	225	300	300	300	300	0	0	0	0	0	0	0	0
chr16_65523750_65524050	0	300	300	300	0	150	300	300	300	225	300	300	300	0	300	75	300	300	300	300	0	300	300	300	0	300	0	300	300	300	0	0	0	300	0	300	300	300	300	300	300	0	300	0	0	0	0	0	0
chr16_65645400_65645700	0	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	225	0	225	300	300	300	300	0	0	0	300	0	300	300	0	225	300	300	0	300	0	0	0	0	0	0
chr16_65650550_65650900	350	350	350	350	350	250	250	350	350	325	350	350	350	175	175	0	0	25	350	0	0	325	100	0	0	0	0	25	350	25	25	0	0	350	0	0	25	100	350	25	350	0	350	0	0	0	0	0	0
chr16_65767300_65767600	125	275	300	300	125	0	200	50	275	300	300	300	275	300	0	0	0	300	300	300	0	300	300	0	0	0	0	275	50	25	0	0	0	300	0	0	300	300	300	300	0	0	300	0	0	0	0	0	0
chr16_65784700_65785050	350	350	350	300	350	350	0	350	350	350	350	350	350	0	300	275	350	350	350	350	0	350	350	300	0	350	0	350	350	350	350	350	0	350	0	350	350	350	350	350	350	0	350	0	0	0	0	0	0
chr16_65886500_65886900	400	400	400	375	400	400	175	400	400	400	400	400	400	400	150	300	150	0	0	0	0	400	400	375	0	0	0	375	400	400	400	0	0	400	0	400	0	400	400	400	400	0	400	0	0	0	75	400	0
chr16_65896600_65897450	0	725	850	850	425	850	0	850	275	850	850	850	850	375	125	275	850	575	850	200	0	850	850	275	0	500	0	500	850	850	650	0	0	125	0	850	425	350	850	850	850	650	500	0	0	0	0	0	200
chr16_66006400_66006750	350	350	350	350	150	350	125	150	350	350	350	350	350	275	200	0	350	0	350	225	225	350	350	350	0	125	0	350	350	350	350	0	0	350	0	350	350	350	350	350	225	150	75	0	0	0	0	0	0
chr16_66100650_66101100	450	450	450	375	150	450	75	450	450	150	375	450	450	450	150	75	375	450	450	450	0	450	450	375	0	450	0	450	450	450	450	0	0	450	0	450	450	450	450	450	450	75	75	0	0	0	450	0	0
chr16_66472150_66472500	350	150	350	0	350	350	0	350	350	350	350	200	350	350	350	350	350	350	350	350	0	200	350	50	275	0	0	200	275	350	350	350	350	225	125	350	350	350	200	350	350	350	350	350	0	300	0	350	350
chr16_67179600_67179900	0	0	150	0	0	300	0	300	300	300	300	300	300	0	300	300	300	300	300	300	0	300	300	300	300	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	0	0	0
chr16_67257750_67258050	300	300	300	150	0	300	0	300	300	300	300	300	300	300	0	300	300	0	300	300	300	300	300	300	0	0	0	300	300	300	300	300	0	300	0	300	300	300	300	300	300	225	300	0	0	0	225	0	0
chr16_67269250_67269600	0	350	350	350	350	350	0	350	350	50	350	350	350	50	350	350	125	350	350	350	0	125	350	350	0	350	0	0	350	125	75	125	0	350	0	350	75	350	350	350	50	75	0	350	350	350	0	350	50
chr16_68596650_68597000	350	350	350	350	0	350	0	350	350	350	350	350	350	350	275	350	350	0	350	0	0	350	350	350	0	300	0	350	350	75	350	350	0	350	0	350	350	350	350	350	350	350	350	0	0	300	0	0	225
chr16_68717850_68718300	450	450	450	450	450	450	225	450	450	450	450	450	450	450	450	0	450	450	300	450	0	450	450	0	0	450	0	450	300	450	450	0	300	450	0	450	450	450	450	450	450	375	0	300	0	0	225	0	75
chr16_68756750_68757100	350	325	350	350	350	350	0	350	350	350	350	350	350	0	0	0	350	0	350	325	175	350	350	25	0	100	0	175	350	100	0	0	0	350	0	175	0	0	175	350	0	0	250	175	0	25	250	350	350
chr16_68796300_68796600	300	300	300	300	225	300	300	300	300	300	300	300	75	0	225	0	300	300	300	300	0	300	150	300	0	0	0	300	300	150	300	300	0	300	0	300	75	300	300	0	300	300	225	300	150	0	0	150	300
chr16_71610350_71610650	300	300	0	300	300	300	100	300	300	300	300	300	275	0	0	0	0	300	0	200	0	275	25	0	0	0	125	0	0	0	25	0	0	275	0	0	0	0	0	300	0	50	0	300	300	300	0	275	300
chr16_73174750_73175550	800	800	800	800	800	800	0	800	800	800	800	800	800	0	0	50	375	0	800	800	75	800	800	800	0	225	0	200	425	800	50	0	0	800	0	0	225	800	50	800	800	75	800	0	0	375	0	0	0
