A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr13_33106050_33106500	150	450	450	0	0	300	0	450	0	450	0	450	450	0	0	0	0	0	0	0	0	0	375	450	0	0	300	0	0	0	0	0	150	450	0	450	0	0	0	0	0	300	150	0	450	0	0	375	0	0
chr13_95923000_95923350	0	350	300	350	0	350	350	350	300	0	0	350	0	0	0	0	0	0	0	350	0	0	350	350	0	225	0	0	0	0	0	0	150	350	350	0	0	75	350	0	0	350	0	350	300	0	0	0	0	0
chr13_99198300_99198600	0	300	225	300	0	300	300	300	0	300	0	150	300	300	0	0	300	300	0	0	300	0	300	300	0	75	300	300	75	0	300	0	0	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr13_99738450_99738750	0	0	300	300	0	0	0	300	0	300	0	300	300	150	150	0	75	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	150	300	300	0	300	0	0	0	0	0	0	0	0
chr14_65347850_65348500	0	550	625	650	0	625	100	325	0	625	325	400	525	550	0	550	0	0	0	250	0	0	475	100	0	0	0	0	0	0	0	0	625	0	325	0	0	0	0	175	250	625	0	0	0	0	0	0	0	0
chr14_65443200_65443600	0	400	400	400	0	400	400	400	300	400	0	375	375	0	325	0	300	25	0	0	0	100	400	400	0	0	0	0	0	400	325	100	400	0	0	0	0	400	400	0	0	400	100	400	75	0	0	25	25	0
chr14_65474600_65474950	100	350	350	350	0	350	350	350	350	0	25	350	350	350	350	0	350	350	100	0	0	350	350	350	350	350	25	350	350	325	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	250	0	350	325	25
chr14_65487650_65487950	0	300	300	300	125	300	300	300	300	300	200	300	200	0	275	125	300	0	0	275	0	0	300	200	0	0	0	300	300	200	300	300	300	0	300	0	275	300	300	300	0	300	300	300	0	0	0	275	0	0
chr14_65542800_65543200	0	400	400	400	0	375	0	400	375	400	0	400	400	0	0	250	400	25	0	0	0	0	400	0	0	0	0	0	0	0	0	0	150	0	400	0	0	100	400	225	0	400	0	400	25	150	0	0	100	400
chr14_65583150_65583800	0	650	275	650	0	650	650	650	125	650	300	650	650	375	650	650	600	375	450	600	0	375	650	650	125	0	0	600	650	525	650	650	650	650	650	375	300	650	650	650	0	650	650	650	600	650	0	0	575	350
chr14_65589300_65589600	150	300	300	300	0	300	300	300	150	300	300	300	0	75	150	300	150	300	225	300	0	75	300	300	300	0	0	0	300	0	300	0	300	0	0	0	150	300	300	300	0	300	225	300	300	0	150	300	225	0
chr14_65594850_65595400	150	550	550	550	0	550	550	550	550	375	375	550	550	550	525	150	550	450	550	550	0	0	550	525	550	450	225	150	550	525	550	75	550	550	525	225	150	550	550	550	300	550	525	550	550	250	550	550	550	475
chr14_65610300_65610600	0	300	300	300	0	300	0	300	0	300	0	300	0	0	150	0	300	300	0	75	0	0	0	225	150	0	0	0	0	0	0	0	0	0	0	300	0	75	300	0	0	300	0	300	300	225	0	0	150	75
chr14_65641200_65641550	0	0	0	0	0	0	0	0	0	350	75	350	350	275	350	75	350	350	350	350	0	0	350	350	350	0	0	75	350	225	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350
chr14_65654150_65654650	0	500	500	500	0	500	500	500	475	475	250	500	500	100	500	475	500	500	500	0	0	0	500	325	500	0	500	475	400	500	100	475	500	400	500	0	325	500	500	500	0	500	500	500	500	500	500	500	500	500
chr14_65661950_65662500	375	525	525	550	525	0	375	550	0	525	0	550	550	550	550	475	0	550	375	550	0	550	550	550	550	550	0	0	550	550	550	450	550	550	550	0	550	550	550	475	375	550	550	550	175	100	0	0	0	0
chr14_65687700_65688150	0	450	450	450	0	375	450	450	375	450	450	450	450	450	150	450	225	450	450	450	0	0	450	225	75	0	450	0	450	300	450	450	450	300	450	300	0	450	450	450	0	450	375	450	450	75	0	450	450	450
chr14_65703000_65703300	75	300	300	150	0	225	300	300	0	300	300	300	300	0	300	0	300	300	75	300	0	0	300	300	300	300	0	300	300	300	300	225	300	150	75	75	75	300	300	300	0	300	300	300	75	0	0	0	0	0
chr14_72662700_72663550	0	625	850	850	0	850	325	850	150	25	0	300	0	600	175	450	850	0	600	825	0	0	850	375	25	100	0	850	850	850	850	850	850	825	150	750	850	850	850	850	0	850	850	850	0	300	0	0	0	0
chr14_72669200_72669700	0	500	500	500	250	500	500	500	500	475	0	500	500	500	500	500	500	500	500	475	175	0	500	500	500	325	25	500	500	500	500	500	500	475	500	500	500	500	500	500	100	500	500	500	25	0	0	0	0	0
chr14_72673700_72674250	0	550	550	0	0	550	550	550	550	525	0	550	550	550	550	550	550	550	325	525	0	0	550	550	550	0	0	550	550	550	550	550	550	300	0	550	550	550	550	550	0	550	550	550	0	175	0	0	0	0
chr14_72685850_72686350	0	500	500	500	0	500	500	500	500	250	0	500	500	500	500	500	500	500	100	175	0	0	500	500	500	400	300	500	500	500	500	500	500	250	0	500	500	500	500	500	0	500	500	500	25	0	0	0	0	0
chr14_72692450_72692750	0	275	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	250	0	0	100	0	250
chr14_72693100_72693400	0	125	300	300	300	300	125	300	300	300	0	300	300	200	300	300	300	300	200	275	0	0	300	300	300	300	125	300	300	300	300	300	300	50	125	200	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr14_72701100_72701400	0	0	300	150	0	300	0	300	0	0	0	0	300	300	300	300	300	300	0	0	0	0	300	300	300	150	0	300	300	300	300	300	300	0	0	0	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr14_72742150_72742450	0	0	300	0	0	300	0	300	25	275	0	300	275	300	300	300	300	300	300	0	0	0	300	300	300	300	0	300	300	300	300	300	300	0	250	125	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr14_72771650_72772050	0	0	400	0	0	0	0	400	0	0	0	375	0	400	400	400	400	400	400	0	0	0	400	400	400	400	0	400	400	400	400	400	400	0	400	0	400	400	400	400	400	400	400	400	0	0	0	0	0	0
chr14_72783600_72784000	0	0	375	0	0	400	0	400	0	300	0	400	0	400	400	400	400	0	0	0	0	0	400	400	400	250	0	400	400	400	400	400	400	0	75	0	400	400	400	400	250	400	400	400	0	0	0	0	0	0
chr14_72879300_72879850	0	0	550	0	0	550	75	550	0	550	0	525	0	475	550	250	475	550	0	550	0	0	550	375	550	400	0	550	550	550	550	550	550	475	300	550	550	550	550	550	450	550	550	550	0	0	0	0	0	0
chr14_73789850_73790150	300	300	300	275	0	300	0	275	300	250	0	300	300	0	300	0	0	0	0	275	200	100	300	0	0	0	0	0	0	275	50	300	300	300	300	175	0	0	300	300	0	300	275	300	0	0	0	0	0	0
chr14_77022550_77023100	550	550	550	550	125	550	50	550	550	350	0	0	550	200	550	550	550	550	0	350	275	0	550	550	550	0	0	550	550	550	550	550	350	0	550	0	550	550	550	550	50	550	550	550	0	0	0	0	0	0
chr14_77921300_77921700	75	175	400	400	400	400	100	400	400	375	0	400	400	0	0	300	0	0	0	0	0	0	400	75	400	0	0	0	0	0	150	375	0	0	225	0	75	225	0	400	0	400	0	375	0	0	0	0	0	0
chr14_80744750_80745150	0	375	400	0	400	0	0	400	0	400	400	400	400	0	400	400	150	0	0	400	0	400	400	400	0	400	325	375	400	0	400	400	400	325	400	400	375	250	400	400	400	400	400	400	400	225	400	0	400	75
chr14_93942850_93943150	0	0	300	300	0	300	0	300	200	300	300	300	300	0	0	0	0	0	0	300	300	0	300	275	300	300	300	0	0	0	0	0	300	300	0	300	0	300	300	0	300	300	0	300	300	300	300	300	300	300
chr14_101838150_101838450	0	75	300	75	0	300	300	300	75	300	0	300	300	0	75	225	300	0	0	300	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	150	300	300	0
chr14_106839450_106839750	300	300	300	300	0	300	0	300	0	300	0	300	0	75	225	300	300	300	0	0	300	0	300	300	300	0	300	300	0	0	300	300	150	300	300	300	300	300	300	300	0	300	300	300	75	0	0	0	75	0
chr15_34320450_34320750	300	300	0	300	0	300	0	225	75	150	0	300	300	75	0	300	150	0	0	0	0	0	300	75	300	0	0	300	300	0	225	0	0	0	225	0	0	300	300	300	0	300	300	300	0	0	0	0	0	0
chr15_44692700_44693050	0	350	325	350	0	0	175	350	0	325	0	325	325	0	350	0	100	350	0	0	350	0	350	350	0	0	250	350	350	0	350	0	350	0	350	0	350	350	350	350	300	350	350	350	0	0	0	0	0	0
chr15_45513400_45513750	50	50	350	350	75	125	75	350	0	150	0	350	350	300	350	225	350	350	350	350	0	0	350	350	350	75	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350
chr15_57311500_57312000	275	425	500	0	0	275	0	500	275	500	75	500	500	500	500	500	500	500	375	0	0	0	500	500	500	0	0	500	500	500	500	500	0	0	500	0	500	500	500	500	300	500	500	500	0	0	0	0	0	0
chr15_64552400_64552750	0	350	325	350	0	350	0	350	0	0	0	350	0	350	175	0	175	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	325	350	325	0	0	0	0	0	0
chr15_67166050_67166550	0	500	500	275	500	500	0	500	0	500	0	0	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	275	500	500	500	0	0	0	0	0	0
chr15_67168300_67168800	0	500	500	0	500	50	0	500	0	500	425	350	500	500	500	500	500	500	500	500	0	0	500	500	500	425	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	225	0	0	0	0	0
chr15_67169150_67169650	0	500	500	500	500	175	0	500	0	0	0	0	475	500	500	500	500	500	500	500	0	0	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	175	0	0	0	0	0
chr15_67178250_67179250	0	1000	1000	925	1000	1000	0	1000	0	825	0	0	975	1000	1000	1000	1000	1000	1000	975	0	300	1000	1000	1000	225	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	250	1000	1000	1000	850	0	0	0	0	0
chr15_67179550_67180600	0	450	1050	0	0	1050	0	1050	0	975	525	0	600	1050	1050	1050	1050	1050	1050	1025	0	0	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	0	1050	1050	1050	0	0	0	0	0	0
chr15_67184250_67184600	0	275	350	225	150	350	0	350	0	275	50	0	350	350	350	350	350	350	350	275	275	0	350	350	350	200	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	0	0	0	0
chr15_67188100_67188600	0	500	500	350	500	500	0	500	0	300	0	0	0	500	500	500	500	500	500	500	0	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	0	0	0	0
chr15_68776650_68776950	0	300	300	300	0	300	75	300	0	300	300	0	300	0	225	300	300	300	0	300	300	0	300	0	225	0	150	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr15_85063350_85063750	0	0	375	400	0	0	0	0	0	325	0	400	400	0	400	175	400	0	100	375	0	0	400	400	0	0	0	325	400	400	400	225	0	0	250	0	0	300	400	400	0	400	225	400	0	100	0	0	0	0
chr15_85104150_85104500	0	150	350	225	150	350	350	350	350	350	0	350	350	225	350	150	350	0	0	350	0	0	350	350	0	0	0	350	350	350	350	350	150	75	0	0	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr16_21120000_21121200	1200	1200	1200	1200	0	1125	0	1200	0	600	1200	1200	1200	0	675	900	0	0	0	1200	0	0	1200	1200	1050	150	1200	450	1200	675	750	0	975	975	1200	1200	675	1200	1200	900	300	1200	450	1200	1200	975	525	225	1200	1125
chr16_21125000_21126250	1250	1225	1250	1250	0	1250	0	1250	400	750	1250	1250	1250	0	175	1000	0	175	0	1250	0	0	1250	1250	1000	850	1250	1250	1225	675	1250	0	1250	1250	1250	1250	550	1250	1250	850	1000	1250	525	1250	1250	375	0	550	1250	1250
chr16_69043200_69043500	150	300	300	300	0	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	300	300	300	300	300	0	75	300	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr16_72774300_72774600	0	300	300	300	0	225	0	0	0	300	300	300	300	0	150	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	150	300	0	0	150	0	0	0	0	225	0	300	0	300	150	0	0	0	0	0
chr16_72792350_72792650	300	275	300	275	125	300	0	275	0	300	0	300	300	0	0	0	0	0	0	0	50	0	300	125	50	0	0	0	0	0	0	0	0	175	300	300	0	250	300	0	50	300	0	25	300	0	0	0	0	0
chr16_72807700_72808000	0	0	300	0	0	0	0	0	0	300	0	300	300	0	175	0	0	0	0	300	0	0	300	275	275	0	0	100	50	0	300	0	0	0	300	0	0	125	300	0	0	300	0	300	25	0	0	0	0	0
chr16_72817400_72817800	225	375	400	400	0	375	0	300	375	375	400	400	400	0	400	0	400	25	0	400	300	0	400	400	100	0	0	0	0	0	400	0	0	0	400	0	0	300	375	0	0	400	0	300	0	25	0	0	0	0
chr16_72819750_72820200	225	300	450	0	0	450	0	300	0	450	0	450	450	450	0	225	300	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	300	0	0	300	450	375	0	450	0	0	0	0	0	0	0	0
chr16_72824750_72825150	0	375	400	150	0	300	0	0	225	400	225	400	400	0	225	225	0	325	0	375	0	0	400	400	375	0	0	0	0	0	375	0	0	0	225	0	0	375	400	400	0	400	0	400	0	400	0	0	0	0
chr16_72856200_72856650	0	450	375	450	150	450	0	450	450	450	0	450	450	0	300	450	0	0	0	450	0	300	450	0	0	0	0	0	0	0	225	150	0	0	0	0	0	225	150	0	0	450	0	450	0	0	0	0	0	0
chr16_72892000_72892350	275	350	350	350	125	350	0	350	0	350	275	350	350	200	0	0	0	350	0	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	50	0	0	50	350	125	0	350	0	350	0	0	0	0	0	0
chr16_74271150_74271450	150	0	0	0	0	0	300	300	300	300	0	300	300	0	0	0	0	0	225	300	0	0	0	300	0	0	0	0	0	225	300	0	0	0	300	0	300	0	225	300	0	0	300	0	300	0	0	300	0	0
chr16_87959500_87960050	50	200	550	50	0	550	0	550	550	550	0	550	275	0	550	0	550	0	0	550	550	0	550	550	550	550	550	550	550	550	550	200	550	550	550	550	125	550	550	550	0	550	550	550	0	0	0	0	0	0
chr17_1792800_1793450	375	525	650	650	0	650	0	650	650	650	0	650	650	0	75	275	650	75	150	525	650	0	650	650	225	0	650	650	650	450	650	600	650	650	150	650	0	650	650	650	300	650	650	650	650	650	375	500	375	75
chr17_8290950_8291250	0	150	300	0	0	300	75	300	0	300	300	300	300	0	0	0	300	300	75	0	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr17_10666950_10667450	75	500	500	500	0	500	0	500	0	375	150	500	500	125	500	125	500	275	500	500	500	150	500	500	225	0	0	500	500	500	500	425	75	0	500	0	0	500	500	500	0	500	500	500	500	500	0	0	0	0
chr17_21533850_21534350	275	0	500	0	0	500	0	500	0	500	0	500	500	500	500	500	500	200	500	350	0	0	500	500	500	500	500	500	500	500	500	500	500	500	375	500	500	500	500	500	500	500	500	500	0	0	0	0	0	0
chr17_27595700_27596050	350	0	325	0	250	350	25	350	0	350	0	350	350	350	350	100	350	350	25	350	350	175	350	325	350	0	0	350	350	350	350	350	0	0	350	0	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr17_29786800_29787100	200	300	300	0	0	125	50	300	275	200	200	300	300	0	300	50	300	0	300	300	25	0	300	300	275	0	300	300	300	0	300	50	300	300	300	300	125	300	300	300	0	300	300	300	300	175	300	300	300	300
chr17_31331600_31331950	100	350	325	350	250	250	0	350	100	0	0	350	250	0	350	350	350	350	250	350	0	0	350	325	350	325	350	0	325	0	250	250	350	350	100	350	0	350	350	350	325	350	175	350	350	350	350	350	350	350
chr17_55152350_55152750	0	400	400	400	0	0	0	300	0	0	0	400	400	0	400	0	0	400	400	400	0	325	375	400	150	0	0	0	400	0	400	0	0	0	400	0	0	400	400	400	0	400	0	400	400	400	400	0	0	400
chr17_65010450_65010750	0	0	150	0	0	0	0	0	0	300	75	300	300	0	75	225	300	300	300	300	0	0	300	300	0	0	300	225	300	225	300	300	0	300	300	300	225	300	300	300	0	300	300	300	300	300	300	300	300	300
chr17_65543550_65544000	375	450	450	450	450	450	0	450	0	450	0	450	0	375	0	0	450	0	450	0	0	450	450	450	150	0	0	0	0	450	0	0	0	0	450	0	0	0	0	0	0	450	450	375	0	0	0	0	0	0
chr17_68353050_68353450	0	0	400	325	0	175	0	150	250	375	0	400	400	0	0	300	0	0	0	375	0	0	400	400	400	0	400	0	0	0	0	0	325	325	0	400	0	400	400	0	0	400	0	400	375	400	400	0	400	300
chr17_73338850_73339650	300	800	800	800	0	800	800	800	800	800	800	800	800	500	800	0	800	0	0	800	0	0	800	800	300	0	0	800	575	800	800	800	0	0	800	0	725	350	0	800	0	800	800	800	0	0	0	0	0	0
chr17_73343700_73344000	0	300	300	225	0	300	75	75	300	300	300	300	300	0	300	300	300	0	0	300	0	75	300	300	0	75	0	300	300	300	300	300	0	0	300	0	300	300	0	300	0	300	300	300	0	0	0	0	0	0
chr17_73354800_73355250	0	450	450	150	0	450	0	450	450	375	450	450	450	0	450	450	450	450	225	75	0	0	450	450	150	0	0	450	450	450	450	450	0	0	450	0	450	450	0	450	0	450	450	450	0	0	0	0	0	0
chr17_73359350_73360300	0	950	950	825	0	950	475	925	950	950	950	950	950	0	950	100	950	950	0	925	0	325	950	950	0	0	0	950	950	950	950	950	0	0	950	0	950	950	250	950	0	950	950	950	0	0	0	0	0	0
chr17_73361400_73362000	0	600	600	300	0	600	375	600	600	600	600	600	600	225	600	600	600	600	375	450	0	0	600	600	600	0	0	600	600	600	600	600	0	0	600	0	600	600	600	600	0	600	600	600	0	0	0	0	0	0
chr17_73373950_73374650	0	700	700	0	0	700	700	700	700	700	0	700	700	0	375	0	700	0	0	700	0	0	700	0	0	0	0	700	125	700	700	700	0	0	700	0	700	0	0	700	0	700	700	125	0	0	0	0	0	0
chr17_73374800_73375200	0	400	400	375	0	400	175	400	400	400	400	400	400	0	75	0	400	0	0	400	0	0	400	375	0	0	0	400	225	400	400	400	0	0	250	0	400	0	0	400	0	400	400	400	0	0	0	0	0	0
chr17_73379550_73380150	0	600	600	0	0	600	75	600	600	600	600	600	600	0	375	600	600	225	0	600	0	0	600	600	75	225	0	600	600	600	600	600	0	0	600	0	600	600	0	600	0	600	600	600	0	0	0	0	0	0
chr17_73404750_73405050	0	300	300	300	0	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	0	0	300	300	300	0	0	300	300	300	300	300	0	0	300	0	300	300	300	300	0	300	300	300	0	0	0	0	0	0
chr17_73407450_73407850	0	400	400	400	0	400	400	400	400	0	75	400	400	0	375	0	400	225	400	0	0	0	400	375	375	0	0	250	150	400	400	0	0	0	400	0	400	400	0	400	0	400	225	75	0	0	0	0	0	0
chr17_73440000_73440900	225	900	900	675	0	900	675	900	900	900	900	900	900	0	900	900	900	75	375	900	0	75	900	900	900	0	0	900	825	900	900	900	0	0	900	0	900	600	75	900	0	900	900	900	0	0	0	0	0	0
chr17_73444650_73445700	0	1050	1050	675	0	375	0	1050	1050	1050	525	1050	1050	0	0	225	1050	0	675	225	0	0	1050	1050	0	0	0	450	75	450	1050	525	0	0	1050	0	1050	375	0	1050	0	1050	150	1050	0	375	0	0	0	0
chr17_73446750_73447650	0	900	900	825	0	900	900	900	900	900	900	900	900	450	450	900	900	375	0	900	0	0	900	900	0	0	0	900	75	900	900	900	0	0	900	0	900	825	0	900	0	900	900	900	0	0	0	0	0	0
chr17_73455700_73456250	0	550	550	550	0	550	550	550	550	550	550	550	550	0	550	125	550	550	350	550	0	0	550	550	350	0	0	550	550	550	550	550	0	0	550	0	550	550	275	550	0	550	550	550	0	0	0	0	0	0
chr17_73458400_73458850	250	450	450	450	0	450	450	450	450	450	450	450	450	0	450	0	450	0	0	425	0	0	450	425	50	0	0	100	0	450	450	450	0	0	325	0	450	325	250	450	0	450	450	450	0	0	0	0	0	0
chr17_73461000_73461300	0	300	300	300	0	300	300	300	300	300	300	300	300	0	300	0	300	300	300	300	0	0	300	300	0	0	0	300	300	0	300	75	0	0	300	0	0	0	0	300	0	300	0	300	0	75	0	0	0	0
chr17_73484800_73485300	225	500	500	500	0	500	500	500	500	500	500	500	500	75	500	50	500	300	150	500	0	0	500	500	0	0	0	375	150	450	500	500	0	0	500	0	450	0	0	500	0	500	450	500	0	0	225	0	0	75
chr17_73495200_73495750	0	550	550	0	0	550	0	550	550	550	550	550	550	0	0	225	225	0	175	0	0	0	550	550	0	0	0	450	0	225	550	550	0	0	525	0	550	450	0	550	0	550	375	550	0	0	0	0	0	0
chr17_73497200_73498550	0	1350	1350	1350	0	1350	250	1350	1350	1350	1350	1350	1350	0	800	100	1350	0	0	675	0	0	1350	1350	0	0	0	650	575	1350	100	325	0	0	850	0	1325	375	0	1350	0	1350	425	1350	0	0	0	0	0	0
