A.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr11_104964950_104965250	0	0	50	125	0	0	0	0	0	200	0	200	50	0	300	300	125	300	50	0	200	0	0	275	0	0	300	300	300	300	300	0	0	300	300	0	0	300	275	300	300	300	0	0	50	300	0	0	275	0
chr11_105029100_105029500	0	0	100	0	0	0	0	0	0	0	0	325	0	0	0	400	0	400	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	375	0	0	0	0	0	0	0	0
chr11_105208650_105209350	0	0	700	600	450	0	0	0	375	0	0	225	0	0	0	300	0	150	0	0	0	0	0	700	0	0	225	75	375	225	375	0	0	700	150	0	0	675	300	225	150	600	0	0	225	0	0	75	0	0
chr11_105828600_105828800	0	0	200	0	0	0	0	0	0	50	0	200	50	50	0	200	0	200	0	125	0	0	0	200	0	0	125	200	200	0	0	0	0	200	0	0	0	200	200	50	0	200	0	0	50	0	0	0	0	0
chr11_108021300_108021500	0	0	75	50	50	0	50	125	0	200	0	200	200	125	200	200	0	200	200	0	0	0	0	200	0	0	200	200	200	0	200	0	0	200	0	0	0	200	200	200	200	200	0	0	0	0	0	0	150	0
chr11_111451600_111452000	400	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	400	50	125	0	125	0	0	0	0	125	400	0	50	0	400	50	0	0	275	0	0	0	0	0	0	0	0
chr11_113493150_113493200	0	0	50	50	50	0	0	0	0	50	0	50	50	50	50	0	0	0	0	0	0	0	0	50	0	0	0	50	50	50	0	0	0	50	0	0	0	50	50	50	0	50	0	50	0	0	50	50	0	0
chr11_113578450_113578750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	300	0	0	0	275	300	0	0	0	0	0	0	0	0	0	0	0
chr11_113593650_113594200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	475	0	0	0	0	550	525	0	0	525	0	375	0	0	0	0	0	0
chr11_114111750_114112050	0	0	0	0	150	0	0	0	0	0	0	0	150	300	300	300	0	300	300	225	0	0	0	300	0	0	300	300	300	300	300	0	0	300	300	0	0	300	300	300	300	300	0	150	0	0	0	0	0	0
chr11_114131550_114131850	0	0	300	300	0	0	0	150	0	0	0	300	0	300	300	300	300	300	0	0	0	300	0	300	0	0	300	300	300	300	150	0	0	300	300	0	0	300	300	300	300	300	0	300	0	300	0	0	0	0
chr11_114216700_114217450	0	0	0	0	575	0	0	0	0	50	0	0	50	750	750	750	750	750	0	0	0	0	0	750	0	0	750	750	750	750	575	0	0	750	750	0	0	750	750	750	0	725	0	0	0	0	0	0	0	0
chr11_116065350_116065650	0	225	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	75	0	0	0	300	0	0	0	0	0	0	300	0	75	0	0	75	0	300	300	0	0	300	0	0	0	0	0	0	0	0
chr11_116066700_116066950	0	150	150	0	0	0	0	0	0	0	150	0	0	250	0	0	0	0	0	0	0	75	0	250	0	0	0	0	0	0	0	0	0	250	0	150	0	250	225	0	0	225	0	0	0	0	0	0	0	0
chr11_116336000_116336650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	600	0	0	625	0	0	0	0	0	0	0	0
chr11_116356950_116357550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	150	75	600	0	0	0	600	375	0	0	600	0	0	0	0	0	0	0	0
chr11_116417000_116417550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	525	0	0	550	0	0	0	0	0	0	0	0
chr11_116421450_116421900	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	450	0	0	0	0	0	0	0	0
chr11_117561200_117561600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	400	175	0	0	375	400	0	0	400	0	0	0	0	0	0	0	0
chr11_118076750_118077300	550	400	550	550	550	550	550	550	550	550	550	550	550	550	0	225	325	0	550	550	550	550	550	550	0	0	0	0	0	0	0	0	0	550	0	0	0	550	550	0	550	525	550	550	0	0	0	0	0	0
chr11_118114900_118115200	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	300	0	200	300	0	0	300	0	0	50	125	0	0	0	0
chr11_121198400_121198750	0	0	0	0	250	0	0	350	0	0	350	0	0	0	0	0	0	0	0	0	325	0	0	325	0	350	0	0	350	0	0	0	350	350	0	0	350	325	350	250	350	325	0	0	350	350	350	350	350	350
chr11_122007500_122007900	0	0	325	0	0	0	0	225	0	0	0	0	400	300	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	400	375	0	0	375	0	0	0	0	0	0	0	0
chr11_122875650_122876050	400	0	0	0	0	0	400	100	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	150	75	225	0	150	0	400	400	0	0	75	0	0	75	0	0	0	75	0
chr11_122884600_122885100	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	500	0	0	0	0	0	0	0	0	0	0	0
chr11_122892950_122893350	0	0	0	0	0	0	0	0	0	0	0	175	150	400	400	400	0	400	400	0	400	0	0	375	0	0	400	400	400	375	300	0	0	400	400	0	0	400	375	400	0	375	0	0	0	0	0	0	0	0
chr11_123105000_123105400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	375	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
chr11_123235700_123236100	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
chr11_124326150_124326300	0	0	75	0	0	0	0	0	0	0	150	0	150	150	150	150	150	150	150	0	150	0	150	150	0	0	150	150	150	150	150	0	0	150	150	0	0	150	150	0	0	150	0	150	0	0	0	0	0	0
chr11_124482450_124482900	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	75	0	0	0	0	0	450	0	0	75	0	0	0	0	0	0	75	0	0	0	450	0	0	0	450	0	0	0	0	0	0	0	0
chr11_124861250_124861600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	325	325	0	0	0	0	0	0	0	0	0	0	0
chr11_125064700_125065150	0	0	50	0	0	0	50	0	50	0	0	350	0	0	50	0	0	0	0	0	0	350	0	450	0	0	50	450	125	125	50	0	0	200	0	0	0	450	425	0	425	425	0	0	0	0	0	0	0	0
chr11_125068450_125069000	0	0	550	0	0	0	0	0	0	550	50	550	0	0	0	0	550	550	0	0	200	500	0	550	0	0	0	550	0	125	0	0	0	550	0	275	0	500	550	0	200	550	0	0	350	0	0	0	0	0
chr11_125075350_125075800	275	0	450	0	275	450	450	200	450	450	450	450	450	0	450	0	0	0	450	450	325	400	450	425	0	0	0	425	275	0	0	0	0	450	0	0	200	450	450	125	450	450	0	450	0	0	0	0	0	0
chr11_125398700_125399650	0	400	550	375	300	625	950	400	0	0	0	675	0	0	0	325	175	0	700	0	0	25	0	925	0	0	0	0	0	600	0	0	450	950	0	0	775	950	950	0	950	925	0	0	750	675	0	0	600	625
chr11_125942400_125942650	0	0	0	0	0	0	0	0	0	225	150	0	250	0	0	250	0	0	225	0	0	150	0	250	150	0	0	0	0	0	250	0	0	250	225	250	225	250	225	250	250	250	0	150	250	0	0	0	0	0
chr11_126607350_126607750	375	0	0	0	0	0	400	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	175	300	0	250	225	150	0	375	400	0	150	375	0	0	0	0	0	0	0	0
chr11_128760300_128760800	0	150	0	0	0	500	75	0	450	50	50	0	0	0	0	0	75	0	0	0	0	0	0	500	500	0	425	0	75	0	0	500	0	500	0	500	0	500	500	0	500	0	0	0	0	0	0	0	0	0
chr11_131689050_131689350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	300	0	0	0	150	300	0	0	0	0	0	0	0	0	0	0	0
chr11_133892700_133893700	0	0	0	0	0	0	0	0	0	0	825	0	825	0	0	0	0	0	0	0	0	0	0	850	0	925	0	900	450	0	0	0	675	1000	0	0	625	975	1000	0	0	1000	0	0	850	550	0	0	0	625
chr11_133905150_133906900	300	0	0	0	0	0	0	0	0	525	0	375	1050	0	0	0	0	0	0	0	0	0	0	1575	0	975	0	975	975	0	375	0	1200	1750	0	0	750	1500	1725	0	0	1650	525	0	1050	900	0	0	0	825
chr11_133917000_133917200	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	125	0	0	0	200	0	0	0	0	0	0	150	0	50	200	0	0	0	200	125	0	0	200	0	0	0	0	0	0	0	0
chr11_133946450_133946750	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	25	0	0	250	0	50	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	275	300	0	50	300	50	0	0	0	0	0	0	0
chr11_133947200_133947900	0	0	0	0	0	0	0	0	0	700	300	0	700	0	0	0	0	0	175	600	0	100	0	675	0	0	0	375	250	0	550	0	0	700	0	0	0	700	700	0	625	700	0	550	375	75	0	0	0	0
chr11_134074000_134076100	0	0	600	0	0	0	0	0	0	125	300	0	2100	0	0	825	0	825	0	0	0	0	0	2100	0	0	50	1850	600	1925	0	0	0	2100	0	0	0	1850	2075	50	0	2000	0	0	275	0	0	125	125	125
chr11_134076450_134077700	150	0	0	0	0	0	0	0	300	0	0	0	825	0	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	1250	0	0	0	600	0	0	0	0	0	0	0	0
chr11_134083350_134083650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	225	0	0	0	300	0	0	0	0	0	0	0	0
chr11_134091000_134091400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0
chr11_134095550_134096400	0	0	0	0	0	0	0	325	0	0	300	0	850	0	375	325	0	0	0	0	0	0	0	850	0	0	0	850	450	450	0	0	0	850	300	0	0	850	675	525	0	825	0	0	0	0	0	0	0	0
chr11_134098550_134099050	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	175	175	0	0	0	0	0	0	475	0	0	0	500	0	0	0	0	0	500	0	0	0	475	0	0	0	475	0	0	0	0	0	0	0	0
chr11_134117850_134118150	0	0	75	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	300	0	300	0	0	300	300	150	300	0	0	0	300	300	0	0	300	300	150	0	300	0	0	0	0	0	0	0	0
chr11_134126400_134127000	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	300	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	600	0	0	0	600	0	75	0	225	0	0	0	0	0	0	0	0
chr11_134409350_134410650	0	0	0	0	0	375	0	0	0	1050	0	0	1050	0	525	1125	225	225	0	0	0	750	0	1300	0	0	375	450	750	75	0	0	150	1275	150	0	0	675	1200	150	675	1275	0	225	0	0	0	0	0	0
chr11_134536250_134537400	0	0	0	0	0	450	825	0	675	475	325	0	700	0	0	1000	175	0	0	675	0	700	0	975	0	0	0	675	1150	700	850	0	825	1150	1000	0	525	1150	1150	675	900	1150	0	600	0	0	0	0	0	0
chr11_134559000_134561400	300	0	0	0	375	375	2325	0	0	1050	0	0	2400	0	0	375	900	0	0	2400	450	375	0	2400	0	0	0	2025	2175	750	525	0	0	2400	0	375	0	2175	2400	0	0	2400	0	0	0	0	0	0	0	0
chr11_134579450_134580300	0	0	0	0	0	0	850	0	0	325	0	0	850	0	0	0	0	0	0	325	0	0	0	675	0	0	0	0	0	0	0	0	0	850	0	0	0	850	600	0	0	850	0	0	0	0	0	0	0	0
chr11_134581700_134582850	0	75	0	0	1150	0	1150	0	150	900	300	0	1150	0	300	150	450	0	0	1125	0	825	0	1125	0	0	0	600	600	600	450	0	0	1150	0	0	0	1050	1150	0	0	1150	300	0	0	0	0	0	0	0
chr11_134584650_134587050	0	0	0	0	900	0	2400	0	0	2400	0	0	2400	0	600	0	375	0	0	2400	525	1425	0	2400	0	225	450	1650	2400	1500	375	0	0	2400	0	375	75	2400	2400	0	0	2400	0	225	0	0	0	0	0	0
chr11_134588500_134589700	0	0	0	0	1200	0	1175	0	50	950	800	0	1200	250	125	0	0	0	0	875	200	0	0	1200	275	200	0	200	1025	0	0	0	0	1200	0	125	50	1175	1175	0	0	1200	0	0	0	0	0	0	0	0
chr11_134599250_134599950	0	0	0	0	300	0	0	0	0	0	0	0	700	0	0	375	400	375	0	450	0	0	0	700	0	0	0	0	300	0	0	0	0	675	0	0	0	450	475	0	0	700	0	0	0	0	0	0	0	0
chr11_134639550_134639950	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	375	0	0	0	0	0	0	0	0
chr11_134640950_134641650	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	375	0	700	0	0	400	675	475	0	0	700	0	0	0	0	0	0	0	0
chr11_134643350_134643850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	500	0	0	0	175	250	0	0	450	0	0	0	0	0	0	0	0
chr11_134696000_134696950	0	0	0	0	300	0	0	0	0	600	0	0	775	525	0	300	0	0	0	0	0	0	0	925	0	0	0	0	0	0	600	0	0	700	0	0	0	825	900	0	0	750	0	0	0	0	0	0	0	0
chr12_1813600_1814050	400	0	425	275	50	0	450	0	0	0	0	0	0	125	0	0	200	0	0	275	0	125	0	450	0	0	275	0	350	0	50	0	50	450	125	0	0	200	425	200	450	450	0	0	0	0	0	0	0	0
chr12_1827900_1828200	0	0	150	0	0	0	300	0	150	0	75	300	300	225	0	0	225	0	0	150	75	300	75	300	0	0	0	0	0	0	0	0	75	300	0	0	300	300	300	0	300	300	300	300	0	0	0	0	0	0
chr12_1839350_1840200	0	0	600	0	0	0	0	0	0	325	400	450	0	850	0	225	850	0	0	0	175	475	0	825	0	0	600	825	850	0	600	0	0	850	525	0	375	825	850	750	0	850	0	0	300	0	0	0	0	0
chr12_1841400_1841700	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	75	300	0	0	0	0	0	0	300	0	0	300	300	300	150	300	0	0	300	300	0	0	300	300	300	300	300	0	0	0	0	0	0	0	0
chr12_1843350_1843650	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	75	300	0	0	0	0	0	0	300	0	0	300	300	300	300	300	0	0	300	300	0	75	300	300	300	0	300	0	0	0	0	0	0	0	0
chr12_1844700_1844850	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	150	0	0	0	0	0	0	150	0	150	0	150	0	0	0	0	0	150	150	150	0	150	150	0	0	150	0	0	0	0	0	0	0	0
chr12_1845550_1845900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	350	0	50	350	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	350	0	0	350	0	0	0	0	0	0	0	0
chr12_1918800_1920000	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	1200	1200	1200	1200	0	0	0	0	0	1200	0	0	1200	1200	1200	1200	825	0	0	1200	1200	0	0	1200	1200	1200	0	1200	0	0	0	0	0	0	0	0
chr12_2094300_2095050	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	75	150	0	0	0	0	525	0	75	0	0	0	0	0	0	0	0	0	750	0	0	0	525	750	0	300	450	0	0	0	0	0	0	0	0
chr12_2151800_2152450	0	0	0	625	0	650	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	550	650	0	0	550	650	650	0	0	550	250	0	475	400	250	325	475	400
chr12_2237000_2237550	0	0	0	525	450	0	0	0	0	0	0	0	225	75	0	0	0	0	0	0	0	0	0	550	0	550	0	0	0	0	0	0	550	525	0	0	550	550	550	0	0	550	0	300	550	550	450	450	525	550
chr12_2239850_2240650	0	0	0	0	0	0	0	0	0	0	0	0	300	100	400	0	475	0	0	0	0	0	0	775	0	300	0	0	0	0	0	0	0	800	0	0	0	675	800	0	0	625	175	0	375	0	0	375	0	0
chr12_2252850_2253150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	300	300	0	0	300	300	300	0	0	300	0	0	300	300	0	300	225	300
chr12_2268450_2268850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	375	0	0	375	0	0	0	0	0	0	0	0
chr12_2536000_2536350	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	350	0	0	0	0	0	0	0	0
chr12_4256850_4257400	0	0	0	0	0	0	0	0	0	0	0	550	0	0	550	550	400	550	0	0	0	0	0	550	0	0	550	550	550	550	550	0	0	550	550	0	0	550	525	550	0	550	0	0	250	0	0	0	375	0
chr12_4324600_4324900	0	0	0	0	0	0	300	300	0	125	125	275	50	50	0	0	0	0	0	0	0	0	0	50	0	0	0	300	0	125	0	50	275	300	0	0	0	300	300	200	300	275	0	125	0	0	0	0	0	0
chr12_4570000_4570450	425	0	0	0	0	125	200	50	50	125	0	450	0	450	450	450	450	425	450	0	0	0	125	450	0	0	200	450	450	450	0	0	0	450	450	0	0	450	450	450	125	425	0	0	0	0	0	0	0	0
chr12_4570700_4571400	0	0	375	0	450	0	0	0	600	600	0	700	0	700	700	700	475	0	700	0	0	0	0	700	0	0	475	700	700	700	0	0	0	700	700	0	0	700	700	700	325	675	0	0	0	0	0	0	0	0
chr12_4942950_4943400	0	0	450	450	450	0	450	0	0	75	150	225	150	450	450	450	450	450	0	0	0	0	0	450	0	0	450	450	450	450	450	0	150	450	450	0	75	450	450	450	0	450	0	0	0	0	0	0	0	0
chr12_4944250_4944550	0	0	0	0	0	0	0	0	0	0	250	0	0	200	300	300	300	0	0	0	0	0	0	275	0	50	300	300	300	300	300	0	0	300	300	0	0	300	300	300	0	300	0	0	0	0	0	0	0	0
chr12_5002950_5003250	150	0	75	0	75	0	300	0	0	300	300	300	300	0	0	300	225	0	0	0	0	300	0	300	0	0	0	300	300	0	225	0	0	300	300	0	0	300	300	0	0	300	0	0	0	0	0	0	0	0
chr12_5041750_5042100	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	350	350	0	0	0	0	50	350	0	0	350	350	350	150	150	0	0	350	350	0	0	350	350	350	0	350	0	0	0	0	0	0	0	0
chr12_5053500_5054350	0	300	0	0	0	0	0	0	0	775	850	675	850	850	850	850	850	850	0	0	0	0	0	850	0	0	850	850	850	850	850	0	0	850	850	0	0	850	825	850	0	850	300	0	0	0	0	0	0	0
chr12_5059500_5059800	0	300	150	300	300	0	300	0	0	300	300	300	300	0	0	0	0	0	300	300	0	75	0	300	0	0	0	300	0	0	75	0	0	300	0	0	0	300	300	0	300	300	300	75	0	0	0	0	0	0
chr12_5841050_5841400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	350	325	0	0	0	0	0	0	0	0	0	0	0
chr12_6091950_6092300	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0
chr12_8079650_8079900	0	0	0	0	0	0	0	0	0	0	75	250	0	150	250	250	0	250	0	0	0	0	0	250	0	0	225	250	250	250	225	0	75	250	150	0	0	250	250	250	250	225	0	250	0	0	75	0	0	0
chr12_8124600_8124850	0	0	0	0	0	0	0	0	0	0	0	150	0	250	250	250	250	250	250	0	0	0	0	250	0	0	250	250	250	250	250	0	0	250	250	0	0	250	225	250	0	250	0	150	0	0	100	100	0	25
chr12_8510100_8510200	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0	0	0	0	100	0	0	100	75	100	0	0	0	0	100	0	0	0	100	75	75	0	75	0	0	0	100	0	100	75	0
chr12_9421400_9421800	100	25	400	150	400	400	400	400	400	400	400	400	400	0	0	0	0	0	400	400	400	250	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	400	400	0	400	400	400	400	0	0	0	75	0	75
chr12_9946850_9947100	0	0	250	25	250	0	0	0	0	250	250	250	0	150	0	250	225	75	250	0	0	0	75	225	0	0	225	250	250	250	0	0	75	250	250	0	0	250	250	250	0	250	0	0	0	0	0	0	0	0
