A.H3K4me3.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr15_60370550_60371050	500	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_84672600_84672900	300	0	300	0	150	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	75	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15_92643800_92644150	325	350	0	0	325	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
chr15_98852700_98853000	300	300	0	150	300	0	300	0	150	300	300	0	0	300	300	300	300	300	300	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr16_41700_42550	825	0	0	0	775	0	675	0	0	0	300	0	0	0	0	0	0	0	0	0	0	850	850	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_3735300_3735700	400	0	225	0	75	0	400	150	225	0	0	0	0	0	0	0	0	0	0	0	0	225	400	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_11560700_11561100	400	400	0	0	400	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	400	375	400	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr16_11967700_11968000	300	300	0	0	275	200	275	50	275	0	125	0	200	0	125	0	0	0	0	0	200	300	300	275	0	125	300	0	50	0	0	0	300	50	0	0	200	0	200	0	0	0	0	300	0	0	0	0	300	125	0	300	275	125
chr16_17383200_17383500	300	0	225	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	0	0	0	0	0	300	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0
chr16_48364350_48364950	600	600	0	75	600	0	600	0	600	0	600	450	0	0	75	0	0	0	0	0	150	600	600	600	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	150	0	0	600	0	0	0	0	0	0	0	0	0
chr16_67750400_67750750	350	350	0	0	325	0	350	250	175	0	0	0	0	0	300	0	0	0	0	0	350	350	325	0	0	325	250	0	0	0	350	0	350	175	0	350	350	0	250	0	0	350	0	0	0	0	0	350	350	350	0	350	350	350
chr16_85437100_85437450	0	0	0	0	0	0	0	0	350	0	0	0	0	0	350	0	0	0	350	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_85927550_85928050	475	175	0	0	500	0	475	25	500	0	0	0	0	0	100	0	0	25	500	0	500	500	500	500	0	100	0	0	325	175	500	175	0	0	0	0	250	0	100	0	250	0	0	0	0	250	0	0	500	400	0	25	500	0
chr16_89100300_89100750	450	0	75	0	450	75	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	300	0	0	0	225	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	150	0	0	0	75	0	0	0	0	0
chr17_1791650_1792150	500	0	0	0	500	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_4176500_4177450	950	0	0	0	950	0	950	0	0	0	100	950	0	0	0	25	0	0	0	0	0	750	950	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_8894250_8895150	900	0	375	0	675	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0
chr17_29307200_29307750	550	475	0	0	550	325	550	0	250	0	0	0	0	0	0	0	0	0	0	0	0	550	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_30810450_30810750	300	300	0	0	300	225	0	300	300	0	0	0	0	0	0	0	0	300	0	0	0	300	300	0	0	300	0	0	300	0	0	300	0	0	0	225	150	0	0	0	0	75	0	0	0	300	0	0	300	300	0	225	300	75
chr17_57490700_57491850	1125	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_57492300_57492950	650	275	425	0	650	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_57499600_57500050	400	450	0	0	350	50	0	50	425	0	0	0	0	0	0	0	0	0	0	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_57531500_57531900	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_57577550_57578700	1050	525	0	0	1075	0	1125	0	0	0	0	0	0	0	375	0	0	0	0	0	0	1150	1150	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_70167800_70168200	375	0	300	0	300	0	150	150	375	0	75	0	0	75	375	150	0	375	225	400	0	400	375	0	0	0	0	150	375	375	300	375	225	375	0	0	150	300	150	0	300	0	0	150	300	300	0	0	375	300	300	225	300	300
chr17_79866950_79867450	500	500	500	0	500	0	475	0	475	0	0	0	0	0	0	0	0	500	475	0	0	475	500	0	0	475	0	0	400	400	500	0	300	0	0	0	0	0	400	250	400	0	0	0	0	475	0	0	0	0	0	0	0	0
chr17_81119000_81119300	0	0	0	0	50	0	275	0	200	0	275	275	50	275	300	300	19	200	200	0	0	300	300	300	125	200	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	177	300	300	125	125	125	300	300
chr18_13284000_13285150	1000	925	775	0	1050	0	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	1150	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
chr18_55998300_55998850	450	550	0	0	550	0	375	0	450	0	525	0	0	0	0	0	0	0	0	0	150	550	375	550	0	0	0	0	0	0	0	0	300	0	375	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_59969550_59969850	300	0	0	0	0	0	0	0	0	0	300	0	300	300	300	300	0	300	300	0	0	300	300	0	0	300	300	300	300	300	300	300	300	300	0	300	300	300	300	0	300	300	0	300	0	300	300	300	300	300	0	0	300	300
chr18_76874750_76875300	550	550	0	0	450	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_76919600_76920000	225	0	0	0	375	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_76921350_76922400	1050	1050	0	0	900	0	1050	0	1050	0	0	0	0	0	150	0	0	0	0	0	0	1050	1050	450	0	150	0	0	0	0	150	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	300	0	225	0	300	300	300
chr18_76970850_76971150	300	300	300	225	300	0	300	0	300	0	300	0	0	0	300	0	0	0	0	300	225	300	300	300	0	300	0	0	0	0	0	0	0	0	0	300	0	0	225	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0
chr18_79252550_79253400	850	0	0	0	850	0	750	0	0	0	0	0	0	0	0	0	0	0	0	300	0	675	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_79447650_79448000	275	0	0	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	0	0	300	50	0	0	0	0	0	0	0	0	300	225	0	0	350	0	0	0	0	0	0	0	0	0
chr19_1922050_1922350	300	300	0	0	300	0	275	0	300	0	0	0	0	0	0	0	0	0	0	0	0	125	300	300	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_4088900_4089300	400	400	0	0	300	0	400	0	400	225	225	225	0	0	400	375	0	300	0	225	225	400	225	225	0	0	150	0	300	400	400	300	225	0	0	0	0	150	0	0	400	75	0	0	0	400	165	300	0	0	0	0	0	0
chr19_9429300_9429700	375	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_9430200_9430500	300	0	0	150	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	300	300	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_9430650_9431550	825	0	0	0	0	0	900	0	0	75	750	0	525	0	0	0	0	0	0	0	0	900	900	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_15395000_15395850	850	0	0	175	850	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_19525800_19526300	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	500	0	0	50	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	350	0	0	125	500	500
chr19_38394750_38395050	300	0	0	0	0	300	300	0	300	0	300	0	0	300	300	300	0	300	300	0	0	300	300	300	150	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	0	300	0	300	300	300	300	300	300	300
chr19_49196150_49197100	0	950	0	0	925	0	925	0	950	0	900	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_56476400_56477750	1325	0	0	0	1325	0	0	0	950	450	375	0	0	1325	1350	1250	57	1350	1350	1325	0	1350	1350	425	0	950	1025	575	1350	1350	1350	1350	1025	1100	50	1350	1025	1350	1175	575	1350	1250	305	950	0	1350	479	1100	725	800	1175	1025	1100	125
chr19_56478100_56479050	950	0	0	0	950	0	0	0	575	0	0	0	0	950	950	950	181	950	950	950	0	950	950	350	0	650	650	500	950	950	950	950	650	800	350	950	650	950	725	350	950	950	0	575	0	950	461	725	575	725	875	875	725	275
chr19_56507000_56508850	1825	1750	0	0	1825	0	1500	0	1850	900	1275	0	250	1450	1850	1825	584	1850	1825	1850	0	1850	1825	675	0	1750	1650	1425	1850	1850	1850	1850	1500	1725	1450	1850	1575	1850	1725	1050	1850	1750	618	1575	600	1850	329	1650	1425	1650	1575	1575	1650	825
chr2_39203450_39204000	450	375	0	0	550	0	550	0	0	0	375	0	0	0	0	0	0	0	0	0	0	550	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_53961500_53962000	500	475	0	250	475	0	500	0	0	0	0	0	0	0	500	0	0	500	300	0	0	500	500	0	0	500	0	0	500	500	500	500	0	0	0	500	300	475	475	0	500	500	0	0	0	500	0	500	400	325	0	0	250	25
chr2_53962950_53963350	375	400	0	0	400	0	400	0	0	0	0	0	0	0	400	0	0	400	0	0	0	400	400	375	0	0	0	0	0	400	400	375	0	0	0	400	0	0	0	0	400	400	0	0	0	225	0	400	400	75	0	0	225	0
chr2_55425500_55426150	650	650	0	0	650	300	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	625	650	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_65608550_65609200	650	650	0	0	625	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	650	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_132258100_132258450	350	0	0	150	200	0	0	0	350	0	0	0	350	125	275	0	0	0	275	0	350	350	350	0	0	125	350	0	275	200	50	50	350	350	0	0	350	0	0	0	125	0	0	275	0	350	0	0	275	275	0	350	125	200
chr2_190318050_190318450	400	0	0	0	400	0	400	0	0	0	0	0	0	0	175	0	0	250	0	0	0	400	400	400	0	175	100	0	400	400	0	25	100	25	0	400	250	0	100	0	175	400	0	0	25	0	0	0	100	25	0	0	25	100
chr2_207721850_207722200	350	350	0	0	300	0	350	0	325	0	325	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_231161100_231161400	300	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
chr2_234993750_234994200	450	0	0	0	450	0	450	0	0	0	0	0	0	0	450	0	0	0	450	0	0	450	450	0	0	150	0	0	450	450	450	0	0	0	0	450	0	0	450	0	0	375	0	0	0	450	0	450	450	0	0	0	0	0
chr2_235044350_235044650	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	0	300	300	300	0	300	275	0	0	300	0	0	300	300	300	300	300	300	0	300	0	300	300	300	300	300	0	0	0	300	0	300	0	0	0	0	0	0
chr2_239317100_239317450	175	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	325	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0
chr2_239319000_239319850	850	525	0	525	850	0	850	850	775	0	825	300	0	0	0	0	0	850	0	225	0	850	850	850	0	825	850	300	850	850	850	0	0	0	0	850	850	750	675	0	850	775	0	825	850	850	623	600	675	850	0	0	825	0
chr20_17664150_17664600	450	450	0	0	450	0	300	0	450	0	0	0	0	0	0	0	0	0	0	0	0	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_36645600_36645950	350	350	0	0	300	200	350	0	0	0	350	0	0	0	0	0	0	125	0	0	0	350	350	350	0	350	0	0	50	0	0	0	0	0	275	350	0	0	200	125	50	275	0	0	350	125	0	200	275	350	0	275	350	350
chr20_38779350_38779900	550	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20_43731150_43732500	1350	1350	0	525	300	0	525	0	1350	0	1350	0	0	0	0	0	0	0	0	300	0	1350	1350	1125	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	75	0
chr21_24995100_24995400	300	300	0	0	300	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	225	300	300	150	0	0	300	0	0	0	0	0	300	0	300	0	0	0	150	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
chr21_34132250_34132600	350	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	25	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21_44087600_44088400	800	800	0	700	800	0	775	0	675	800	775	0	0	0	550	0	0	625	0	0	0	775	800	800	0	525	25	0	475	800	775	0	0	0	0	700	0	0	0	0	0	0	0	0	700	300	0	0	625	0	0	0	0	0
chr22_11060850_11061250	400	0	0	400	400	0	400	0	0	0	400	0	325	0	0	0	0	0	0	400	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	250	0	0
chr22_39079150_39079600	450	450	50	0	425	450	450	50	450	0	0	0	0	0	0	0	0	0	0	0	0	450	125	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22_40048100_40048650	550	550	0	0	550	0	450	450	450	0	0	0	0	0	0	0	0	175	0	0	0	550	550	0	0	0	0	0	0	150	0	0	0	0	0	550	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0
chr22_40684650_40685550	375	0	0	0	825	0	600	0	0	0	900	0	0	0	0	0	0	0	0	0	900	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	900	0	0	0	0	375	0	0	0	450
chr22_45290150_45290700	550	0	0	0	0	0	375	0	0	0	375	375	0	0	0	0	0	0	0	0	0	525	550	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22_46652750_46653400	450	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	25	400	0	0	650	650	550	0	0	0	0	0	250	100	0	250	0	0	0	0	0	325	0	25	0	0	0	0	0	0	0	0	0	0	0	0	325
chr22_49881150_49881550	400	0	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	100	0	0	0	100	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400
chr3_16837100_16837650	525	150	0	0	525	150	525	150	0	0	0	0	0	0	0	0	0	0	0	0	0	525	550	375	0	0	300	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
chr3_32077400_32078250	825	0	0	0	825	0	775	0	850	0	0	0	0	0	375	0	0	0	0	225	850	850	375	0	0	850	0	0	0	0	0	0	750	850	0	0	850	0	850	0	0	0	0	0	0	225	0	0	850	850	600	850	850	850
chr3_48966950_48967300	350	0	0	0	0	0	325	0	300	0	175	0	0	0	0	0	0	25	0	0	175	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	300	0	0	0	0	0	0	350	0
chr3_52108250_52109050	700	525	0	0	600	0	800	0	400	450	0	0	0	0	800	0	0	0	0	0	0	800	800	0	400	0	0	0	600	0	800	700	625	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0
chr3_56878500_56878900	400	400	0	0	400	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	400	400	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_99945000_99945900	675	450	0	675	375	0	825	0	900	0	0	0	525	0	0	0	0	0	0	0	0	900	900	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_112302600_112303050	450	0	0	0	375	0	375	0	375	0	0	0	0	0	450	0	0	225	0	0	0	450	375	450	0	225	0	225	225	75	450	75	225	450	0	75	225	300	75	300	150	375	0	0	300	225	0	0	75	0	0	0	150	75
chr3_162044600_162044950	350	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_170248700_170249200	500	0	0	0	500	0	325	0	0	0	0	0	0	100	0	0	0	0	0	0	0	500	400	0	0	0	0	0	0	0	0	0	475	325	0	0	400	0	0	0	0	0	0	0	0	0	0	0	500	475	325	475	475	500
chr3_171810600_171811050	450	375	450	450	450	0	450	0	225	0	450	0	0	300	450	300	0	300	450	0	0	450	450	450	0	450	450	225	450	450	450	450	450	450	300	375	450	375	450	375	450	375	0	450	450	450	48	225	450	450	450	450	450	450
chr3_194893900_194894200	300	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_195173400_195173950	450	550	550	0	550	0	550	0	300	0	450	0	0	0	0	0	0	0	0	0	0	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_196742550_196742950	400	300	0	375	375	0	400	0	375	0	0	0	0	0	0	0	0	0	0	0	0	400	0	75	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
