A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr12_71518850_71519250	0	225	400	375	0	375	0	400	400	400	400	400	400	175	25	400	400	400	400	400	400	0	400	400	400	0	0	400	0	0	175	175	100	0	400	0	25	225	400	0	400	300	0	400	0	100	100	100	0
chr12_72121300_72121650	0	350	225	350	350	350	0	350	350	350	350	350	350	350	50	350	75	350	75	350	350	0	350	350	350	0	0	0	350	350	350	350	200	350	350	0	350	200	350	350	350	350	350	350	0	350	0	50	0
chr12_72951500_72951900	75	300	400	400	225	300	0	400	400	400	400	400	400	75	400	400	400	400	100	400	400	0	400	400	400	400	400	375	400	400	400	400	400	400	400	400	400	150	400	400	400	300	400	400	400	400	400	400	400
chr12_73605950_73606300	325	350	350	325	0	350	250	350	350	350	350	350	350	350	350	350	100	350	0	100	350	0	325	350	350	350	350	350	0	325	350	350	350	350	0	350	350	350	350	350	350	350	350	325	350	350	350	350	350
chr12_74268900_74269500	600	600	600	600	225	600	525	600	600	600	600	600	600	75	600	150	375	0	0	300	600	0	600	600	525	600	600	0	150	600	525	600	600	600	0	600	600	600	600	450	600	0	600	150	600	150	600	600	150
chr12_74817450_74817750	0	300	300	150	0	225	0	300	300	300	300	300	300	300	300	300	300	225	0	300	300	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225
chr12_74984900_74985500	0	550	600	325	0	500	0	500	550	600	600	600	600	550	600	600	600	0	175	600	600	0	600	600	175	600	600	600	600	600	600	600	600	600	600	600	325	600	600	500	600	600	600	600	600	525	0	600	0
chr12_76902900_76903300	0	150	400	400	0	375	150	400	400	400	400	400	400	100	400	0	400	0	0	400	400	0	400	400	400	0	0	0	0	0	0	400	0	0	175	0	0	400	225	375	400	0	0	325	0	0	0	0	0
chr12_76919750_76920150	0	400	400	400	0	400	0	400	400	400	375	400	375	300	400	0	0	400	0	0	400	0	400	400	0	400	0	325	0	0	100	400	0	0	400	0	400	0	400	250	400	0	0	0	0	0	0	0	0
chr12_76966050_76966350	150	300	300	300	0	300	0	300	150	300	300	300	225	300	300	225	225	300	75	300	300	0	300	300	300	0	0	75	300	300	0	0	0	0	300	0	225	300	300	300	300	300	0	300	0	0	0	0	0
chr12_77303450_77303950	0	400	500	400	0	400	400	475	475	500	500	500	500	500	250	500	500	500	475	500	500	0	500	500	500	0	0	500	500	500	500	500	475	0	500	0	500	475	500	500	500	500	475	500	0	400	175	0	100
chr12_77560600_77561100	0	300	500	500	0	500	0	500	500	500	500	425	500	500	275	500	0	350	500	500	500	0	500	500	425	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	0	500	225
chr12_78007100_78007450	0	0	0	350	325	350	0	350	350	350	325	350	325	350	100	0	25	325	0	350	350	0	350	350	350	0	0	0	0	0	325	325	0	0	350	0	325	175	0	25	350	0	0	350	0	0	0	0	0
chr12_80084550_80084850	0	300	300	300	0	300	0	300	300	300	300	300	300	150	300	300	300	300	0	300	0	0	300	300	300	0	0	300	0	300	0	300	0	0	300	0	150	300	300	300	300	300	0	300	0	0	0	0	0
chr12_80575500_80576050	175	550	550	550	475	550	0	550	550	525	550	550	300	100	550	250	550	0	550	550	550	0	550	400	525	450	550	525	100	550	0	100	550	550	550	475	0	550	0	450	550	0	175	450	25	0	0	0	0
chr12_81102350_81102850	500	500	500	500	475	400	0	500	500	325	475	500	500	0	475	175	500	400	175	475	400	0	475	500	500	500	0	500	250	475	0	400	500	500	500	325	0	325	175	500	500	500	0	500	0	325	325	0	0
chr12_81795300_81795900	450	450	525	600	375	600	0	600	600	600	600	600	600	600	600	450	525	0	600	375	600	0	600	600	600	0	0	525	600	450	75	600	600	600	600	600	525	600	600	600	600	525	600	600	300	75	150	0	75
chr12_82192250_82192550	0	0	300	300	0	300	0	300	300	125	300	300	300	300	100	0	300	250	0	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	250	0	300	300	300	300	250	300	300	300	300	300
chr12_82314600_82315000	0	375	375	0	325	375	0	375	400	400	400	375	400	400	400	400	400	400	0	400	400	0	400	400	400	400	375	400	325	400	400	400	300	400	400	400	400	375	400	400	400	375	400	0	25	0	0	25	175
chr12_82619600_82620100	475	500	500	500	25	500	0	500	500	475	500	500	500	500	500	325	500	500	475	475	500	0	175	475	100	500	500	500	325	400	500	500	500	500	400	500	500	500	500	500	500	500	500	500	500	475	300	0	0
chr12_83189600_83190100	475	500	500	500	400	500	0	500	500	500	325	175	500	500	500	0	0	500	175	500	500	0	500	250	0	500	500	500	250	500	500	500	500	500	500	500	400	500	500	400	500	500	500	0	500	300	500	500	250
chr12_83704800_83705250	450	150	450	450	450	450	75	450	450	450	450	450	450	450	450	225	450	450	0	450	450	0	450	375	450	450	450	450	450	450	450	450	450	450	450	450	450	450	225	450	450	450	450	300	450	450	450	450	75
chr12_84508150_84508550	0	400	400	400	200	400	0	400	400	400	400	400	400	350	400	50	0	50	0	400	400	0	400	400	50	350	400	0	125	200	400	400	400	400	0	400	400	50	400	400	400	275	400	0	200	0	125	0	0
chr12_85844050_85845000	0	675	950	600	0	950	300	0	950	950	950	950	950	950	125	950	50	950	650	950	950	0	950	950	450	275	950	950	425	950	950	950	950	950	950	950	950	950	950	950	950	950	650	950	875	0	0	0	0
chr12_86939400_86939800	0	400	400	400	0	400	0	400	400	400	400	400	375	0	0	375	0	0	0	375	400	0	400	400	400	325	400	0	400	0	0	0	400	400	0	400	0	375	400	0	400	400	400	0	400	400	0	400	0
chr12_88661550_88662000	300	450	450	450	300	450	0	450	450	225	450	450	450	375	450	150	450	450	225	450	375	0	450	450	450	300	150	450	450	450	450	450	450	450	450	375	450	450	450	450	450	450	0	450	0	150	450	0	225
chr12_89350500_89350800	0	0	300	300	0	300	0	300	300	300	300	300	0	0	0	225	0	0	0	300	300	0	300	300	0	0	75	0	0	0	0	0	300	0	300	0	0	0	0	0	300	0	0	225	0	300	0	0	0
chr12_90824500_90825100	575	600	600	600	200	600	0	600	600	600	600	575	600	275	250	350	500	600	0	600	600	0	500	600	0	600	600	600	0	575	350	575	600	600	50	600	600	600	125	600	600	600	50	600	0	425	0	0	275
chr12_93927750_93928050	0	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	150	75	0	300	300	0	300	75	300	0	0	0	0	0	300	0	0	0	300	0	0	0	75	0	300	75	0	0	0	0	0	0	75
chr12_96741050_96741600	0	550	525	550	0	550	0	550	550	550	550	550	550	550	250	525	550	0	100	550	525	0	550	550	550	0	0	0	450	0	0	475	0	0	325	25	0	550	550	550	550	0	0	0	0	25	525	475	0
chr12_96985500_96986250	0	750	750	750	150	750	0	750	750	750	750	750	300	300	675	375	750	750	0	750	750	0	750	450	525	750	300	375	750	750	750	750	450	450	750	450	750	450	0	525	750	0	750	750	0	75	0	0	0
chr12_97154450_97155000	0	375	550	375	250	550	0	550	550	550	525	550	550	450	550	550	525	75	0	550	550	0	550	550	550	0	0	550	0	0	450	550	0	0	550	400	550	400	0	550	550	325	250	300	0	0	0	0	0
chr12_97274000_97274500	0	325	475	500	450	475	0	300	500	500	500	500	475	500	500	500	400	475	325	500	500	0	500	500	475	0	0	0	500	25	0	100	0	0	400	0	500	325	500	25	500	500	0	0	0	0	0	0	100
chr12_97303350_97303750	0	0	400	400	0	0	0	375	400	400	400	400	400	400	300	400	0	400	0	400	400	0	400	400	400	225	150	400	400	0	150	150	0	0	400	0	75	0	150	400	400	0	375	375	0	375	150	0	325
chr12_97619100_97619450	125	200	350	275	50	350	50	350	350	350	350	350	350	350	350	275	200	350	150	350	350	0	350	350	0	350	350	350	350	350	350	350	350	350	350	350	0	350	350	275	350	350	350	350	350	350	350	350	0
chr12_97885800_97886100	225	75	300	300	300	225	0	300	300	300	300	300	300	75	0	300	0	0	300	300	300	0	300	300	0	75	0	0	225	300	300	300	300	300	225	300	0	300	300	300	300	300	300	300	300	0	75	300	300
chr12_98069600_98070000	0	0	400	400	400	400	0	250	400	400	400	225	400	0	400	250	400	0	0	400	400	0	400	400	175	250	0	400	0	400	400	400	0	0	375	0	375	400	400	400	400	400	400	400	0	0	0	0	0
chr12_98073200_98073600	0	0	400	400	400	400	0	0	400	400	400	400	400	400	400	400	75	400	250	400	400	0	400	400	400	0	0	375	400	400	400	0	0	0	400	0	100	400	400	400	400	400	175	0	0	0	300	0	0
chr12_98123150_98123650	0	0	475	475	0	0	0	500	500	500	500	500	500	500	475	250	500	0	500	500	500	0	500	500	250	0	0	500	0	500	500	500	0	0	500	0	500	325	500	400	500	0	0	500	0	25	0	0	0
chr12_98126550_98126850	225	300	300	300	225	300	0	300	300	300	300	300	300	300	75	300	225	300	300	300	300	0	300	300	75	0	300	300	300	225	300	300	0	0	300	0	300	300	75	75	300	150	0	300	0	0	0	0	0
chr12_98853500_98854150	0	650	650	650	175	650	0	625	625	650	650	650	650	325	325	100	0	625	0	650	650	0	650	650	0	100	0	0	0	400	650	650	0	0	25	0	650	550	0	650	650	625	0	475	0	0	0	0	0
chr12_98858250_98858650	0	0	400	400	0	400	0	400	375	400	400	400	400	175	400	400	0	400	0	400	400	0	400	400	100	0	0	250	0	0	100	400	0	0	375	0	250	0	0	400	400	400	0	400	0	0	0	0	0
chr12_98875950_98876250	0	0	300	300	0	300	0	300	300	300	300	300	300	300	300	0	75	300	0	300	150	0	300	300	0	0	300	300	225	75	225	300	0	0	150	0	75	300	0	0	300	225	0	300	0	0	0	0	0
chr12_99029850_99030200	0	275	350	350	300	350	0	350	350	350	350	350	350	125	350	350	350	275	150	350	350	0	350	350	350	0	0	350	225	350	350	350	0	0	0	0	350	350	350	350	350	350	350	350	0	0	0	0	0
chr12_99176300_99176700	225	25	400	150	0	400	0	400	400	400	400	400	400	400	400	400	0	400	400	400	400	0	400	400	400	400	150	0	225	400	400	400	400	0	400	0	400	400	225	400	400	0	0	400	0	0	0	0	0
chr12_99529350_99529750	0	400	400	400	0	400	0	400	375	400	400	225	400	400	400	400	175	0	400	400	400	0	325	400	400	325	0	25	400	400	400	325	325	0	400	175	400	400	375	400	400	400	0	400	0	325	0	0	0
chr12_100502300_100502650	0	0	350	0	0	350	250	350	325	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	0	0	350	100	350	350	350	350	0	350	0	350	175	350	350	350	350	0	350	0	175	250	0	325
chr12_100531400_100531900	0	500	500	500	100	500	0	500	500	475	500	25	500	0	500	325	250	0	0	500	325	0	500	475	500	0	0	0	250	0	0	500	0	0	500	0	400	400	400	500	500	0	0	500	0	0	0	0	0
chr12_100572350_100572700	0	250	0	350	100	350	0	350	350	350	325	350	350	0	250	0	175	0	0	350	350	0	350	350	0	0	0	0	175	0	0	0	0	0	350	0	100	0	0	350	350	0	0	0	0	175	0	0	0
chr12_100671700_100672050	0	350	0	275	0	350	0	350	350	350	350	350	350	0	350	0	0	75	0	350	350	0	350	350	300	150	0	225	300	0	275	150	0	0	350	0	200	350	350	350	350	300	350	350	0	150	0	0	300
chr12_100676850_100677150	0	150	300	300	75	300	0	300	300	300	300	300	300	300	0	300	300	300	0	300	300	0	300	300	300	0	0	0	0	300	300	300	0	0	0	75	300	300	300	300	300	300	0	300	0	0	0	0	0
chr12_100692300_100692600	0	300	300	300	75	300	75	300	225	300	300	300	300	75	0	300	300	300	300	300	300	0	300	300	300	0	0	0	300	300	225	300	0	300	300	0	300	300	300	300	300	225	0	0	0	0	225	300	0
chr12_100736400_100737050	0	150	650	650	150	650	0	650	650	650	650	650	0	0	650	0	75	650	150	650	650	0	650	650	650	0	0	375	650	450	225	125	0	0	650	0	650	650	650	225	650	650	0	650	0	0	0	0	0
chr12_100856850_100857150	0	300	300	300	0	300	0	300	300	300	300	300	300	0	300	0	300	300	300	300	300	0	300	300	75	0	0	225	300	300	0	300	0	0	300	0	300	300	300	300	300	300	0	0	0	0	0	0	0
chr12_100947800_100948200	400	400	400	400	400	400	0	400	400	0	325	400	400	0	400	0	0	0	0	400	400	0	400	375	0	0	0	250	0	0	400	0	0	0	400	0	0	175	0	75	400	400	0	225	0	0	0	0	0
chr12_100983050_100983600	0	0	550	525	225	550	0	550	550	550	550	550	550	375	550	300	525	525	250	550	550	0	550	550	450	0	0	0	0	525	550	550	0	0	450	0	100	550	0	0	550	550	325	550	0	475	0	0	175
chr12_101172900_101173250	0	350	350	0	0	350	300	350	350	350	350	350	350	0	350	350	0	0	0	350	350	0	350	350	275	75	0	0	0	350	350	350	0	0	350	0	350	350	350	350	350	350	350	350	0	0	0	0	0
chr12_101173750_101174100	0	350	350	350	225	0	0	350	350	350	350	350	350	350	0	350	350	0	350	350	350	0	350	350	150	0	0	350	350	350	350	350	150	0	350	0	350	350	350	350	350	350	50	350	0	0	0	0	0
chr12_102781200_102781500	0	300	300	300	300	0	0	300	300	300	300	300	300	0	75	300	0	300	300	300	300	0	300	300	0	0	0	0	0	0	0	300	0	0	300	0	0	225	0	0	300	150	0	300	0	0	0	0	0
chr12_102804500_102804800	0	125	300	300	200	300	0	275	300	300	300	300	300	300	300	25	300	300	300	300	300	0	300	300	250	0	300	100	125	100	0	300	0	0	300	0	300	50	300	300	300	300	0	0	0	0	0	0	0
chr12_102951050_102951600	375	550	300	450	0	525	0	525	550	550	550	550	550	550	550	550	550	550	0	550	550	0	550	550	550	550	0	300	550	550	550	550	400	550	525	550	550	550	0	550	550	550	375	550	250	0	0	0	0
chr12_103044200_103044700	325	500	500	500	0	500	0	475	475	500	475	500	500	0	500	500	175	0	250	500	500	0	500	500	500	0	0	0	0	0	175	500	0	0	175	0	500	475	25	400	500	0	475	500	0	0	175	0	0
chr12_103587000_103587300	225	150	300	300	0	300	0	300	300	300	300	150	300	300	0	300	0	225	0	300	300	0	300	300	0	0	0	300	0	0	0	0	0	0	300	0	0	300	225	0	75	300	300	300	0	0	0	0	0
chr12_103629200_103629500	300	300	300	300	0	300	0	300	300	275	300	200	300	300	275	300	300	300	300	300	300	0	300	300	275	0	0	300	300	300	300	300	0	0	300	0	0	300	300	275	300	300	0	275	0	0	0	0	0
chr12_103699500_103699800	0	300	300	300	150	300	0	300	300	300	300	300	300	300	300	300	300	0	0	300	300	0	300	0	300	0	0	0	0	225	0	0	0	0	300	0	0	300	0	300	300	300	0	300	0	150	0	0	0
chr12_103719050_103719800	425	725	750	750	525	750	275	750	750	750	750	750	425	750	500	750	100	750	750	750	750	0	750	750	750	500	0	300	750	0	0	0	0	0	725	0	175	750	125	750	550	0	0	100	0	500	275	0	50
chr12_103724100_103724400	225	300	300	300	225	300	225	300	300	300	300	300	300	300	300	0	0	300	0	300	300	0	300	300	0	0	0	0	0	150	150	300	0	0	150	0	75	300	300	0	300	150	0	300	0	300	300	0	0
chr12_104020350_104020700	0	350	350	350	0	350	350	350	50	350	350	350	350	350	125	350	350	350	350	350	350	0	350	350	350	200	0	275	350	125	350	350	0	0	350	0	350	350	300	350	350	200	50	350	0	0	275	0	0
chr12_105463350_105463800	0	450	450	300	0	450	300	450	450	450	450	450	450	0	450	0	0	450	0	450	450	0	450	450	450	0	0	0	0	0	225	375	0	0	450	0	450	450	0	0	450	0	0	450	0	0	0	0	0
chr12_105468550_105468950	350	200	400	400	125	400	0	400	400	400	400	400	400	400	400	0	125	400	0	400	400	0	400	400	400	0	0	200	275	0	350	400	0	0	400	0	400	0	400	400	400	400	0	400	0	0	0	0	0
chr12_105502600_105503500	0	725	900	900	725	900	0	900	900	900	900	900	875	175	900	50	875	900	0	575	900	0	900	900	550	0	0	0	500	350	0	425	0	0	900	0	875	875	525	350	900	50	0	900	0	275	0	0	0
chr12_105539700_105540250	550	550	550	475	0	550	450	525	525	550	550	525	550	550	75	400	550	550	450	550	550	0	550	550	550	450	0	325	550	475	550	450	400	525	550	100	550	75	550	550	550	0	0	450	0	250	100	0	100
chr12_105567050_105567700	0	550	525	650	475	650	0	475	650	650	625	650	650	650	250	650	25	25	650	650	650	0	650	650	400	0	0	325	650	0	650	650	0	0	650	0	650	25	625	650	650	650	0	650	0	175	0	0	0
chr12_105580200_105581200	0	1000	1000	1000	175	1000	0	1000	1000	1000	975	1000	1000	850	1000	625	1000	450	750	1000	1000	0	1000	1000	375	900	100	300	150	75	850	1000	525	0	700	0	375	1000	1000	925	1000	1000	0	1000	0	0	0	0	0
chr12_105581450_105581850	0	0	400	400	100	400	0	400	400	400	300	400	400	400	250	250	175	0	0	400	400	0	400	400	0	0	175	0	0	0	400	400	0	0	400	0	400	400	100	0	400	0	0	400	0	0	0	0	0
chr12_105602000_105602300	0	300	300	300	0	300	0	300	275	300	300	300	300	275	300	300	300	300	25	300	300	0	300	300	300	0	300	300	0	50	0	300	0	250	200	0	0	175	300	300	300	300	0	300	0	0	25	0	0
chr12_105641000_105641400	0	0	150	400	225	400	0	400	400	400	400	400	400	400	175	400	400	0	400	400	400	0	375	375	400	75	0	100	400	400	400	400	0	0	400	0	400	100	400	400	400	0	0	400	0	0	0	0	0
chr12_105805850_105806500	0	525	650	650	0	650	0	650	475	400	650	650	650	650	650	650	250	650	625	650	650	0	650	650	625	0	0	475	0	0	650	0	400	0	650	175	650	175	550	475	650	650	0	650	0	0	0	0	0
chr12_105823800_105825100	600	375	1300	1300	775	1275	0	1300	1300	1225	1300	1300	1300	1300	1275	1300	1300	1300	250	1300	1300	0	1300	1300	300	0	0	0	1300	1300	1000	75	250	325	375	0	25	625	1300	1300	1300	0	900	900	0	25	300	775	0
chr12_105855350_105856000	0	525	650	625	0	375	0	650	650	650	650	650	650	650	550	650	250	650	400	650	650	0	625	650	650	650	0	625	0	475	650	650	550	0	650	0	650	650	650	625	650	0	0	475	0	0	300	0	0
chr12_105902700_105903300	75	600	600	600	0	600	300	600	600	600	600	600	600	600	600	0	450	600	0	600	600	0	600	225	0	0	0	300	600	600	600	600	0	0	600	0	525	600	600	600	600	300	450	600	0	0	150	0	0
chr12_105936900_105937250	350	350	225	275	0	350	0	350	350	350	350	350	350	0	300	0	350	350	350	350	350	0	350	350	350	350	150	350	200	350	350	350	0	0	350	0	350	350	350	350	350	350	225	350	0	0	0	0	0
chr12_105980750_105981250	475	500	500	500	400	500	0	475	500	400	500	500	0	475	500	500	475	0	0	500	500	0	500	500	0	0	0	0	325	500	475	400	0	0	500	0	500	250	500	500	475	500	0	500	0	500	0	0	0
chr12_105983750_105984750	0	750	1000	1000	300	900	0	1000	1000	1000	1000	1000	1000	1000	700	475	750	1000	150	1000	1000	0	1000	975	325	0	0	1000	1000	975	700	775	525	0	1000	0	1000	550	450	525	1000	600	175	1000	0	0	0	0	0
chr12_106067950_106068400	0	250	450	450	0	450	50	450	450	450	450	450	50	450	125	450	450	450	250	200	450	0	450	425	100	0	0	450	425	450	250	450	0	0	325	0	450	125	450	450	450	450	0	450	0	0	0	0	125
chr12_106074500_106074800	0	275	275	275	0	275	0	300	125	300	275	300	300	300	300	0	200	300	250	300	300	0	300	275	0	0	0	0	125	0	275	300	275	0	300	0	300	50	300	300	300	0	0	300	0	0	0	0	0
chr12_106078350_106079400	0	1050	1050	1050	450	1050	150	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	225	1050	1050	0	1050	1050	300	600	0	600	1050	750	975	1050	0	0	1050	0	1050	1050	150	1050	1050	0	0	1050	0	0	0	0	0
chr12_106080000_106080300	75	75	300	300	75	300	0	300	300	300	300	300	300	0	0	150	225	0	0	300	300	0	300	300	0	300	0	150	0	300	0	300	0	0	300	0	300	225	300	300	300	0	0	300	0	0	0	0	0
chr12_106082550_106082850	0	225	300	300	0	300	75	225	300	300	300	300	300	0	300	300	300	300	0	300	300	0	300	300	0	150	0	300	0	300	300	225	0	0	300	0	300	300	300	300	300	150	225	300	0	0	0	0	0
chr12_106086900_106087250	300	350	350	350	125	350	225	350	350	350	350	350	350	350	350	350	300	0	0	350	350	0	350	350	350	0	0	350	350	300	300	350	0	0	0	0	300	350	0	350	350	0	0	50	0	0	350	0	0
chr12_106113300_106114600	0	1300	1300	1300	0	1300	0	1300	1300	1300	300	1300	1300	850	750	625	550	850	0	1300	1200	0	1300	1300	75	0	0	0	0	0	0	550	0	0	750	0	600	750	300	375	1300	0	0	1300	0	0	0	0	0
chr12_106121850_106122400	325	475	550	550	0	550	0	550	550	550	550	550	550	0	0	25	300	550	0	550	75	0	550	550	0	325	0	0	0	0	0	250	0	0	400	0	450	300	0	0	550	0	0	550	0	0	0	0	0
chr12_106125450_106125750	225	300	300	300	225	300	0	300	300	300	300	300	300	0	300	150	300	300	0	150	300	0	300	300	225	0	0	0	300	0	75	300	0	0	300	0	300	300	300	150	300	0	0	0	0	0	0	0	0
chr12_106141950_106142400	300	450	450	450	0	450	150	450	450	450	450	450	450	225	450	75	0	450	0	450	450	0	450	450	150	0	0	300	0	0	0	450	0	0	150	0	150	0	0	150	0	0	0	0	0	0	0	0	0
chr12_106585350_106585700	350	350	350	350	0	350	350	350	350	350	350	350	350	350	0	350	150	350	0	350	350	0	350	350	150	350	225	125	0	350	300	350	350	350	350	300	275	350	350	275	350	0	0	350	0	50	0	0	200
chr12_106627750_106628100	350	350	350	350	0	350	125	350	0	350	350	350	350	350	350	0	350	350	0	350	350	0	350	350	0	350	0	350	350	350	0	350	0	0	350	0	300	225	225	0	350	350	0	350	0	350	0	0	0
chr12_107037600_107037900	0	0	300	300	300	300	300	300	300	0	300	300	300	0	300	300	300	300	0	300	300	0	300	300	300	0	0	0	0	0	150	225	0	0	300	225	0	225	300	300	300	0	225	225	0	0	0	0	300
