A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr19_1057300_1059650	2350	0	0	0	2350	0	0	0	675	0	0	0	0	2350	2350	2350	2350	2350	2000	0	2350	2350	0	0	1050	1700	950	2350	2350	2350	2350	2350	1175	1700	0	950	2350	575	300	2350	0	2350	1400	1925	950	1475	1100	875	0
chr19_1059850_1060900	1050	0	0	0	1050	0	0	0	0	0	0	0	0	1050	425	800	800	500	725	0	1050	1025	0	0	0	0	0	575	950	650	1050	1050	0	0	0	0	1050	0	0	575	0	725	0	0	0	0	0	0	0
chr19_2534400_2535900	1500	525	0	75	1500	0	0	0	750	0	0	0	0	375	750	675	750	825	750	0	900	1500	0	0	0	0	0	825	675	975	600	375	750	0	0	0	900	0	0	0	0	675	0	750	0	525	0	0	0
chr19_2548950_2549250	300	0	150	0	0	0	300	0	300	0	300	0	0	0	0	0	0	0	0	0	300	75	300	0	0	0	0	0	0	0	0	0	0	75	0	150	0	150	150	0	0	0	0	0	0	0	0	0	0
chr19_2641500_2641900	400	0	0	0	0	0	300	0	400	0	400	0	0	150	0	400	400	225	0	0	375	400	400	0	0	150	0	0	0	0	0	325	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0
chr19_2680350_2681100	750	0	0	0	375	0	750	375	675	0	0	0	0	0	0	375	75	0	0	150	750	750	450	0	225	0	0	0	225	750	75	0	0	0	0	150	0	75	0	525	0	0	0	75	225	0	0	75	0
chr19_4765250_4765650	400	0	0	150	400	75	400	400	400	0	250	0	0	300	0	0	0	225	0	0	300	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_10039150_10039450	300	0	300	0	300	0	0	0	300	300	275	0	0	300	300	300	300	300	300	0	300	300	0	300	0	0	275	300	300	300	300	300	0	0	0	0	300	300	0	300	0	300	300	275	0	0	0	0	0
chr19_10039750_10040400	650	600	650	0	650	0	0	0	650	75	0	0	0	650	650	650	650	650	650	0	650	650	0	125	0	0	0	650	375	650	650	650	0	0	0	0	650	200	0	650	0	650	200	600	0	0	0	0	0
chr19_10054100_10054400	300	0	0	0	100	300	300	125	275	0	0	0	0	0	175	0	0	0	0	0	300	275	175	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	25	0	0	300	0	0	0	0	0
chr19_16798350_16798700	350	350	75	350	350	0	350	0	300	0	350	0	0	350	0	0	0	75	0	225	75	0	0	0	125	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19_16813250_16814350	1100	750	0	0	1100	0	0	0	1050	0	0	0	0	1100	1100	1100	1100	1100	1100	0	1100	1100	0	100	0	0	400	1100	1100	1100	1100	1100	475	475	0	0	1100	1100	325	1100	0	1100	700	25	0	700	475	250	0
chr19_16814700_16815550	750	0	475	400	850	0	0	0	700	0	0	0	75	850	850	850	850	850	850	0	850	850	0	0	250	850	0	850	850	850	850	850	850	850	0	775	850	850	0	850	0	850	850	850	750	850	850	225	0
chr19_16816350_16816800	450	0	0	75	450	0	0	0	0	0	0	0	0	450	450	450	450	450	450	0	450	450	0	0	0	0	0	450	450	450	450	450	0	0	0	0	450	300	0	450	0	450	0	300	0	0	0	0	0
chr19_17056950_17058150	1200	0	0	0	1200	0	0	0	0	0	0	0	0	1200	1125	825	750	975	675	0	1200	1200	0	0	0	0	0	900	675	825	825	1050	0	0	0	0	1200	0	0	825	0	750	0	450	0	0	150	0	0
chr19_17058750_17059650	900	0	0	0	900	0	0	0	300	0	0	0	0	900	900	900	900	900	900	0	900	900	0	0	0	600	0	900	900	900	900	900	0	0	0	0	900	900	600	900	0	900	0	900	0	225	0	0	0
chr19_17259450_17261050	1500	0	450	0	1600	0	0	0	375	0	0	0	0	1600	1600	1125	900	1350	825	0	1600	1600	0	300	0	450	0	1200	1350	1600	1500	1600	675	0	0	0	1575	975	0	1500	0	1275	825	900	0	600	0	0	0
chr19_19690700_19691200	500	25	0	0	500	0	500	500	475	0	450	450	0	475	0	0	0	500	0	0	0	475	175	0	0	0	0	0	0	500	0	475	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	25
chr19_20014500_20014800	300	300	0	0	300	0	300	0	300	0	0	0	0	300	0	0	300	300	75	0	300	300	0	0	300	300	300	0	0	0	0	300	300	300	300	300	0	0	225	150	0	0	300	0	300	300	300	300	300
chr19_20257650_20257950	225	300	0	150	300	150	300	225	300	75	300	0	0	300	0	300	0	150	300	300	300	300	0	0	300	0	0	0	75	0	0	225	300	300	150	300	0	300	300	0	0	0	0	300	300	0	225	300	0
chr19_20972550_20972950	400	400	0	150	400	325	400	250	0	25	325	0	0	400	400	0	400	400	0	0	400	375	0	0	0	0	400	300	225	0	0	0	400	400	75	325	0	0	75	375	0	400	0	100	0	0	225	300	0
chr19_21135300_21135650	0	350	0	350	350	0	350	0	350	0	350	0	0	350	0	0	0	150	0	0	350	0	0	0	0	0	0	0	350	0	0	350	275	225	0	225	0	0	0	0	0	350	0	225	0	0	350	350	0
chr19_21876150_21876700	550	550	0	0	475	0	150	0	550	550	550	400	0	175	250	0	0	400	375	0	475	525	0	0	0	450	550	0	0	0	0	0	550	550	0	550	0	0	0	0	0	0	0	0	550	0	0	550	0
chr19_22067400_22067700	225	0	0	300	300	225	300	225	300	300	300	0	150	300	0	300	300	300	150	0	300	300	0	0	0	300	300	0	150	300	0	225	300	300	300	300	225	300	0	0	0	150	300	150	300	300	300	300	300
chr19_57501650_57501950	300	50	0	300	300	0	300	0	0	0	300	0	0	0	300	0	300	300	0	125	275	300	0	0	300	300	300	0	0	125	0	50	300	300	300	300	0	300	300	200	0	0	200	0	300	300	300	300	300
chr2_11351250_11351550	300	300	300	0	300	300	300	300	300	0	300	0	0	300	0	0	0	0	0	0	225	300	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_37467300_37467600	0	0	0	0	0	0	300	0	300	0	0	0	0	300	0	300	300	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0
chr2_43174650_43176000	1350	150	0	0	1350	75	0	0	900	0	0	0	0	1350	1350	1350	1350	1350	1275	0	1350	1350	0	0	825	750	600	1350	1350	1350	1350	1350	0	1275	0	1050	1350	1275	0	1350	0	1350	1125	1350	450	1350	1125	600	450
chr2_43176300_43176650	350	350	0	0	350	0	0	0	0	0	0	0	0	350	350	350	350	350	350	0	350	350	0	0	150	0	0	350	350	350	350	350	0	0	0	0	350	350	0	350	0	350	300	350	0	300	0	0	0
chr2_48091950_48092250	300	0	0	0	300	0	0	0	0	0	0	0	0	300	300	300	300	300	300	0	300	300	0	0	300	300	0	300	300	300	300	300	0	0	0	0	300	300	0	300	0	300	300	300	0	300	225	75	0
chr2_61056050_61056350	0	125	250	300	300	0	200	50	300	0	300	0	0	0	250	0	0	0	0	0	275	300	0	0	300	0	50	0	0	0	0	0	0	0	0	100	0	0	300	300	250	0	0	0	0	0	0	0	0
chr2_74939100_74939500	400	400	0	0	400	0	400	400	400	0	0	0	0	400	325	175	0	0	0	0	0	400	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2_203419900_203420200	300	300	100	300	300	200	300	300	300	125	300	0	0	0	0	0	300	200	0	0	300	300	0	0	50	125	25	200	300	125	125	125	300	275	0	300	300	200	300	0	0	300	300	300	0	250	0	300	300
chr2_231840450_231840900	450	450	375	450	450	450	450	375	450	0	450	0	0	0	225	0	0	225	0	0	450	375	0	0	300	300	450	300	0	0	150	0	0	0	0	450	150	0	0	0	0	0	0	75	450	450	450	450	375
chr2_240988050_240988500	300	0	0	0	300	0	0	0	0	0	0	0	0	450	450	450	450	450	450	0	450	450	0	0	0	0	375	450	450	450	450	450	225	450	0	0	450	450	0	450	0	450	150	450	0	300	0	0	0
chr20_1451150_1452000	825	0	0	0	850	0	0	0	675	0	0	0	675	850	850	850	850	850	850	0	850	850	0	450	300	850	0	850	850	850	850	850	675	525	0	0	850	850	825	850	0	850	625	850	475	475	825	0	100
chr20_47689950_47690900	650	425	0	200	950	0	0	0	950	0	375	0	500	950	950	950	950	950	950	0	950	950	0	0	825	425	50	950	950	950	950	950	725	600	0	200	950	950	425	950	0	950	950	950	0	425	950	275	0
chr20_47692000_47692800	800	0	50	200	800	0	0	200	800	0	0	0	0	800	800	800	800	800	800	0	800	800	0	0	800	800	800	800	800	800	800	800	800	800	0	0	800	800	800	800	125	800	800	800	800	800	800	800	0
chr20_47693400_47693800	400	0	0	0	400	0	0	0	400	0	0	0	0	400	400	400	400	400	400	0	400	400	0	0	0	0	0	400	400	400	400	400	0	0	0	0	400	100	0	400	0	400	0	400	0	150	0	0	0
chr20_47735400_47735700	0	300	0	0	0	0	225	150	300	0	300	0	0	150	300	0	225	300	0	0	300	300	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	0	0	0	300	0	0	0	0	0
chr21_8220150_8220550	375	0	0	375	300	0	375	0	375	0	400	375	0	400	300	375	400	300	0	225	300	375	75	150	0	0	300	150	0	300	150	0	400	375	0	150	0	0	400	375	0	0	0	0	400	400	0	400	400
chr21_9679050_9679350	300	300	0	0	300	150	300	300	300	0	300	0	0	0	0	0	0	300	0	0	300	0	0	0	0	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	0	300	0	0	0	0	300	300	0
chr21_44737200_44740150	2625	1050	0	0	2950	0	0	600	450	300	1125	0	0	2950	2950	2950	2950	2950	2950	0	2950	2950	0	0	0	2250	2100	2950	2950	2950	2950	2950	1050	450	0	0	2950	825	525	2950	0	2950	2400	2950	0	1200	2175	1050	0
chr22_11018700_11019000	0	0	150	0	300	0	300	0	300	0	150	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	225	0	0	0	0	150	300	300	0	300	0	0	0	0	0	0	75	0	300	0	150	300	0
chr22_11281850_11282150	0	0	0	0	175	0	300	0	300	0	300	300	0	0	0	0	0	0	0	0	275	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	300	0	300	125	0	300	0
chr22_16204500_16204950	450	450	0	450	450	450	450	450	450	0	450	450	150	450	450	0	450	375	75	0	300	450	0	0	0	450	450	75	225	450	75	0	450	450	0	450	225	450	0	450	0	300	450	150	450	450	450	450	450
chr22_19104900_19105200	0	75	0	0	0	0	300	0	300	0	300	0	0	0	0	300	0	0	0	0	0	300	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0
chr3_10386000_10386450	450	75	450	0	450	0	0	75	450	450	450	0	0	450	450	450	450	450	450	450	450	450	0	0	0	0	0	450	450	450	450	450	75	0	0	0	450	450	0	450	0	450	375	450	0	0	75	0	0
chr3_10386750_10387500	750	300	0	75	750	375	0	750	525	525	150	0	0	750	750	750	750	750	750	0	750	750	0	0	0	750	750	750	750	750	750	750	225	750	0	750	750	750	750	750	0	750	750	750	0	525	150	0	0
chr3_10401400_10401750	350	350	275	0	350	0	0	0	300	350	350	0	0	0	0	0	0	0	0	0	350	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	125	0	0	0	0	0
chr3_20644500_20644800	300	300	0	300	300	300	300	300	300	0	300	0	0	300	300	300	150	225	300	0	300	300	0	0	0	300	300	300	150	0	0	300	300	300	0	300	300	300	300	300	300	300	300	0	300	300	300	300	300
chr3_25683050_25683400	350	325	250	0	350	0	350	350	175	350	175	0	175	0	0	350	350	0	25	0	325	350	0	0	0	350	0	0	0	350	350	250	0	0	0	0	100	0	0	175	0	350	325	350	0	0	0	0	0
chr3_32628500_32628950	175	0	0	450	450	0	450	450	450	100	450	0	0	0	200	450	0	0	0	0	450	425	0	125	125	0	0	0	0	0	50	400	0	0	0	0	350	50	0	350	0	0	0	0	0	275	0	0	0
chr3_50665700_50666100	400	300	0	375	225	300	400	400	225	225	375	0	0	0	0	75	100	75	0	0	400	400	0	0	0	0	0	0	0	400	0	400	0	0	0	0	400	0	400	400	75	325	0	400	0	0	0	0	0
chr3_57528450_57528850	400	400	325	400	400	400	400	400	400	100	375	0	0	0	0	0	0	0	0	0	400	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_94013550_94013950	400	400	175	400	400	0	400	325	300	0	400	0	0	0	0	0	400	0	250	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	150	325	0	0	0	0	0	175	100	0	0
chr3_112295850_112296250	300	0	0	0	400	0	0	75	400	0	400	0	400	0	0	0	0	0	0	0	400	400	0	0	25	0	375	0	100	0	400	0	0	0	0	25	0	0	0	25	250	0	0	400	100	100	175	0	0
chr3_122017050_122017350	225	300	75	0	300	225	300	300	300	0	150	0	75	300	225	0	0	300	0	150	300	300	0	0	150	300	0	0	0	0	0	300	225	300	75	300	300	0	300	300	0	0	300	300	300	300	300	300	225
chr3_124983800_124984200	400	175	0	0	400	0	0	0	400	0	400	0	0	300	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	325	0	0	0	0	0
chr3_125037900_125038300	375	400	75	400	400	0	400	0	400	0	400	225	0	0	400	150	0	0	0	75	375	400	0	0	75	0	0	0	0	0	400	25	400	400	400	400	0	400	375	0	0	400	400	400	225	325	400	375	100
chr3_125615700_125616000	150	300	0	225	300	75	300	0	300	0	300	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
chr3_133898550_133898850	300	225	0	0	300	0	300	300	300	0	0	0	0	75	150	300	0	300	0	0	0	300	0	0	300	0	0	0	0	300	0	225	0	0	0	0	0	300	0	0	75	0	0	0	0	0	0	0	0
chr3_136447200_136447500	300	300	0	225	300	300	300	225	300	0	0	0	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_136704450_136704850	400	400	0	400	400	325	400	100	400	0	375	0	150	400	0	325	400	325	0	150	400	400	0	0	375	0	0	0	0	150	0	300	0	75	400	0	400	0	175	325	0	0	0	0	0	400	0	250	0
chr3_151237500_151237800	300	150	0	0	0	0	300	225	300	75	300	0	225	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3_195994200_195994500	300	300	75	0	75	0	300	300	300	0	300	0	0	0	0	300	300	0	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0	300	0	300	0	0	0	300	0	0	0	0	300	300	0	300	150
chr4_4734750_4735150	0	400	100	0	0	150	400	375	400	0	400	0	0	0	0	400	400	250	150	0	400	400	0	0	0	0	0	400	300	400	0	0	0	0	0	0	250	400	375	25	0	0	0	225	0	0	0	0	0
chr6_6728700_6729000	300	150	225	0	300	0	0	0	0	75	75	0	0	0	300	225	0	300	0	0	300	300	0	0	0	0	300	225	0	0	0	0	0	0	0	0	0	0	0	150	0	0	75	0	0	0	225	0	0
chr6_6834250_6834600	350	150	0	0	350	0	0	0	0	0	350	0	0	50	0	0	0	0	350	0	350	350	0	0	200	0	0	350	0	0	0	0	225	0	0	0	225	0	0	0	0	0	0	350	0	0	0	0	0
chr6_10509650_10510050	300	300	250	0	400	0	375	300	0	0	225	0	0	0	0	0	0	0	0	75	400	375	0	0	225	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	100	0	0	175
chr6_10542850_10543200	350	0	0	75	350	0	350	350	225	75	0	0	0	0	0	0	0	0	0	0	0	350	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_11083100_11083450	325	0	0	0	350	0	0	0	25	0	0	0	0	0	250	0	0	350	0	0	325	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6_11395800_11396100	300	150	300	300	300	0	300	300	300	0	300	75	0	225	0	0	0	150	0	0	300	75	0	0	0	0	0	0	225	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	300	225	0	300
chr6_11563200_11563500	300	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	75	0	0	0
chr6_11716700_11717100	400	0	400	0	400	400	400	400	400	0	400	0	0	100	25	400	375	325	0	100	100	400	0	0	0	325	225	400	0	0	0	400	0	0	0	0	0	300	0	0	0	25	0	150	0	75	250	400	0
chr6_17926700_17927250	525	475	400	0	550	325	550	0	550	0	550	150	300	0	550	0	550	400	375	550	450	525	0	0	550	0	0	450	250	0	550	0	450	225	0	0	550	0	0	550	550	475	0	0	0	0	550	0	250
chr6_32559800_32560150	350	0	0	0	350	0	350	0	0	0	0	0	0	250	0	0	350	0	0	0	350	0	0	0	0	0	0	0	0	350	350	0	0	0	0	350	0	350	350	0	0	175	0	0	350	25	0	325	0
chr6_42317250_42317550	300	300	0	300	300	300	300	300	300	0	0	0	0	300	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	75
chr6_45070050_45070500	450	375	0	0	450	0	375	75	450	0	450	0	450	0	0	0	0	150	75	300	450	450	0	0	300	0	0	150	0	0	0	0	0	0	450	0	0	0	225	225	0	0	0	0	225	0	0	0	0
chr6_46465500_46465850	350	0	0	200	350	0	0	275	0	0	0	0	0	0	0	0	0	350	0	0	350	350	0	0	350	350	0	50	50	0	0	200	300	0	0	0	0	350	0	275	0	0	0	0	0	0	0	0	350
chr6_60256950_60257250	300	150	0	0	300	300	300	150	300	75	75	75	0	0	0	0	0	300	0	0	75	0	0	0	0	300	150	300	0	300	0	300	300	300	0	300	0	0	0	0	75	300	300	0	300	0	75	300	75
chr6_73733300_73733950	625	650	25	325	0	0	0	0	650	650	650	0	0	0	0	0	0	0	0	0	650	600	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	325	0	475	0	0	0	0	0
chr6_88900650_88901100	450	450	0	75	450	450	450	450	450	0	375	0	0	0	0	0	375	450	0	0	300	450	0	0	0	0	0	0	450	375	450	225	0	0	150	0	225	375	225	225	375	0	0	0	0	0	0	0	450
chr6_100608900_100609200	300	300	0	0	300	0	0	225	300	0	0	0	0	0	0	0	0	0	0	300	300	300	0	0	0	0	0	75	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0
chr6_113712750_113713050	300	300	300	300	300	0	300	300	300	0	0	0	0	225	150	0	150	0	0	0	0	300	0	0	0	0	0	225	0	0	0	150	0	0	0	0	0	0	300	75	0	300	0	0	0	0	0	0	0
chr6_134076600_134076900	300	300	0	300	300	300	300	225	300	0	225	0	0	0	0	0	225	0	0	0	300	0	0	0	225	0	0	0	0	0	75	75	0	0	75	0	0	0	75	0	0	0	300	0	0	75	0	0	0
chr6_160085850_160086150	300	300	0	75	225	0	300	300	300	300	300	0	0	0	150	300	0	0	0	0	300	300	300	0	300	0	0	75	0	0	0	0	0	0	300	0	0	300	300	0	0	300	0	0	0	300	0	0	0
chr6_165315450_165316150	700	0	0	400	400	0	700	0	700	700	700	0	0	0	0	0	400	0	0	0	700	675	700	0	700	175	700	0	0	300	0	0	0	0	0	0	700	700	0	0	525	450	0	0	700	0	0	700	0
chr6_166965650_166965950	300	300	0	250	300	0	300	0	300	125	300	0	0	200	0	0	300	200	0	300	275	0	0	0	300	300	300	0	0	0	0	300	300	300	0	300	300	0	0	300	0	0	300	300	300	200	0	300	300
chr7_891650_891950	0	0	0	0	0	0	300	0	0	50	300	0	0	200	0	0	0	0	0	0	275	300	0	0	300	300	0	0	25	0	0	300	300	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	300
chr7_48089300_48090150	225	450	0	0	0	0	0	0	850	0	825	0	0	0	850	700	0	750	0	0	850	850	0	0	0	850	450	525	0	0	0	450	0	0	75	0	0	0	0	0	0	0	0	150	400	0	0	0	0
chr7_56348400_56348800	400	400	0	0	400	400	400	400	400	75	400	400	0	400	0	0	0	0	0	0	375	400	0	0	0	400	400	375	0	100	0	400	400	400	0	400	0	0	400	0	0	325	400	0	400	400	400	400	300
chr7_56389500_56389900	400	400	0	400	400	400	400	100	400	0	400	0	0	0	0	0	0	75	0	0	400	375	0	0	175	400	400	400	0	0	400	400	400	400	0	400	100	400	400	375	225	150	400	400	400	400	75	400	400
chr7_56798700_56799000	300	300	300	300	300	0	300	300	300	0	300	0	0	0	75	0	75	150	0	0	300	300	0	0	300	300	300	75	0	225	0	0	300	300	0	300	300	0	300	0	75	300	300	300	300	300	300	300	300
chr7_56801250_56801650	400	400	400	0	400	0	400	0	400	400	400	325	0	250	0	0	0	400	0	0	400	375	0	0	0	400	400	0	25	400	0	0	400	400	0	400	400	400	250	0	0	100	400	250	400	400	400	400	25
chr7_56808750_56809050	300	300	150	0	300	0	300	0	300	0	150	0	0	75	0	0	0	0	0	0	300	0	0	0	150	300	300	225	0	0	0	0	300	300	0	300	0	0	75	150	0	0	300	0	300	300	0	300	300
chr7_56830350_56830750	375	400	400	0	300	0	400	0	400	400	400	400	0	0	175	0	375	400	0	0	250	400	0	0	0	175	400	0	0	0	0	0	400	400	25	400	0	0	400	0	0	250	400	0	400	400	400	400	400
