A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr11_47318250_47319000	750	750	525	750	450	750	750	750	750	750	750	750	750	750	750	0	0	750	750	675	0	750	750	375	675	750	750	750	150	750	300	750	750	750	0	750	750	750	525	750	750	675	0	0	750	750	750	750	750	750
chr11_57729650_57730250	350	575	600	600	0	600	125	600	600	600	600	600	600	0	0	325	0	0	600	0	0	325	25	600	400	600	0	600	0	25	0	600	600	600	0	325	600	600	600	0	600	600	0	0	600	600	600	600	600	600
chr11_61111500_61111950	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	450	225	450	450	450	0	450	450	0	0	0	450	0	300	150	450	0	0	0	450	0	0	375	0	450	450	0	0	375	0	0	0	0	450	0
chr11_64972050_64972950	900	900	900	750	0	900	450	900	450	900	900	825	900	900	900	900	825	750	900	900	0	600	375	900	900	900	900	900	900	900	900	900	900	900	900	900	900	900	750	900	900	900	900	900	900	900	675	900	900	900
chr11_65142300_65142750	450	450	450	450	300	450	450	450	450	450	450	450	450	450	450	450	450	450	450	300	0	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	450	0	0	450	450	450	450	450	450
chr11_73061350_73061900	125	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	125	550	550	550	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	550	550	550	550	550
chr11_76589700_76590150	0	0	450	0	0	450	0	0	300	450	450	450	450	0	300	0	0	0	450	450	0	450	450	375	0	0	0	0	75	0	0	0	150	450	150	0	0	0	0	375	450	75	0	450	0	0	0	0	0	0
chr11_78240300_78240850	400	550	550	175	0	550	0	0	550	550	550	550	550	0	0	0	0	0	0	525	0	550	75	0	0	0	0	0	0	0	0	0	0	0	0	300	0	550	525	0	550	0	225	0	0	0	0	0	0	0
chr11_84437250_84437600	350	350	350	350	350	350	50	350	350	350	350	350	350	350	350	350	200	0	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	0
chr11_84437850_84438150	225	300	300	300	0	300	75	75	300	300	300	300	300	225	300	300	300	0	300	300	0	300	300	300	300	225	300	300	300	300	75	300	300	150	225	300	225	300	300	300	300	300	300	300	150	75	0	0	0	0
chr11_84719850_84720200	0	275	225	350	50	350	200	275	350	350	350	350	350	350	200	350	200	350	350	350	0	75	350	350	200	125	350	350	350	350	275	350	200	350	350	200	0	350	350	350	350	350	0	350	50	0	0	125	50	0
chr11_84922250_84922950	0	700	700	700	0	675	0	675	375	700	700	700	700	150	700	625	175	700	700	0	0	700	700	700	0	75	0	700	700	700	0	0	0	700	0	0	0	700	525	75	700	700	475	700	325	0	0	0	0	0
chr11_85108950_85109400	0	450	450	450	0	0	0	450	450	450	450	450	450	75	450	450	150	450	450	450	0	450	450	450	450	450	450	450	450	450	0	450	450	450	0	450	450	450	450	450	450	450	225	450	450	450	450	450	450	450
chr11_85110000_85110700	0	700	700	700	0	675	600	700	700	700	700	700	700	700	700	700	175	700	700	700	0	700	700	700	700	700	600	700	700	700	400	700	700	700	325	700	700	700	700	700	700	700	700	700	700	700	700	700	700	700
chr11_85395150_85396150	0	1000	1000	1000	0	1000	0	900	1000	1000	1000	1000	1000	0	675	675	0	0	1000	900	0	750	1000	1000	0	0	750	1000	1000	1000	0	0	0	1000	0	0	0	1000	975	1000	1000	1000	0	1000	0	0	0	0	0	0
chr11_85495950_85496500	450	550	525	550	0	550	0	550	550	550	550	550	550	450	0	550	0	0	375	0	0	0	550	550	0	300	0	0	525	450	0	0	525	550	0	0	525	550	525	450	550	525	0	450	550	375	0	375	225	375
chr11_111194600_111195100	500	500	500	500	500	500	0	500	500	500	450	500	500	500	325	500	0	500	500	500	0	475	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	500	0	0	500	500	500	500	500	500
chr11_117012800_117013600	800	700	550	800	525	800	0	800	800	775	800	800	775	800	700	800	0	400	800	0	0	400	800	325	0	0	800	800	800	800	800	0	0	800	800	0	0	375	175	800	800	775	0	800	0	0	0	0	0	0
chr11_128847000_128847450	0	450	450	450	75	450	75	450	450	450	450	450	450	450	450	450	75	450	450	0	0	225	450	450	0	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	450	0	150	450	450	150	450	450	450
chr11_128857350_128858100	0	750	675	675	0	750	0	750	750	750	750	750	750	300	0	600	0	675	750	600	0	450	750	750	0	0	450	0	750	750	0	0	0	375	0	0	0	750	750	750	750	0	0	0	0	0	0	0	0	0
chr11_129939450_129939850	400	400	400	400	400	400	0	400	400	400	400	400	400	0	0	0	400	0	400	400	0	325	400	0	400	400	0	0	0	0	0	325	400	0	0	400	400	400	0	0	400	0	0	0	400	400	400	400	400	400
chr11_129960450_129961600	750	1150	1150	1150	0	1150	450	1150	1075	1125	1150	1150	1125	0	0	0	0	0	1150	0	0	975	1150	1150	1150	1150	0	0	0	0	0	1150	1150	300	0	1150	1150	1125	825	0	1125	600	0	0	1150	1150	1150	1150	1150	1150
chr11_130204350_130204950	600	600	600	600	0	600	375	600	600	600	600	600	600	0	0	0	0	75	600	0	0	0	600	0	0	0	0	0	0	0	0	0	0	600	75	0	0	0	0	0	0	600	0	0	150	225	0	0	0	0
chr12_8086300_8086650	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	0	350	350	350	350	350	350
chr12_11707600_11707900	300	300	300	200	0	300	200	200	300	300	300	300	300	0	0	300	0	100	300	300	0	300	0	125	0	0	0	0	300	25	0	0	0	300	0	275	0	300	300	0	300	0	0	0	0	0	0	0	0	0
chr12_11815600_11815900	300	300	300	300	300	300	175	300	300	300	300	300	300	25	0	0	275	0	300	300	0	300	300	0	0	0	0	0	0	0	0	0	0	200	0	0	0	275	200	0	300	100	0	0	0	0	0	0	0	0
chr12_14254300_14254600	300	300	300	300	0	300	300	300	300	300	300	300	300	0	0	300	300	0	275	300	0	300	300	0	0	300	300	0	300	25	200	25	300	300	300	0	300	0	0	300	300	50	0	0	300	300	300	300	300	300
chr12_14260750_14261050	300	300	300	300	50	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	275	300	300	300	300	300	300	300	300	300	300	300	300	300	275	300	275	300	300	300	300	300	300	300	300	300	300	300	300
chr12_14281650_14282000	350	350	200	350	75	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	225	0	350	350	350	350	350	350	350
chr12_14287200_14287500	300	300	225	300	150	300	300	300	300	300	300	300	300	0	300	300	0	300	300	0	0	300	150	0	0	225	300	300	300	300	300	0	300	0	300	0	300	0	0	300	300	0	0	0	300	300	300	300	300	300
chr12_14288550_14289150	525	600	600	600	150	225	0	600	600	600	600	600	600	225	600	600	375	450	600	600	0	600	0	0	0	0	600	450	600	75	600	0	600	150	600	0	600	0	0	600	600	0	0	600	225	300	0	0	0	150
chr12_14293850_14294400	550	550	100	550	0	550	400	550	550	550	550	550	550	25	325	550	400	475	175	550	100	550	475	0	0	25	550	550	550	550	550	0	0	550	550	0	100	0	0	550	550	0	0	0	100	100	0	100	100	25
chr12_14294750_14295050	300	300	300	300	0	300	50	300	300	300	300	300	300	0	300	300	300	0	0	0	0	300	0	300	0	0	300	0	300	0	0	0	125	300	300	0	0	0	0	100	300	0	0	0	0	0	0	0	0	0
chr12_14309750_14310100	350	350	350	350	0	350	350	350	350	350	350	350	350	100	0	175	250	175	350	350	0	350	350	175	0	350	350	350	350	0	350	0	350	250	350	0	350	325	0	350	325	175	0	0	350	350	350	350	350	350
chr12_14327450_14327800	350	175	350	350	25	175	175	100	350	350	350	350	350	100	100	350	25	350	325	325	0	350	350	325	0	100	350	175	350	250	350	0	175	350	350	0	325	0	0	350	325	0	0	350	350	350	0	250	325	250
chr12_31710750_31711150	400	400	400	400	0	400	325	400	400	400	400	400	400	400	400	400	400	400	400	400	175	400	400	400	0	400	400	400	400	400	400	0	400	400	400	0	375	400	150	400	400	400	150	400	400	400	300	400	400	400
chr12_31756850_31757150	25	125	300	300	0	0	50	300	300	300	300	300	300	0	0	300	0	0	300	300	0	300	300	300	0	0	0	200	300	300	175	0	0	300	300	0	0	300	0	200	300	275	0	0	0	300	0	300	300	0
chr12_31810000_31810550	550	550	550	550	50	550	550	550	550	550	550	550	550	550	425	550	0	0	550	550	0	550	550	550	125	550	550	550	550	0	550	550	550	550	550	275	550	550	550	50	550	550	200	550	550	550	550	550	550	550
chr12_31816850_31817150	300	300	300	300	50	300	300	300	300	300	300	300	300	0	300	300	0	200	300	275	0	275	300	300	0	300	300	300	200	0	300	0	300	300	300	0	300	300	300	275	300	300	0	300	275	300	200	300	300	300
chr12_31819200_31819600	300	375	400	0	0	300	0	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	0	100	400	400	400	400	175	0	25	400	400	0	325	400	400	400	400	325	0	0	400	400	325	400	400	400
chr12_31845300_31845700	225	400	400	400	0	400	225	400	400	400	400	400	400	0	400	400	0	400	400	400	0	375	400	400	0	0	400	375	400	300	400	300	400	400	400	0	0	400	100	400	400	400	0	0	400	0	0	0	0	0
chr12_31872850_31873700	850	850	850	850	0	850	850	850	850	850	850	850	850	850	850	850	125	850	850	850	0	850	850	850	0	850	850	850	850	850	850	200	850	850	850	50	350	850	850	850	850	850	850	850	200	275	0	50	0	0
chr12_31880800_31881950	1150	1150	1150	1150	50	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	500	1150	1150	1150	0	1150	1150	1150	200	0	1150	1150	1150	1150	1150	275	50	1150	1150	125	0	1150	1150	1150	1150	1150	650	1150	425	350	50	1150	50	50
chr12_31883150_31884300	1150	1150	1150	1150	0	1150	1150	1150	1150	1150	1150	1150	1150	525	975	1150	1150	1125	1150	1125	0	1150	75	1150	0	0	1150	1150	1150	600	325	375	0	1150	1150	0	0	1150	675	1150	1150	675	925	1150	0	0	0	0	0	0
chr12_31891800_31892150	350	350	350	350	50	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	150	0	350	350	350	350	350	225	350
chr12_31893400_31893700	300	300	300	300	50	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	0	300	275	300	300	300	300	300	300	300	300	275	300	275	300	0	300	300	0	300	300	0	0	0	300	300	300	300	300	300
chr12_31917600_31918000	0	375	375	400	0	0	0	400	0	375	400	400	375	0	0	0	0	400	400	400	0	400	400	375	0	0	0	0	0	0	400	375	0	0	400	0	0	0	0	0	400	250	0	150	400	300	0	400	0	0
chr12_31933200_31933600	400	75	400	400	0	400	75	400	400	400	400	325	400	0	0	375	0	0	400	0	0	375	400	400	0	0	0	75	0	0	0	0	400	225	0	400	400	300	0	0	250	400	0	0	400	400	0	400	400	400
chr12_31991500_31991950	450	425	450	450	0	0	450	450	450	450	450	450	450	0	0	0	0	350	450	450	0	425	0	0	450	0	0	25	0	0	325	450	0	450	0	450	0	0	0	200	250	50	0	0	125	450	0	450	450	400
chr12_32031200_32031600	400	375	400	375	400	400	300	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400
chr12_32253900_32254200	300	300	300	0	0	300	0	225	300	300	300	300	300	0	0	300	0	0	300	300	0	0	0	0	300	300	0	0	0	0	0	300	300	150	0	300	300	0	300	0	300	225	0	0	300	300	0	300	300	300
chr12_47394750_47395050	300	300	300	300	300	300	225	300	300	300	300	300	300	0	225	150	0	0	300	300	150	300	300	300	300	300	300	300	75	150	300	300	300	300	300	300	300	300	300	150	300	300	0	75	300	300	300	300	300	300
chr12_50885750_50886100	325	350	350	350	0	350	350	350	350	350	325	350	350	0	0	0	0	0	350	0	0	350	350	350	350	350	0	350	0	0	0	350	350	350	0	350	350	350	350	0	350	350	0	0	350	350	350	350	350	350
chr12_56142950_56143550	400	500	600	600	50	600	550	600	600	600	600	600	600	0	600	425	600	300	600	600	0	575	600	600	0	0	0	0	600	600	550	0	0	600	600	250	0	600	600	600	600	600	0	400	0	0	0	0	0	0
chr12_68792450_68792800	250	350	350	350	0	0	0	350	350	350	350	350	325	0	0	0	175	100	350	350	0	0	350	0	0	350	0	25	0	0	0	0	350	0	0	350	350	0	325	0	250	0	0	0	350	350	350	350	350	350
chr12_89643750_89644050	0	300	300	300	0	300	300	300	300	300	300	300	300	0	0	150	300	0	0	0	0	300	300	300	0	0	0	225	225	0	0	0	0	300	0	0	0	300	0	300	300	0	0	0	0	0	0	0	0	0
chr12_89871050_89871400	325	350	350	325	0	325	0	350	350	250	350	350	325	0	325	350	350	175	350	325	0	250	100	350	0	0	350	350	350	350	350	0	0	25	350	0	0	350	0	350	350	0	0	350	0	350	0	0	175	175
chr12_92560950_92561250	300	300	300	300	0	300	225	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300
chr12_110812050_110812350	300	300	75	300	75	300	0	300	300	300	300	300	300	300	0	0	225	0	300	300	0	75	225	0	0	300	0	0	0	0	0	0	300	300	0	0	300	0	0	300	300	0	150	0	300	300	300	300	225	150
chr12_111730450_111731200	0	725	750	750	0	750	0	750	750	750	750	500	750	0	0	0	0	0	750	0	0	750	750	750	750	750	0	750	0	0	0	750	750	750	0	750	750	750	750	0	750	750	0	750	750	750	750	750	750	750
chr12_112936200_112936600	375	25	400	400	0	0	0	375	400	400	400	400	400	400	0	250	0	0	175	75	0	400	400	100	0	0	0	0	0	0	0	0	0	400	175	0	0	0	25	400	400	400	0	0	0	0	0	0	0	0
chr12_113063100_113063650	375	550	550	375	0	550	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550
chr12_116696200_116696550	350	350	350	275	350	350	50	350	350	350	350	350	350	350	350	350	350	350	350	350	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	200	350	350	350	350	350	350	350
chr12_116720000_116720500	175	500	500	475	0	250	0	0	500	500	500	500	475	0	0	0	25	0	500	325	0	325	500	0	175	475	100	0	0	0	0	325	500	0	0	325	325	0	0	500	475	0	0	0	0	0	0	0	0	0
chr12_116800550_116800850	300	300	300	275	200	300	175	300	300	200	300	300	275	125	50	275	50	0	300	275	0	125	275	200	300	300	275	200	0	0	50	300	300	0	200	300	300	275	200	300	125	200	200	300	300	300	300	300	300	300
chr12_116801850_116802150	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	0	300	300	0	300	300	300	300	300	300	300	75	0	300	300	300	300	75	300	300	300	300	300	300	225	75	300	300	300	300	300	300	300
chr12_116807000_116807450	450	450	450	450	450	450	400	450	450	450	450	450	450	450	100	450	450	450	450	450	0	450	450	400	450	450	450	450	450	0	450	450	450	275	450	450	450	100	0	450	450	25	450	450	450	450	450	450	450	450
chr12_116809000_116809450	175	450	450	50	0	450	0	450	450	450	450	450	450	450	0	450	450	0	450	0	0	0	425	0	125	450	0	0	275	25	0	0	450	0	450	0	450	450	0	450	425	0	450	450	0	0	0	0	0	0
chr12_116873850_116874150	0	300	300	300	0	300	0	300	300	300	300	300	300	300	0	300	300	0	300	225	0	0	300	0	0	300	300	0	300	0	300	0	300	0	300	0	225	0	0	300	300	0	0	300	300	300	0	0	0	0
chr12_121808650_121808950	300	300	275	0	0	300	0	0	300	300	300	300	300	300	125	300	300	50	300	275	0	300	125	300	50	125	300	300	300	300	275	275	300	300	300	0	300	300	300	275	300	300	50	50	0	0	0	0	0	0
chr12_123019700_123020100	300	225	400	400	0	400	400	400	400	400	400	400	400	0	0	0	0	0	175	0	0	400	0	375	0	0	0	0	0	0	0	0	0	250	0	0	0	0	250	0	400	25	0	250	0	0	0	0	0	0
chr12_123465450_123465850	400	375	300	0	0	400	225	400	300	400	400	400	375	100	300	0	75	0	400	400	0	150	400	0	0	0	0	150	75	0	400	0	0	325	400	150	0	175	0	375	400	0	375	0	0	0	0	0	0	0
chr13_22926900_22927450	400	0	525	0	0	0	0	300	550	550	550	550	550	550	550	550	550	550	550	550	0	300	550	450	550	550	550	550	550	550	550	550	550	550	550	525	525	550	550	550	550	550	550	550	300	300	0	550	300	0
chr13_29569200_29569700	200	500	500	350	50	500	200	500	500	500	500	500	500	0	0	300	500	0	500	500	0	0	450	150	500	125	500	0	500	450	0	75	0	425	0	500	0	500	500	450	500	300	450	500	0	0	0	0	0	0
chr13_30447000_30447300	75	300	300	0	0	300	75	300	300	300	300	300	300	300	300	300	300	300	300	300	0	75	75	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	0	300	300	300	300	300	300
chr13_30790250_30790700	450	450	450	450	450	450	125	450	450	450	425	450	450	450	0	0	325	0	450	450	0	425	450	0	0	450	0	0	0	0	0	50	450	0	0	450	450	200	100	0	450	0	425	450	450	450	450	450	450	450
chr13_32985150_32985450	225	300	300	300	300	300	0	300	300	300	300	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	0	0	300	0	0	75	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0
chr13_44243100_44243650	400	550	550	550	0	550	475	550	550	550	525	525	550	550	475	550	550	550	525	550	0	375	0	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	550	0	0	550	550	550	550	550	550
chr13_46562600_46562950	0	350	350	350	0	300	0	350	350	350	350	350	350	350	350	350	350	350	325	325	0	0	300	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	175	350	350	350	350	350	350
chr13_74575250_74575650	375	400	400	400	0	400	0	0	400	400	400	400	400	400	400	400	400	400	400	150	0	375	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	375	400	150	400	400	300
chr13_79397000_79397500	500	500	500	500	0	500	400	500	500	475	500	500	500	100	175	500	500	0	500	0	0	0	0	325	0	0	500	0	400	0	0	0	0	325	500	0	0	250	0	325	500	0	0	0	0	0	0	0	500	0
chr13_95478450_95478750	300	300	300	300	0	300	300	300	300	300	300	300	300	0	300	300	0	0	300	300	0	300	300	300	300	300	300	300	300	150	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr13_111131600_111132000	300	375	150	150	0	400	225	400	400	400	400	400	400	0	400	375	400	0	400	325	0	400	225	0	400	400	0	0	400	400	0	400	400	400	0	400	400	225	400	0	400	0	0	150	400	400	400	400	400	400
chr14_50391200_50391850	650	650	650	650	0	650	0	175	650	650	650	650	650	0	0	0	0	0	650	650	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0
chr14_50407500_50408100	375	600	600	600	0	600	375	300	600	600	600	600	600	0	0	0	600	0	600	225	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	375	75	150	0	225	0	225
chr14_50408400_50408950	0	550	550	550	0	550	0	550	550	550	550	550	550	0	0	0	25	0	550	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
chr14_53110550_53110900	350	350	350	350	350	350	250	350	350	350	350	350	350	350	350	350	350	350	350	325	0	350	350	350	350	25	100	350	350	350	25	350	250	350	350	350	350	250	0	325	325	100	0	350	350	350	350	350	350	325
chr14_56194350_56195100	750	750	675	750	150	750	750	750	750	750	750	750	750	750	750	750	750	750	750	675	0	675	750	525	225	750	750	750	750	750	750	300	750	750	750	225	750	750	0	750	750	750	0	750	750	750	225	450	375	300
chr14_65960900_65961300	0	400	400	400	0	400	0	400	400	400	400	400	400	0	0	400	0	0	400	0	0	400	0	400	0	375	400	400	400	0	0	400	400	400	375	400	400	400	400	400	400	400	0	400	400	400	0	400	0	0
chr14_68676300_68676850	550	525	550	525	0	550	550	550	550	550	550	550	550	550	550	550	550	0	550	550	0	550	550	550	400	550	550	550	550	550	550	450	550	550	550	550	550	550	550	550	550	550	475	550	550	550	550	550	550	550
chr14_75455650_75456050	400	400	400	400	0	400	400	400	400	400	400	400	400	0	0	0	0	0	400	0	0	400	400	50	400	0	0	0	0	0	0	400	200	0	0	275	200	400	0	0	400	0	400	0	0	0	0	0	0	0
chr14_75457100_75457900	800	800	0	800	0	800	0	250	800	800	800	625	775	0	800	0	250	0	800	775	0	0	0	250	700	0	0	0	0	0	0	775	625	25	0	0	0	700	400	0	800	0	0	0	0	0	0	0	0	0
chr14_89199200_89199600	400	400	400	400	400	400	400	400	400	400	400	400	400	250	175	0	0	250	400	400	0	400	400	0	400	0	400	0	250	325	0	400	0	400	0	400	0	0	0	375	400	0	325	400	400	0	0	325	0	0
chr14_89341500_89341900	400	400	400	400	400	400	75	400	400	400	400	400	400	400	225	400	150	400	375	400	0	400	400	400	400	400	300	400	400	400	0	400	400	400	400	400	400	400	400	400	400	400	0	400	400	400	400	400	400	400
chr14_95331000_95331500	500	500	350	500	0	500	125	500	500	500	500	500	500	0	0	225	0	0	500	0	0	200	425	0	0	0	0	0	500	0	0	0	0	500	0	0	0	0	275	75	500	0	500	200	0	0	0	0	0	0
chr14_96582050_96582550	0	0	500	0	0	500	300	500	500	500	500	500	500	250	0	500	475	0	500	175	0	450	475	500	500	500	0	0	400	250	500	500	500	500	475	500	500	500	500	0	500	500	0	0	500	500	500	500	500	500
