A.H3K27me3.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135679_EGAR00001139765_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135684_EGAR00001139766_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215956_EGAR00001228607_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215954_EGAR00001228605_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171948_EGAR00001185104_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326545_EGAR00001355700_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272701_EGAR00001300104_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265739_EGAX00001272601_EGAR00001300132_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272617_EGAR00001300044_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272702_EGAR00001300105_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272666_merged3runs_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272690_EGAR00001300083_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272658_EGAR00001300005_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272665_EGAR00001300012_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272654_EGAR00001300001_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304999_EGAR00001334472_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304996_EGAR00001334421_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305064_EGAR00001334391_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305086_EGAR00001334365_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305083_EGAR00001334362_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326521_EGAR00001355883_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326518_EGAR00001355880_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326493_EGAR00001355780_usMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68889.CEMT_129.H3K27me3.hg38.bwa-sb.IX5126.CAVYBANXX_4_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70851.CEMT_134.H3K27me3.hg38.IX5208.CAVPBANXX_1_TGACCA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70858.CEMT_135.H3K27me3.hg38.A70858_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70865.CEMT_136.H3K27me3.hg38.IX5211.CAVPBANXX_4_ACTCTC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70872.CEMT_137.H3K27me3.hg38.IX5212.CAVPBANXX_5_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70879.CEMT_138.H3K27me3.hg38.IX5214.CAVPBANXX_7_CACGAT.FindER2.bed.remDups.bed.intersect.value
chr10_12351000_12351450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	450	0	450	0	0	0	0	450	450	0	450	0	0	0	0	0	0	450	0	450	450	450	450	450	450
chr10_12354650_12355200	0	375	0	0	550	0	550	0	0	150	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	550	0	0	0	0	550	550	0	550	0	0	0	0	0	0	550	0	550	550	550	525	550	550
chr10_12359250_12359700	0	0	0	0	0	0	450	0	0	0	0	0	0	75	0	0	0	0	0	0	450	0	0	375	450	0	450	0	0	0	0	450	0	0	225	0	0	0	0	0	0	450	0	450	450	450	450	450	450
chr10_12374150_12374700	0	250	0	0	550	0	550	225	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0
chr10_12388100_12388650	0	550	0	0	550	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	300	0	0	0	0	550	550	300	0	0	0	0	0	0	0	550	0	550	550	100	0	0	0
chr10_12419850_12420150	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	300	300	0	300	300
chr10_12423900_12424300	0	0	0	0	0	75	400	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	300	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0
chr10_12427600_12428050	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0
chr10_12430750_12431250	0	425	0	0	500	0	500	500	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
chr10_12435150_12435450	75	0	0	0	300	0	300	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0
chr10_12470450_12471100	0	250	0	0	650	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	650	0	25	0	0	25	0	0
chr10_12490350_12490650	0	0	0	150	300	0	300	0	0	0	0	0	0	75	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
chr10_12500200_12500500	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0
chr10_12545400_12546100	0	0	0	0	700	0	700	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	175	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
chr10_12646950_12647400	0	300	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
chr10_12648650_12649050	0	25	0	0	400	0	400	300	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_12681700_12682150	0	0	0	0	450	0	450	175	0	0	50	0	200	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	200	0	0	0	25
chr10_12695400_12695950	100	400	0	0	550	0	550	175	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_12738900_12739200	300	75	0	300	300	0	300	75	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_12747550_12747850	200	50	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0
chr10_12787650_12788250	0	75	0	0	600	0	600	300	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_12811800_12812800	0	375	225	0	675	0	1000	0	0	0	0	0	0	0	0	0	300	1000	0	0	825	0	0	325	0	825	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	150	0	0	0
chr10_30350900_30351450	0	150	150	300	550	550	550	75	550	0	0	0	0	550	0	0	400	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_31997850_31998150	0	0	0	0	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	75	0	0	0
chr10_44652750_44653050	300	300	0	0	300	0	300	300	0	0	0	150	0	300	0	150	0	300	0	0	300	0	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	300	0	300	0	0	0	0	300	0	0	0
chr10_55263850_55264150	0	300	0	0	300	0	300	0	250	0	0	0	200	0	0	0	0	0	25	0	300	100	0	0	0	0	0	100	0	0	300	0	0	50	0	0	25	100	25	25	0	0	25	0	0	0	0	0	0
chr10_68610050_68610400	325	0	175	100	350	0	350	300	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_68629300_68629650	0	0	0	0	350	0	350	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_68657100_68657500	300	0	0	0	400	0	400	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_68838450_68838750	300	300	300	0	300	0	300	0	0	0	0	0	225	225	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_69117500_69117800	275	0	0	300	300	0	300	0	50	0	200	0	0	0	175	50	100	0	300	0	300	0	0	0	0	50	0	100	0	0	0	200	0	0	0	0	0	0	100	0	0	0	0	300	0	300	0	175	0
chr10_72301050_72301350	75	0	0	225	300	0	300	0	0	300	0	300	0	0	0	0	0	0	75	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	300	0	0
chr10_72301500_72301900	400	0	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	400	0	0	75	0	0
chr10_73632500_73632800	300	300	0	0	300	0	300	300	300	0	0	0	0	250	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
chr10_80492300_80492650	350	175	250	250	350	0	350	175	0	0	0	25	350	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
chr10_89661900_89662350	450	0	0	0	450	0	450	450	0	0	0	150	0	300	450	450	450	0	0	0	450	0	0	150	0	0	0	0	0	450	450	0	0	375	0	0	225	375	0	0	0	0	0	0	0	0	0	0	0
chr10_96762000_96762400	0	0	0	25	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_100345200_100345650	450	0	0	0	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	75	0	0	150	0	0	0	0	375	0	0	0	0	0	75	0	0	0	450	0	225	0	0	0	0	0
chr10_100356050_100356600	0	75	0	0	550	0	550	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0
chr10_100360400_100360750	0	0	0	0	350	0	350	0	0	0	0	0	0	175	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	25	0	0	0	0	0	0
chr10_100379000_100379650	650	0	0	650	650	0	650	400	25	0	300	0	0	0	0	0	325	325	0	0	600	0	325	650	0	525	0	0	0	525	0	0	0	0	0	0	650	650	0	0	0	0	650	0	0	0	0	0	0
chr10_100433400_100433950	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	25	0	0	0	525	0	0	150	0	0	375	325	0	475	0	550	0	0	0	0	300	75	0	0	0	525	550	375	225	375	375	375	550
chr10_109923950_109924350	0	0	0	0	400	0	375	0	0	0	0	0	0	0	0	0	0	400	0	0	400	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	225	300	0	0	0	0	0	0
chr10_110814600_110815000	0	0	0	0	0	0	400	0	75	0	0	0	0	0	400	0	0	175	0	0	375	0	0	0	0	0	250	150	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	400	250	400	250	400	400
chr10_110817950_110818350	0	0	0	0	400	0	400	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
chr10_110846900_110847350	0	0	0	50	450	0	450	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	450	0	0	0	0	125	325	0	450	0	0	0	0	0	0	0	0	275	0	450	275	450	0
chr10_119249400_119249850	0	450	0	300	450	0	450	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119278550_119279100	0	300	0	0	550	0	550	0	0	0	0	0	0	0	0	0	0	0	250	300	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119316300_119316900	300	600	0	0	600	0	600	0	0	0	375	0	0	600	0	0	0	0	0	75	600	525	0	0	0	0	0	0	0	0	75	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119319450_119320150	0	0	0	0	700	250	700	0	0	0	375	375	0	700	0	0	0	550	0	300	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
chr10_119367150_119367600	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119399150_119399550	0	0	0	0	0	0	400	0	0	0	0	0	0	400	25	0	0	400	0	0	375	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119418750_119419250	0	0	0	0	0	0	500	0	0	0	0	0	0	350	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119421000_119422300	0	0	0	0	150	0	1300	0	0	0	0	0	0	900	825	0	0	1300	0	0	1300	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119453850_119454150	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	150	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119454850_119455450	0	0	0	0	550	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0
chr10_119474550_119475150	75	300	0	0	600	0	600	0	0	0	0	0	0	600	0	75	600	600	600	600	600	0	0	0	0	525	150	0	0	75	450	0	0	0	0	0	600	600	600	0	150	0	0	0	0	0	0	0	0
chr10_119480700_119481200	0	50	0	75	500	0	500	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0
chr10_124094100_124094550	0	0	0	0	0	0	450	0	0	0	0	0	0	375	0	375	0	150	0	0	450	0	0	0	0	450	450	0	0	0	0	150	450	0	450	0	300	0	0	0	0	0	0	450	450	450	450	450	300
chr10_124099100_124099500	0	0	0	0	400	0	400	0	0	75	400	0	0	400	400	0	400	400	0	0	375	0	0	75	0	0	375	25	0	0	0	0	400	0	325	0	100	0	0	0	0	175	0	100	0	400	0	0	0
chr10_124157400_124157900	225	150	50	0	500	0	500	300	0	0	500	425	0	225	500	0	0	500	0	0	500	0	0	225	0	300	425	500	500	500	300	500	425	500	375	375	375	0	0	0	0	425	0	425	500	200	275	350	425
chr10_124563950_124564300	0	350	25	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_124995550_124996300	0	0	0	0	750	0	750	0	0	750	500	650	0	125	0	0	0	750	0	0	750	0	0	400	0	0	0	0	0	0	0	0	0	100	0	0	500	175	0	0	0	0	400	0	0	0	0	0	0
chr10_130120200_130120500	225	150	0	0	300	0	300	0	0	0	0	0	0	300	300	0	300	300	225	0	300	300	0	300	0	0	300	300	0	300	75	0	225	0	0	0	300	300	300	0	0	300	0	0	150	0	0	0	0
chr10_132454350_132455300	825	0	0	0	950	0	950	0	0	0	0	350	0	525	675	0	300	950	0	525	950	425	0	0	0	525	450	525	0	0	950	525	0	50	0	525	0	0	300	0	0	950	600	0	0	75	0	0	0
chr10_132541500_132541900	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
chr10_132576500_132576950	450	0	0	0	450	0	450	0	375	0	0	0	0	450	350	0	0	0	450	0	450	250	200	450	0	0	0	0	0	0	0	400	0	0	0	0	400	450	0	0	0	400	450	0	0	0	0	0	0
chr10_132577500_132577800	300	0	0	0	300	0	300	0	0	0	0	0	0	225	0	0	0	0	300	0	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	300	300	0	0	0	0	0	0
chr10_132686000_132686500	500	450	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_133352450_133352950	0	0	0	0	500	0	450	0	0	0	25	0	0	0	0	0	0	0	0	0	25	0	0	400	0	0	0	0	0	0	0	175	250	0	100	0	250	325	0	0	0	500	0	0	0	475	0	0	0
chr11_6400200_6400750	0	0	0	0	550	0	550	0	0	0	0	0	0	550	175	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_7600500_7600850	0	350	75	75	350	0	0	0	75	0	0	0	0	350	225	0	0	350	0	0	350	0	0	0	0	0	0	350	350	0	0	0	0	0	0	350	0	0	200	0	350	0	0	0	0	0	0	0	0
chr11_10005050_10005400	0	0	0	0	350	0	350	0	0	0	325	0	25	0	350	0	0	175	325	0	350	0	0	0	250	0	350	0	0	0	0	350	250	175	0	0	25	0	0	0	0	350	0	350	350	350	350	350	350
chr11_10313550_10313850	0	75	0	0	300	75	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	300	0	0	0	0	0	0	0	0	150	0	0	0	75	300	0	300	0	300	300
chr11_10618650_10619100	0	0	0	0	450	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0
chr11_14235900_14236200	0	0	0	0	300	0	300	0	300	0	300	0	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	0	300	0	0	0	0	0	0	300	0	300	0	300	300	300	300
chr11_14257750_14258050	275	0	100	0	300	0	300	0	0	275	125	300	0	300	300	0	0	300	0	0	300	0	0	300	0	0	300	300	0	300	0	300	200	0	300	0	300	300	0	0	50	300	300	50	300	300	0	0	25
chr11_14523350_14523900	0	550	0	300	550	325	550	375	550	0	0	0	0	475	250	0	0	0	0	0	550	475	0	550	0	0	400	0	0	0	0	0	250	0	325	0	0	0	0	0	0	0	0	400	550	400	175	0	0
chr11_14524500_14524800	0	0	0	75	300	0	300	0	0	150	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0
chr11_17226000_17226300	300	0	0	225	300	0	300	75	0	0	300	0	0	0	0	0	0	0	0	75	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	150	0	0	0	150	0	0	0
chr11_34647700_34648000	300	300	300	0	300	300	300	300	0	0	0	0	0	300	300	200	300	300	0	0	300	0	0	0	0	0	0	300	300	300	300	300	0	0	0	300	275	0	300	0	300	300	0	0	0	50	0	0	0
chr11_34653900_34654200	300	0	0	300	300	0	300	0	0	0	0	0	0	300	300	0	0	0	300	75	300	0	0	0	0	300	0	300	0	225	300	300	0	0	0	300	0	0	300	0	300	0	75	0	0	0	0	0	0
chr11_34654700_34655250	375	0	0	175	550	0	550	0	0	0	0	0	0	0	325	0	525	0	0	0	550	550	0	0	0	300	450	550	450	550	550	300	0	400	0	550	0	0	550	0	550	0	550	0	0	0	75	0	150
chr11_60930750_60931050	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0
chr11_61994800_61995100	125	125	275	0	300	200	300	275	275	0	0	0	0	300	300	0	50	0	0	0	300	0	0	0	0	300	300	300	0	0	0	300	300	0	300	0	300	300	300	0	300	300	0	300	300	300	300	300	300
chr11_62509400_62509700	0	0	0	0	300	0	300	200	0	0	0	0	0	300	275	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	300	275	0	0	0	0	0	0	0	0	300	0	300	300	300	300	300	300
chr11_62848700_62849250	0	0	0	0	550	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_64157900_64158550	0	0	0	0	650	0	0	400	0	0	0	0	0	525	0	0	0	0	0	0	625	0	0	175	0	0	0	0	450	0	250	400	0	0	0	175	400	650	0	0	0	250	300	0	0	0	0	0	0
chr11_64822500_64822800	150	0	0	0	300	0	300	0	75	0	0	0	0	0	0	0	0	225	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_64920350_64920850	500	400	0	0	500	0	500	0	0	0	0	0	0	175	0	0	0	0	0	100	500	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_64992950_64993500	325	300	0	0	550	450	550	0	550	0	0	0	0	550	300	0	0	550	0	0	525	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	100	250	0	300
chr11_65010600_65010900	0	300	0	0	225	0	300	75	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_65809650_65809950	0	75	0	0	300	0	300	75	0	0	300	0	0	300	300	300	0	300	300	0	300	0	0	300	0	0	300	0	0	0	300	300	300	300	300	0	300	300	75	0	300	300	300	0	0	0	0	0	0
chr11_66300700_66301000	300	250	0	0	300	0	300	275	0	0	125	0	0	275	300	0	0	0	0	0	275	0	0	0	0	0	0	0	125	0	0	0	0	300	0	200	0	275	0	0	0	0	0	0	0	0	0	0	0
chr11_70367450_70367750	275	300	50	0	300	300	300	125	200	0	0	0	0	300	300	0	0	300	0	250	300	0	0	0	0	0	0	0	300	0	300	0	0	0	0	0	0	0	250	0	100	0	0	0	0	0	0	0	0
chr11_73959900_73960200	300	300	0	0	300	300	300	300	300	0	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300
chr11_78001400_78001800	0	400	0	100	400	250	400	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	175	0	150	0	150	0	225	75
chr11_84236900_84237250	350	250	0	25	350	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	325	350	0	350	0	100	0	175	0	0	0	0	0	0	0	0	25	0	0	0	0	0	350	0	0	0	0	0	0
