A.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr1_206931300_206932350	1050	1050	1050	450	1050	1050	1050	1050	1050	1050	825	900	1050	375	600	0	0	675	0	0	1050	1050	1050	1050	1050	1050	0	0	300	1050	1050	375	0	75	1050	1050	75	825	1050	0	525	1050	0	0	1050	1050	0	150	0	0	0	0	225	375
chr1_225078450_225079200	600	750	600	450	600	750	750	675	750	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_226603250_226604250	1000	1000	1000	250	850	900	0	1000	825	0	400	0	0	0	0	0	0	0	0	0	550	1000	1000	1000	375	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0
chr1_226944500_226945000	475	500	400	0	0	500	500	375	475	500	500	500	500	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_227766050_227766500	275	350	200	0	0	0	0	0	0	450	450	425	425	0	0	0	0	0	0	0	450	450	450	450	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr1_229108800_229109500	475	700	700	0	0	625	550	700	400	0	0	450	0	0	0	0	0	0	0	0	700	700	700	700	225	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	700	525	0	0	250	0	0	0	0	0
chr1_229542150_229542600	0	450	450	0	375	450	0	450	450	0	0	0	0	0	0	0	0	300	0	0	450	450	450	450	450	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr1_230747450_230747850	400	400	400	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	400	400	400	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_244568150_244569300	1150	1150	1075	1050	1050	1150	1150	900	1050	1150	900	1150	1125	0	0	0	0	0	0	0	1125	1150	1125	1150	1125	1125	0	0	0	0	0	0	0	0	750	1125	0	0	1050	900	0	750	0	0	1150	0	0	450	0	0	0	0	0	750
chr1_248739450_248740900	1050	1450	1450	0	0	975	1450	1350	775	375	1375	0	0	0	0	0	0	0	0	0	0	1450	0	1450	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0
chr1_248945600_248946300	600	700	700	300	375	700	700	675	675	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_5859650_5860450	800	800	800	800	775	600	675	675	800	525	0	450	0	0	0	0	0	0	0	0	775	800	775	800	0	0	0	0	0	0	0	0	0	0	550	250	0	175	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0
chr10_6467000_6467800	675	800	750	775	775	800	800	750	675	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_12322800_12323700	900	900	900	900	750	900	300	900	900	0	0	600	450	0	0	0	0	0	0	0	450	900	900	900	600	225	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	375	0	0	900	0	0	0	0	0	0	0	0	0
chr10_17632250_17633100	825	850	750	750	675	850	525	775	825	0	0	675	0	0	0	0	0	0	0	0	750	850	825	850	825	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0
chr10_17656650_17657250	600	600	600	0	0	600	0	0	600	0	0	375	300	0	0	0	0	0	0	0	600	600	600	600	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr10_17808800_17809500	700	700	675	0	0	700	0	700	700	300	700	0	675	75	0	0	0	0	0	0	0	700	700	700	300	0	0	0	0	75	0	0	0	0	675	0	0	75	0	0	0	0	0	0	150	150	0	0	0	0	0	0	0	0
chr10_17810050_17810100	50	50	50	0	0	50	0	0	50	0	50	0	0	0	50	0	0	0	0	0	0	50	50	50	50	0	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_17918450_17918800	0	350	350	350	350	0	0	0	350	0	0	350	0	0	0	0	0	0	0	0	0	350	350	350	300	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr10_18035750_18036250	500	500	475	250	500	500	475	0	500	0	400	475	0	0	0	0	0	0	0	0	0	500	450	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr10_18139650_18139950	300	300	300	300	225	300	300	300	300	0	75	225	150	0	300	0	0	0	75	0	0	300	300	300	150	0	0	0	0	75	75	150	75	150	225	0	75	0	0	0	0	0	0	0	300	150	0	0	0	0	0	0	0	0
chr10_18141300_18142050	750	750	750	750	450	750	750	750	750	0	675	750	225	0	450	0	0	0	150	0	0	750	750	750	375	0	300	0	75	225	375	300	150	225	600	0	300	0	0	0	75	0	0	75	675	225	0	150	75	0	0	0	0	0
chr10_18340350_18341400	1050	1050	1050	975	1050	975	975	1050	1050	0	1050	1050	675	0	0	0	0	0	0	450	0	1050	1050	1050	450	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr10_18346400_18347200	800	800	0	0	750	775	775	700	675	0	375	0	0	0	0	0	0	0	0	0	0	800	800	800	475	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_18400050_18400350	300	300	300	300	225	225	225	300	300	0	300	300	300	0	300	0	0	225	150	0	0	300	300	300	0	0	0	0	75	0	75	0	75	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr10_18472150_18472450	300	300	300	300	300	300	0	300	300	0	0	300	0	0	0	0	0	0	0	0	0	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	125	0	0	0	50	0
chr10_24894350_24895000	650	650	650	650	650	650	650	650	250	375	550	650	0	0	0	475	0	0	0	0	625	650	650	650	550	650	0	0	0	0	475	0	0	0	550	650	0	0	650	0	0	650	0	0	325	0	0	650	300	0	0	0	0	0
chr10_26731700_26732350	650	650	650	475	650	0	650	0	550	525	650	550	550	0	0	0	0	0	0	0	0	650	550	650	0	475	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0
chr10_26868950_26869900	950	850	950	950	700	950	925	950	950	450	0	900	450	0	0	0	0	0	525	0	700	950	775	950	525	475	0	0	0	0	0	375	0	0	550	0	0	0	0	0	0	0	0	325	950	0	0	0	400	0	0	0	550	550
chr10_32228100_32228850	750	750	750	750	750	750	750	750	750	0	0	675	75	0	0	0	0	0	0	0	525	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	300	0	0	375	0
chr10_33135900_33136200	300	300	300	300	300	300	0	75	300	0	0	300	0	0	0	0	0	0	0	0	0	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr10_44765250_44766100	825	850	825	750	775	850	850	825	825	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_44978500_44978850	0	350	225	0	0	0	0	350	0	350	350	350	0	0	0	0	0	275	0	0	350	350	350	350	0	0	350	0	150	0	0	0	350	0	350	0	0	0	0	0	0	0	0	350	225	75	0	0	0	0	0	0	0	0
chr10_45358800_45359550	750	750	750	0	0	750	600	750	0	750	0	375	375	0	0	0	0	0	0	0	750	750	675	750	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	750	0	0	0	300	0	0	0	0	600
chr10_45433800_45434700	900	900	900	450	0	750	375	900	750	525	0	450	0	0	0	0	0	0	0	0	900	900	900	900	0	0	750	0	0	0	0	0	900	0	0	0	0	525	0	0	0	0	0	150	900	0	0	0	0	0	0	0	0	0
chr10_45453200_45454200	1000	1000	1000	850	600	1000	1000	1000	975	750	1000	825	900	0	0	0	0	0	0	0	975	1000	975	1000	900	675	375	0	375	0	925	0	0	0	750	0	0	450	975	0	0	600	0	0	1000	0	0	0	0	0	0	0	0	0
chr10_47195150_47195850	700	700	700	700	700	700	675	525	700	675	0	700	525	0	0	0	0	0	0	0	0	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	450	0	0	0	700	0
chr10_49104900_49105300	375	400	375	0	0	400	400	0	0	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_69057350_69057700	350	350	325	0	0	0	175	350	350	325	0	0	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr10_70682750_70683700	850	925	950	0	375	950	0	850	450	900	750	825	675	0	0	0	0	0	0	0	950	950	0	950	950	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	950	850	0	0	0	0	0	0	0	0
chr10_71996850_71997300	450	450	450	450	450	300	0	450	0	0	0	0	0	0	0	0	0	0	0	0	450	450	450	450	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	225	0	0	0	450	0	0	0	0	0	0	0	0	0
chr10_72084100_72084300	200	200	0	0	0	200	50	200	200	0	0	0	0	0	0	0	0	0	0	0	0	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	200	0
chr10_75036600_75037600	1000	1000	1000	75	0	1000	1000	825	1000	675	0	750	675	0	0	0	0	0	375	0	975	1000	1000	1000	675	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	150	1000	0	0	0	0	0	0	0	0	0
chr10_92948150_92949000	850	850	850	850	850	850	850	750	850	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_93831050_93831450	0	400	0	0	0	400	400	0	225	400	400	400	400	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_95806700_95807700	1000	1000	1000	900	975	1000	825	1000	975	975	975	975	975	0	0	0	0	0	0	0	975	1000	1000	1000	525	1000	0	0	0	0	0	0	0	0	300	525	0	0	975	525	0	450	0	0	1000	0	0	600	675	0	0	0	0	0
chr10_96713250_96713800	550	550	550	550	550	550	550	550	550	0	0	0	0	0	0	0	0	300	0	0	375	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_99999200_99999450	175	250	250	0	0	250	0	175	0	0	75	225	250	0	0	0	0	225	0	250	225	250	250	250	250	0	250	0	0	0	0	0	225	0	250	0	0	0	0	0	0	175	0	0	250	0	0	0	0	0	0	0	0	0
chr10_99999950_100000900	925	925	925	400	925	0	600	925	850	0	775	925	625	0	0	0	0	0	0	0	925	950	950	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0
chr10_100006350_100008150	1800	1650	1800	1725	1800	1725	1725	1575	1800	1800	1800	1800	1800	0	1725	0	0	150	150	0	1800	1800	1800	1800	1800	1725	450	0	300	450	1125	0	0	375	975	450	1050	0	450	0	825	375	0	0	1800	750	0	0	525	1575	0	1200	1050	1050
chr10_104396100_104396800	700	700	700	700	700	700	700	600	700	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_119728800_119730100	1300	1300	1275	1300	1300	1300	1275	1300	1300	300	375	975	525	0	0	0	0	375	0	0	1275	1300	1125	1300	900	0	0	0	450	150	0	225	375	225	750	300	0	0	0	0	225	600	0	0	1300	300	0	0	525	0	0	0	300	375
chr10_124691700_124692400	700	700	525	700	0	700	175	700	600	0	0	0	0	0	0	0	0	0	0	0	525	700	700	700	675	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0
chr10_125098250_125099200	900	950	925	950	900	950	950	900	900	950	950	950	950	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_130360050_130360900	600	850	850	525	525	850	850	750	850	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10_130404200_130404700	375	500	475	300	300	500	500	0	300	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_297800_298300	475	500	500	0	0	500	0	0	500	0	500	0	300	0	0	0	0	0	0	0	500	500	500	500	500	0	400	0	0	0	0	0	0	0	500	0	0	0	500	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0
chr11_940050_940650	600	600	450	150	600	0	600	0	450	0	0	600	0	0	0	0	0	0	0	0	450	600	600	600	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr11_991650_992550	600	600	900	0	0	900	0	450	825	450	0	0	600	0	0	0	0	0	0	0	900	900	825	900	600	0	0	0	0	0	0	0	0	0	750	0	0	450	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0
chr11_1485950_1486650	700	625	700	0	0	700	0	700	600	700	600	450	600	0	450	225	0	0	0	0	700	700	625	700	675	700	0	0	0	700	700	0	0	0	700	700	0	0	700	0	0	700	0	0	700	0	0	700	0	0	0	0	0	0
chr11_11246150_11246850	675	700	675	600	675	700	700	600	675	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_14340050_14340500	450	450	450	400	0	450	0	450	450	450	450	450	450	0	25	0	0	0	0	0	450	450	425	450	450	100	0	0	0	0	325	0	0	0	450	275	25	0	450	0	325	450	0	0	450	400	0	0	100	25	0	0	450	175
chr11_29724500_29725000	0	500	375	375	375	500	500	375	475	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_61082100_61084000	1900	1600	1900	825	900	750	1725	150	1875	525	1650	1000	1200	0	0	0	0	0	0	0	225	1900	1900	1900	675	0	0	0	0	0	0	0	0	0	825	375	0	0	0	0	0	0	0	0	1875	0	0	0	0	525	0	0	900	0
chr11_61090200_61091250	975	1050	675	675	675	975	1050	900	1050	750	900	525	675	0	0	0	0	0	0	0	1050	1050	1050	1050	975	0	675	0	225	0	0	750	0	525	825	0	75	525	0	0	0	0	0	0	1050	1050	0	0	150	75	0	225	750	0
chr11_61102100_61102400	300	300	300	125	125	300	0	275	300	300	300	300	200	0	300	0	0	200	200	0	300	300	300	300	275	0	0	0	300	300	300	300	0	275	300	200	0	300	0	0	300	125	0	0	300	300	0	125	0	0	0	0	50	0
chr11_61103050_61104300	1250	1250	1250	1250	1250	1250	0	1250	1250	1175	1250	1250	1100	425	1250	275	0	1250	875	275	1250	1250	1250	1250	1250	0	0	0	1250	1250	1250	950	0	0	950	950	0	800	0	0	1250	650	0	0	1250	1250	0	575	575	425	350	350	1250	0
chr11_65941200_65942200	1000	1000	1000	0	550	1000	775	525	750	450	300	0	0	0	0	375	0	0	0	0	600	975	1000	1000	600	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	0	0	0	0	0	0	0	0	0
chr11_69123050_69124150	1100	775	1100	375	600	1075	925	900	1100	1075	925	1100	1000	0	625	0	0	400	300	0	550	1100	1100	1100	1100	1075	0	0	325	775	1075	0	0	0	1100	850	375	0	1100	1075	175	1100	0	0	1100	700	0	925	0	0	0	0	0	0
chr11_76231800_76232150	350	350	350	0	0	350	0	50	350	300	0	275	0	0	350	0	0	0	0	0	350	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	200	0
chr11_88092150_88092600	300	450	375	0	0	450	450	450	450	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_113698850_113699650	675	800	375	750	750	800	800	675	750	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_116130500_116131300	700	800	675	800	525	800	800	775	600	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_120424700_120425400	700	700	700	600	600	675	525	675	700	600	675	700	700	0	0	0	0	0	0	0	700	700	700	700	700	0	0	0	0	0	0	0	0	0	550	0	0	0	150	0	0	0	0	375	700	450	0	0	700	700	0	100	700	700
chr11_121765250_121766100	825	850	750	750	750	850	850	750	825	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_122709100_122709600	350	500	500	0	0	500	0	275	500	0	0	500	200	0	0	0	0	0	0	0	500	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	50	0	0	0	0	0
chr11_122755100_122755450	350	350	350	0	0	350	0	300	350	0	0	0	0	0	0	0	0	0	0	0	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr12_9650_10050	375	400	375	300	300	400	400	300	375	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	110	0	0	0	0	75	0	0
chr12_4115400_4116400	1000	1000	1000	900	375	1000	0	1000	375	375	450	925	375	0	375	0	0	0	0	0	1000	1000	1000	1000	450	0	0	0	0	625	250	100	0	0	225	0	0	0	0	0	0	0	0	0	1000	0	0	175	75	0	0	0	450	0
chr12_4288650_4289200	550	550	550	400	550	0	550	550	550	550	550	550	0	0	325	325	0	550	0	0	550	550	550	550	0	475	0	0	550	550	550	550	0	475	550	550	0	550	150	0	550	0	0	0	550	550	0	0	400	0	0	175	100	0
chr12_4293600_4294050	450	450	0	0	300	0	375	225	450	450	450	0	0	0	0	0	0	0	0	0	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_4591550_4592100	550	550	550	75	550	0	0	0	0	550	400	0	550	0	0	100	0	0	0	0	550	550	0	550	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_6339600_6340100	500	500	500	0	500	0	0	500	425	350	0	0	50	0	0	0	0	350	0	0	500	500	500	500	500	0	0	0	0	425	50	75	0	0	200	0	0	0	0	0	0	0	0	0	500	50	0	0	0	0	0	125	500	0
chr12_6342250_6342600	275	350	350	125	200	0	0	350	350	200	125	0	125	0	200	0	0	200	0	0	350	350	350	350	350	0	125	0	350	50	200	0	125	0	350	0	0	0	0	0	0	0	0	125	350	275	0	0	0	125	50	0	50	0
chr12_10089900_10090800	900	900	825	750	900	600	900	900	300	450	300	900	0	0	0	0	0	0	0	0	825	900	900	900	450	0	0	0	0	0	0	0	675	450	900	0	0	0	0	0	0	0	0	0	900	0	0	0	450	0	0	0	0	375
chr12_47756400_47756850	450	450	450	450	450	450	0	450	450	450	300	0	300	0	0	0	0	75	0	0	450	450	450	450	450	0	0	0	0	75	0	0	0	0	300	75	150	0	0	0	0	450	0	75	450	0	0	0	0	0	0	0	0	0
chr12_47757000_47757900	900	900	900	900	900	900	0	900	900	900	675	900	675	0	525	75	0	900	0	0	900	900	900	900	900	0	825	0	600	825	0	375	525	0	900	900	0	0	0	0	525	900	0	900	900	225	0	300	0	0	0	0	0	0
