A.H3K27me3.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135679_EGAR00001139765_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135684_EGAR00001139766_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215956_EGAR00001228607_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215954_EGAR00001228605_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171948_EGAR00001185104_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326545_EGAR00001355700_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272701_EGAR00001300104_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265739_EGAX00001272601_EGAR00001300132_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272617_EGAR00001300044_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272702_EGAR00001300105_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272666_merged3runs_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272690_EGAR00001300083_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272658_EGAR00001300005_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272665_EGAR00001300012_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272654_EGAR00001300001_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304999_EGAR00001334472_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304996_EGAR00001334421_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305064_EGAR00001334391_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305086_EGAR00001334365_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305083_EGAR00001334362_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326521_EGAR00001355883_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326518_EGAR00001355880_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326493_EGAR00001355780_usMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68889.CEMT_129.H3K27me3.hg38.bwa-sb.IX5126.CAVYBANXX_4_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70851.CEMT_134.H3K27me3.hg38.IX5208.CAVPBANXX_1_TGACCA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70858.CEMT_135.H3K27me3.hg38.A70858_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70865.CEMT_136.H3K27me3.hg38.IX5211.CAVPBANXX_4_ACTCTC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70872.CEMT_137.H3K27me3.hg38.IX5212.CAVPBANXX_5_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70879.CEMT_138.H3K27me3.hg38.IX5214.CAVPBANXX_7_CACGAT.FindER2.bed.remDups.bed.intersect.value
chr12_4583350_4583700	0	0	0	50	350	0	350	350	225	0	350	0	0	350	0	0	125	0	0	350	350	350	0	0	0	0	0	125	0	0	0	0	50	0	0	0	350	0	0	0	0	50	0	0	0	0	0	0	0
chr12_4769850_4770150	300	0	75	300	300	0	300	300	300	0	0	0	0	0	300	225	300	75	0	300	300	0	0	300	0	300	75	150	300	300	300	300	0	225	0	300	300	300	300	150	300	300	225	150	300	150	300	75	300
chr12_6485800_6486300	500	0	500	500	500	0	500	500	500	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0
chr12_6895650_6896050	400	0	400	325	400	0	400	400	400	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	400	0	0	400	0	0	300	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
chr12_7759300_7759800	500	0	0	125	225	0	500	125	500	0	500	0	0	50	0	0	0	0	0	500	0	0	500	0	0	0	0	0	50	0	0	0	0	0	0	0	125	150	275	375	0	200	0	425	350	50	350	0	500
chr12_7878150_7878450	300	0	300	300	300	0	300	300	300	300	300	225	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7883400_7883700	300	0	300	300	300	0	300	300	300	0	300	300	0	0	0	0	0	0	0	300	300	0	75	75	0	0	0	150	0	0	0	75	0	225	0	0	300	75	0	0	0	0	300	0	0	0	0	0	0
chr12_7921200_7921500	300	0	0	0	300	0	300	300	300	0	225	0	0	0	0	0	0	300	0	300	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
chr12_7927650_7928350	700	0	450	0	675	0	700	325	700	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7930800_7931100	300	0	0	225	300	0	300	150	300	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7932100_7932750	650	0	300	525	575	0	650	125	650	0	0	0	0	525	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7934450_7934900	450	0	0	0	0	0	450	0	450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7940150_7940550	400	0	0	0	400	0	400	0	400	0	0	0	0	0	100	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7944650_7945050	400	0	0	0	400	0	400	400	400	0	375	0	0	0	0	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7947800_7948450	650	0	0	0	625	0	650	475	650	0	0	0	0	0	0	0	0	250	0	25	300	250	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7949400_7950700	1225	0	0	450	775	0	1300	550	1300	475	550	325	0	0	0	0	0	0	400	1275	600	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7959350_7963200	3850	0	25	325	1375	0	3850	375	3850	300	0	0	675	600	0	0	0	0	375	3850	375	850	0	675	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7963800_7967700	3900	0	375	900	1725	0	3900	3000	3900	75	1275	0	825	1200	0	0	0	0	675	2250	1350	2100	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	1350	0	0
chr12_7967900_7969950	2050	0	0	2050	2050	0	2050	825	2050	450	450	0	225	325	0	0	0	0	75	2025	2050	2050	0	0	0	0	75	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	450	525	900	0	0	0
chr12_7970500_7971050	550	0	0	125	550	0	550	125	550	550	125	0	275	0	0	0	0	0	0	550	550	550	0	200	350	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	350	550	0	0	0
chr12_7972500_7976700	4200	0	525	2175	4200	0	4200	2400	4200	675	300	0	600	525	0	0	0	0	375	1200	4050	1275	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	300	0	0	0
chr12_7979000_7979700	700	0	0	0	450	0	700	700	700	0	0	25	0	0	0	0	0	0	0	675	625	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_7980650_7981150	500	0	0	500	500	0	500	400	500	175	25	0	0	0	0	0	0	0	0	475	400	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0
chr12_7981300_7981600	300	0	0	300	300	0	300	0	300	50	275	0	0	0	0	0	0	0	0	25	300	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0
chr12_7985850_7986450	600	0	0	450	600	0	600	150	600	0	150	0	0	0	0	0	0	0	450	525	600	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	225	0	75	0	0
chr12_7989250_7989750	500	0	0	275	500	0	500	0	500	0	0	0	425	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	375	375	0	375	0	0
chr12_7990050_7990700	650	0	375	425	650	0	650	0	650	650	600	0	125	225	0	0	0	0	0	650	350	0	200	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	450	650	650	300	0	0	0	0
chr12_7992950_7993900	950	0	0	0	950	0	950	550	950	0	0	0	0	0	0	0	0	0	625	925	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
chr12_7997850_7998300	450	0	0	75	450	0	450	0	450	0	0	0	0	0	0	0	0	150	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	225	150	225	450	450	0
chr12_8228900_8229200	300	0	300	300	300	0	300	300	300	0	275	125	0	0	0	0	300	0	0	300	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0
chr12_8245900_8246200	300	0	300	300	300	0	300	275	300	300	275	300	100	300	300	0	300	200	0	300	300	0	0	0	0	0	0	0	300	0	0	300	300	0	300	0	175	0	0	0	0	300	275	300	300	300	300	300	300
chr12_9348750_9349450	700	0	150	700	700	0	0	450	700	0	675	0	0	0	0	0	700	0	0	675	700	525	700	175	0	600	0	0	700	0	400	0	0	0	0	0	700	0	700	0	25	225	700	0	0	0	0	0	0
chr12_11990150_11990550	400	0	400	150	375	0	400	400	400	0	0	0	0	25	400	0	0	0	0	400	400	150	400	25	400	0	400	0	250	0	0	400	25	0	0	0	75	400	0	0	0	400	250	400	250	400	400	225	400
chr12_12783450_12783750	300	0	300	300	300	0	300	300	300	0	0	0	0	0	0	0	225	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
chr12_14861400_14861700	300	0	225	300	300	0	300	300	300	300	300	300	300	0	0	0	0	75	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	75	0	300	0	0
chr12_17979150_17979450	300	0	0	225	300	0	300	300	300	0	300	150	0	0	0	0	0	300	0	225	300	0	0	0	0	300	0	0	75	0	150	0	0	150	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_19353150_19353500	350	0	350	350	350	0	350	350	350	0	0	0	0	0	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
chr12_19950250_19950750	500	0	50	425	500	0	500	500	200	0	375	0	0	500	225	0	0	0	0	500	0	300	0	0	0	0	0	500	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_20022650_20023200	550	0	0	0	550	0	550	550	0	0	450	0	0	25	0	300	0	0	525	525	550	0	75	0	0	525	0	0	450	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr12_20153400_20153800	375	0	0	0	400	0	400	375	0	0	250	25	0	375	300	0	0	0	25	400	300	0	0	0	0	400	0	400	250	175	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	375
chr12_23736300_23736600	300	0	300	225	300	0	300	300	300	0	0	0	0	150	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_23792300_23792650	350	0	0	325	350	0	350	325	325	0	250	0	0	325	0	0	0	350	0	325	325	0	350	250	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_25120400_25120750	350	0	0	250	350	0	350	0	0	25	350	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	250	0	0	0	0	0	325	0	0	0	0	0	0
chr12_25356150_25356850	700	0	0	0	700	0	700	700	400	0	0	0	0	0	0	0	700	0	450	450	675	0	0	0	225	225	0	675	300	0	0	600	150	0	0	0	0	0	0	0	0	700	0	0	0	0	150	150	300
chr12_25359050_25359450	400	0	150	0	400	0	400	400	375	0	0	0	0	0	0	0	400	250	0	325	375	0	400	0	0	375	0	375	150	0	0	0	0	0	0	0	400	0	400	0	375	250	100	0	0	0	0	0	0
chr12_31327650_31328050	400	0	375	0	400	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	75	0
chr12_31333950_31334400	450	0	75	225	450	0	450	450	450	0	0	0	0	75	0	150	0	450	0	150	450	450	0	0	0	0	0	0	0	0	225	225	0	0	0	0	75	0	0	0	0	300	0	375	0	0	0	0	225
chr12_31335000_31336100	1100	0	0	900	1100	0	1100	1100	1100	0	0	600	0	0	0	575	0	275	0	425	675	0	125	0	0	0	50	0	0	0	0	125	0	0	0	0	0	0	0	0	0	800	0	675	0	650	375	450	0
chr12_31336350_31337650	1300	0	0	825	1300	0	1300	1050	1300	0	375	75	0	0	0	150	600	0	0	750	1050	0	150	25	0	0	150	300	600	0	0	0	0	0	0	375	0	450	375	0	0	600	375	1275	375	0	450	375	450
chr12_31338650_31340100	1450	0	750	675	1450	0	1450	450	1450	0	0	0	0	375	0	0	100	600	0	25	0	100	0	0	0	100	0	0	400	0	25	0	0	300	0	0	0	0	0	0	0	25	0	100	75	825	0	0	0
chr12_31343900_31344300	400	0	0	150	400	0	400	225	400	0	0	0	225	0	300	0	0	0	0	375	375	150	0	0	225	0	0	375	0	0	400	400	0	0	375	0	300	150	0	0	0	300	250	400	0	0	0	0	0
chr12_31366200_31366500	300	0	0	0	300	0	300	150	300	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	225	225	0	0	0	0	0	0
chr12_31367450_31367800	350	0	350	0	350	0	350	350	350	0	325	0	0	0	0	0	325	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	250	0	25	250
chr12_32074950_32075250	300	0	225	0	300	0	300	300	300	0	300	0	0	300	300	75	0	0	0	300	300	0	225	0	0	300	0	300	75	75	0	225	0	0	0	300	300	0	300	0	225	0	300	300	300	0	0	150	0
chr12_34220650_34221150	500	0	500	500	500	0	500	500	500	0	500	200	0	125	500	50	500	375	500	500	500	0	0	300	0	0	0	500	225	0	0	0	0	0	0	500	500	500	450	300	500	500	500	0	0	0	350	0	0
chr12_34596750_34597050	300	0	0	0	300	0	0	75	300	0	300	0	0	225	0	0	300	150	0	300	150	300	0	300	0	300	300	300	0	300	150	0	300	0	0	150	0	300	300	300	225	0	300	0	0	0	0	0	0
chr12_38056950_38057250	300	0	150	300	300	0	0	225	300	0	300	0	0	300	0	0	0	300	0	300	0	0	0	0	0	0	300	225	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
chr12_38548800_38549100	300	0	75	0	300	0	0	0	300	300	300	0	0	0	0	300	225	0	300	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	0	0	300	0	0	0	0	0	0	0	0
chr12_46008950_46009250	300	0	300	0	300	0	300	300	300	0	0	300	0	0	100	0	250	175	0	300	300	0	0	300	0	0	300	300	0	0	0	300	0	0	0	300	275	250	0	0	0	300	0	300	300	300	300	300	300
chr12_48819450_48819900	225	0	75	0	450	0	0	75	450	450	450	225	0	450	450	450	450	450	450	450	450	0	0	375	450	0	450	0	0	0	450	450	450	0	450	450	300	450	0	0	0	450	450	450	450	450	450	450	450
chr12_48873900_48874200	300	0	300	300	300	0	300	300	300	0	0	0	0	150	300	300	0	0	0	300	300	0	0	0	0	75	0	300	0	0	0	300	0	0	0	300	150	300	150	0	75	300	0	300	0	150	0	0	0
chr12_48959150_48959450	300	0	300	125	300	0	300	300	300	200	300	0	0	0	125	125	125	0	0	200	0	0	0	0	300	0	175	0	0	0	0	300	0	0	0	0	0	0	0	0	50	300	0	300	300	300	100	300	300
chr12_48963250_48963900	650	0	350	275	650	0	650	650	650	0	650	0	125	225	0	0	525	0	0	125	0	0	0	75	275	0	225	650	0	0	0	650	0	0	200	650	0	375	650	0	0	275	0	450	650	650	650	650	650
chr12_49083450_49084150	700	0	0	700	700	0	700	700	700	0	100	25	0	100	475	25	700	400	0	250	700	0	250	250	0	0	0	0	300	400	175	100	0	0	25	375	175	0	700	175	325	550	100	100	25	250	100	100	25
chr12_49253650_49254300	650	0	225	75	650	0	650	0	650	0	500	575	0	0	0	0	0	375	0	650	275	125	50	0	0	0	0	50	0	0	0	0	0	350	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0
chr12_50178900_50179250	350	0	0	275	200	0	350	125	350	275	350	0	0	0	0	0	0	0	0	200	350	0	0	200	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr12_50194500_50194800	300	0	75	300	300	0	300	300	300	300	300	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_50260200_50260500	300	0	0	300	300	0	0	300	300	0	0	0	0	300	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_50333050_50333450	400	0	0	200	400	0	400	0	400	0	0	0	0	400	0	0	0	0	0	200	0	0	125	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	400	0	125	400	0	0
chr12_51178500_51178950	450	0	225	450	450	0	450	450	450	0	225	75	75	75	450	75	450	150	0	450	450	450	0	450	0	0	0	450	450	225	0	0	0	0	0	450	75	225	300	0	375	450	375	225	450	75	450	150	450
chr12_51266900_51267200	300	0	50	300	300	0	300	300	300	0	0	0	0	100	0	0	0	0	0	300	200	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	25	0
chr12_51345000_51345300	300	0	0	300	300	0	300	300	300	300	300	75	300	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_51429200_51429800	475	0	0	600	600	0	375	600	600	400	600	0	0	425	600	0	0	550	0	600	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_51436550_51437000	450	0	350	125	425	0	450	450	450	0	450	0	100	350	200	0	0	450	0	450	425	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	100	0	0	0	0	0	450	0	450	0
chr12_51506300_51506850	550	0	0	0	550	0	0	0	525	0	0	0	25	0	550	225	0	550	0	550	325	0	300	0	0	0	0	0	0	0	0	0	0	175	0	0	0	375	0	0	325	0	0	0	0	0	0	0	0
chr12_51510100_51510700	600	0	250	600	600	0	600	600	600	200	600	25	250	275	100	0	400	50	0	600	600	0	0	100	0	0	0	125	0	0	0	0	0	600	0	0	0	25	0	200	0	0	200	0	0	0	0	0	0
chr12_51511200_51511500	300	0	300	300	300	0	300	300	300	0	300	300	0	300	0	0	0	300	0	300	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0
chr12_52008150_52008650	500	0	0	0	500	0	425	0	0	50	375	0	0	500	0	0	0	0	0	500	500	0	0	0	500	0	500	0	0	0	0	500	500	150	500	0	0	0	0	0	0	500	375	500	500	500	500	500	500
chr12_52009000_52009600	600	0	0	0	600	0	0	0	0	50	0	0	0	50	0	0	0	25	0	600	575	0	0	0	500	0	600	0	0	0	0	600	600	0	600	0	0	0	0	0	0	600	0	600	600	600	600	600	600
chr12_52009800_52011450	1650	0	0	0	1650	0	0	0	0	300	1500	0	525	0	1125	0	0	900	0	1650	1575	0	0	0	600	0	1650	0	0	0	0	525	1650	0	1650	0	0	0	0	0	0	1650	0	1200	525	1650	975	1650	675
chr12_52015650_52016600	950	0	0	0	950	0	575	0	50	50	950	200	0	200	525	0	0	525	450	950	950	0	0	0	225	150	725	0	0	0	225	950	950	725	950	0	0	0	0	0	0	675	0	875	0	575	875	200	500
chr12_52017600_52018650	1050	0	75	0	1050	0	1050	600	900	0	1050	375	0	75	0	0	0	0	375	75	675	0	0	0	0	0	0	0	0	0	0	525	75	150	75	0	225	0	0	0	0	300	0	450	975	900	1050	450	975
chr12_52021900_52022300	400	0	0	400	400	0	400	400	400	0	0	50	0	400	0	125	0	400	0	400	400	0	400	350	200	200	400	50	0	0	275	400	400	50	400	0	0	0	0	0	0	400	50	400	400	400	400	400	400
chr12_52029200_52029750	550	0	0	0	550	0	550	0	0	550	550	0	0	300	475	0	0	525	325	550	0	0	0	400	0	0	550	375	0	0	0	550	550	0	550	0	375	550	0	0	0	550	300	550	550	550	475	525	550
chr12_52084850_52085150	300	0	0	50	300	0	300	300	300	50	275	0	50	300	0	0	0	25	300	275	300	0	0	300	0	0	0	0	300	0	200	0	0	300	0	0	0	0	0	300	0	0	25	0	0	0	0	0	0
chr12_52449600_52449900	300	0	300	75	300	0	300	0	300	300	300	300	300	225	75	300	0	0	0	300	300	0	75	300	0	0	0	0	0	0	300	300	0	0	0	75	300	300	300	0	300	150	300	300	0	150	225	225	300
chr12_52987650_52988300	650	0	0	650	650	0	650	650	650	650	650	0	300	0	0	0	0	200	50	650	650	650	0	75	0	0	0	150	0	0	0	125	0	0	0	0	0	0	150	0	75	275	75	0	0	500	0	0	650
chr12_52989150_52989600	450	0	0	375	450	0	450	450	375	0	225	150	0	0	75	0	0	375	225	450	450	225	150	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	225	0	75	0	450	150	0	450
chr12_52990100_52990500	400	0	400	0	400	0	400	400	400	0	100	100	0	0	225	0	0	375	150	400	375	400	0	0	0	0	75	0	0	0	0	0	0	225	300	400	300	225	225	0	0	375	0	0	0	325	0	0	400
chr12_52992750_52993250	150	0	200	75	500	0	500	0	500	75	275	75	0	500	500	425	0	125	0	500	500	0	200	75	425	0	0	50	0	0	300	500	0	375	0	0	75	500	0	0	0	500	0	500	500	500	500	375	500
chr12_52993950_52994850	900	0	75	525	900	0	900	675	900	0	300	300	0	0	75	0	0	75	450	150	900	0	75	300	0	300	0	0	0	0	0	75	0	0	0	0	75	0	150	0	0	0	0	150	225	75	225	0	150
chr12_53056300_53056700	400	0	0	400	400	0	400	400	400	0	400	0	50	400	275	0	400	0	400	400	400	0	0	0	0	0	0	0	0	0	275	0	0	400	0	0	125	0	0	400	0	400	125	400	400	0	0	0	400
chr12_53247450_53247800	350	0	0	200	350	0	350	125	350	0	0	0	0	0	0	0	0	75	0	350	0	0	75	0	0	0	0	0	0	0	0	350	0	0	0	75	0	0	0	0	0	225	0	75	0	350	0	0	0
chr12_53431650_53432050	400	0	75	300	400	0	400	400	375	75	225	225	0	0	400	0	75	0	0	375	400	0	0	300	0	0	0	150	0	0	0	400	150	75	0	0	375	0	225	0	0	225	375	0	0	300	0	0	0
chr12_53751150_53751800	650	0	0	0	650	0	650	0	650	125	650	50	0	225	650	0	500	650	650	650	650	650	300	650	650	525	0	450	375	225	0	650	0	650	0	0	650	650	0	125	0	650	650	0	0	0	0	0	0
chr12_53756250_53756900	650	0	0	0	650	0	650	0	650	425	650	75	0	125	300	0	425	200	650	650	650	650	650	650	0	650	0	650	350	0	150	0	0	650	0	0	600	650	375	0	0	150	450	0	0	0	0	0	0
chr12_54176000_54176350	350	0	25	175	325	0	350	350	350	0	325	0	0	350	250	325	25	300	0	0	325	0	0	350	0	0	325	325	250	325	175	350	325	0	250	350	0	25	0	0	350	350	0	350	350	350	350	325	350
