PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 Cell
EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue 964.645480356607 -93.3181569990717 141.550360571326 88.3280241075451 60.8986421257147 -97.3539801894999 83.7370305741361 -3.4814308311988 -26.8427015445799 37.1308297226852 19.9616690868384 -5.54487955903315 -47.5835042364251 -3.51807864000242 7.27379335245816 52.9474124286708 -19.7690510658551 -12.963798800336 -60.8626213831832 83.2234290143204 132.145095372943 10.1495209952873 -28.477945909068 56.4656465601091 11.4062533398419 5.17576597483989 78.2241351893648 -27.7830584206007 138.986786542381 17.893355839994 81.8618734057949 -112.91445698282 26.8588707555742 -103.450370743818 12.8247277850942 -1.01361825938981 4.1712052397057 -1.74220858911958 0.475676913906917 0.0552011060152256 10.0375480168052 13.0511343936153 33.1895930713126 -13.6805134291553 -12.2103011788834 -7.89645451755229 0.527950413112224 28.5469525191759 116.23310508986 125.026039429159 -1.18173961487183e-11 EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue 907.580659340018 -76.6768700595185 121.219109391139 81.9696698543615 52.5121912144706 -85.0305427489194 73.9445283854066 -7.5164091246018 -19.654775812911 23.6908821170512 15.4634257286117 -9.23580034579139 -36.9559113571528 -4.65684235779024 5.26151078058433 41.2471628100275 -17.5270495612859 -8.54085390307044 -42.5291257541571 55.4082636902968 100.01276081257 -5.65922332197602 -23.2603937958179 46.3362198690736 -3.43202101549437 7.24086520191551 40.9328421012823 -18.7960648253964 82.122392777059 6.50759648574528 87.207739382462 -128.073117938649 30.4712709214963 -74.9744754708888 1.3631182401167 10.0321101411853 3.11878301849002 -7.55713400368896 9.29089902841458 6.02027940294426 -6.20685721190391 -11.4077738371469 -101.630019393138 -35.735831183745 -12.2209022381337 -15.8985969483649 1.20903315595423 -54.6096516682493 -128.445177354166 -122.177809868046 -2.33407116963114e-11 EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue 312.924041699361 71.2962745639652 -71.9090462544866 45.0423859478446 -86.3474550048005 -15.0806849707309 -48.0481799002202 -56.4224764599371 49.8300031734211 -68.1298902566965 -15.041423397211 6.18428836006679 30.3565371894176 13.1483361465555 7.32895966529948 -23.2944128511924 -1.00068591202568 -31.4497393765411 3.72290487699342 -123.983749553442 -64.8937239128347 -50.9303146231323 40.2834758102856 28.4784947579386 37.4257627524448 -9.60667285283304 60.3890321256387 -21.9345752972023 -88.308991032956 61.9202103496816 57.703402286359 41.0990348630718 -1.98517059083302 -72.7154166544311 213.508873009222 3.28390353356678 2.35001100551479 -10.6282276383722 -11.0179259026252 3.4318130164535 34.2225667402634 26.8157661016943 20.791334030529 -91.2519213335415 -35.0148832295145 152.213792840408 2.4351750752319 -5.06529167843452 -5.09704333356164 -3.30347349823049 9.36863670448399e-13 EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue 796.336637881586 -59.2065424538947 77.3525831765333 68.4110205921479 11.211000966535 -49.4837696182087 16.5499167218158 -21.8879949580246 9.25672838746191 -6.58577096259402 -4.99268900401128 5.48929997855388 14.1152805981559 4.17720443741387 -10.8654092214117 -12.1981176730664 6.27585608613017 -24.623231562175 2.76650868639458 -38.317193304288 -27.0435627311077 -7.68967205391185 15.6390987498937 -19.6340482558958 65.3306579292626 -50.767688302356 -24.6719169203929 1.8270897994032 -112.891742636777 27.7432854863552 106.010473718083 -18.5248511484054 7.42544308289226 105.321096799196 -103.483760733882 22.404531575125 -2.51614506124642 13.7091403209601 -4.84750279370523 1.41277061003267 21.5406818605 6.80264229775005 45.492073972035 -116.302474562726 93.6100530702701 -14.2673700668809 3.14781463084268 -11.0675631217007 117.998876146519 -103.912189743617 3.61140936143107e-12 EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue -279.850686495758 176.217970342224 -79.5894729195248 29.5556129733321 -59.2021291800105 -125.861683477403 5.22741628746745 -55.3112925001934 6.61073461255677 -50.6752354091019 4.5474627776845 31.5937535738446 -4.10547257437013 -7.91389230360224 -23.9622412645436 46.9215633361967 -5.99258423739119 -111.940969176683 -53.9085403727803 -42.0239639350604 16.0648519421648 36.0638822878408 -49.4453988472056 1.84274810085566 35.9818554713009 -67.5529570553893 -130.473903925753 -55.5265369546063 -42.925188271989 -13.2826801355994 26.4432497427529 3.52903649893861 -1.64282071644583 22.2294366244305 -47.4064427313003 4.04313137065679 -4.43609223548735 8.79176115516629 12.712323756107 4.67466909742176 37.8153166538126 6.1907569299053 63.9376491597671 -163.099988077918 -50.108526843972 -86.7208198920128 -2.10375627342364 8.97839874994093 -105.382849395321 98.3791574548241 1.6682940232218e-11 EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue -286.216182556348 138.143100839555 -53.9262887225136 10.7927713126943 -7.6900045232039 -138.14134752546 31.1768980070227 -37.9651850098296 -4.28767677549713 -39.6638049683075 14.4195691635633 25.4386557373147 -19.2128917763234 -13.6254964160417 -14.1511192804631 63.6076883030334 -12.4934519705477 -88.5184465944655 -49.740044203722 -1.96812145320481 37.6233415697408 25.9345235928244 -61.8761213378551 20.5166177559119 10.9191006226906 -62.8391072277775 -131.274114514918 -33.9853533496387 42.7862410763922 -21.2688043790171 -1.34001943517813 -24.8040302178074 1.76118195273895 -1.34936721143884 24.9854778265439 -13.118449284351 -0.944756713428775 -28.1268410134944 -7.01309346084499 -1.05281376105432 -24.0853675958194 -25.0007400944168 -3.63342736508192 44.8221284124187 -15.2183600707065 35.0048315539292 -3.27241228997774 214.087552608074 9.57335175059934 -79.2517711582387 -3.44250541551891e-12 EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue 158.357669824122 72.1591915815968 -47.9448112482257 53.052273263587 -56.4639717740397 -39.3645415328196 -43.872314622929 -54.1576209167892 20.398342968619 -16.394180599985 -10.8456759112902 12.3046095158415 6.9507993298994 26.2771615208523 -17.6533810916235 4.47763300728501 1.85394583697097 -51.0024411807348 -27.2533162627134 -25.3482423111377 24.9502546495766 -21.6726447790196 14.4471429176934 -4.87799495385057 71.8364049119295 -31.1684460367733 -18.6170545723329 -27.6747146883801 -92.6412089439436 26.0121492617176 80.2119098723592 11.2415395774085 3.46069919579441 39.1746040266738 -55.3539566711548 1.9315039552412 -1.97471359549465 17.7117779493393 63.0276182184473 2.58096195422506 7.04306618850112 45.9757046122748 -24.295606820017 111.260847229357 -233.75728088453 -16.494901226524 4.19044687167119 -43.9920557642582 48.5923009517283 -22.7906756557051 -7.03176664922405e-12 EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue 215.77396721141 149.730660917787 -111.463348440359 -50.3760248791104 -72.7006297128225 35.594431387646 -58.5663759323736 -45.4465822174858 37.8231468423461 -52.9684740623815 -14.3281758887735 -2.13891682638083 2.81987076483927 4.44875916166639 19.9191746897104 -13.9913277306059 -13.2496719143148 7.11739976770406 2.60956365142043 -109.780698958805 -66.0958382960736 -75.193214493186 -3.66852335101838 67.7070483997121 -58.1704374284034 27.1836057462814 145.371792218876 -279.328799258569 64.2190794612348 -235.34253112424 9.67447800856547 -10.0599600551808 3.47303388736771 86.7620893598064 -14.354032057664 5.22945937433883 -0.0312049903258433 -7.83242296890284 -15.9200012215641 -1.30979857385466 -6.88909508171802 0.28830562142988 2.58204153867638 16.4871154227455 14.9084538896302 1.86051897102774 0.349133310092993 -5.77042702473492 1.08699323779221 1.30246375752211 -6.12369741351367e-12 EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue 226.364578688413 37.7410411839583 -51.5707313643429 70.3765238976687 -59.3659847031218 -57.3594873226127 -21.5410171580059 -53.9409193334589 47.9897948126108 -78.4859363064259 -10.6538924036741 3.79563332368846 34.4520757452363 13.5523478723038 3.30092175673972 -10.5989567129121 -4.82814752675088 -36.8700092741164 13.6836593144176 -91.9494375729973 -49.0761686919586 -55.169000545808 31.3233665933927 30.0766448597811 52.1829298127682 -36.8094403596338 23.3548561039516 17.8500571196627 -56.1357162549105 58.8071563204702 67.0225719344179 18.7461260360246 2.43568473452822 -0.268177780154152 171.230785278998 -0.0347876479290283 1.93935493491635 -26.8438503483868 -13.7252624869906 -3.09519474129022 -24.0673156493493 -20.1897720182809 -27.1644760999887 91.1108267483447 78.0461395951694 -192.507501203696 -3.65329561791391 4.40091607036334 3.77417700352575 9.45194804934017 -1.89665995658238e-11 EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue 124.533952035477 106.954928693277 -98.0444666266374 -7.62683761707569 -62.3844375697358 -8.74071970831787 -26.6871713135974 -52.7941182111199 41.0218621400729 -73.1652504100858 -7.26636185348969 -3.75998776892647 4.53122886250988 0.0813045150367037 23.6538147587275 -2.2225646144353 -18.5445467442792 -3.87207722029006 9.24038311974491 -124.805529835565 -71.5275304921134 -92.5713818783728 3.55294891028338 87.904739088162 -104.165961775617 32.6160802647434 2.23578607081902 -70.3195735321208 113.998896868122 284.56035642386 -152.839979323853 -101.434655418391 0.0184005940846011 85.1681671577714 -51.0993937603875 6.47999211442478 -1.29175048838767 2.20051118838605 10.0073019073165 -0.317788412179305 9.79935467022221 -3.38710292871688 4.03745581053086 3.85115251375542 -1.8842965183994 8.05968033636827 0.615078601431852 -7.36528426780128 -0.190896553040768 1.78155675675094 -1.94954569993856e-11 EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue 86.5521310858188 82.5166943730615 -65.4354487779919 -37.327633621271 -41.919290119254 -27.502835652677 2.31869879585696 -58.0193495918047 50.5615748705388 -107.074246572794 -5.65839935860821 -2.5184247514716 44.8187659805642 4.70140138689211 14.5336149560921 -1.79968195669846 -5.20598998947605 -57.4336030044099 19.4593247927808 -183.415873437785 -107.829325523254 -95.388483461681 44.5617621235732 73.3184937904269 23.19008929663 -62.403677352636 39.5033754463633 308.496061139896 183.482258005641 -119.812951460765 18.1798652569566 13.1816915961284 20.2898295456393 6.96135777785957 -53.8067048529273 4.62324653942979 4.29586038601165 23.2557752473139 5.43041660033583 1.73008955022006 13.3159003851396 9.43259258560787 3.53703800083455 -7.99490444238731 -17.0945383662676 9.08676247128041 0.733240727396798 -0.234115247943307 -3.30114488727615 1.63888690359599 -6.59161315085835e-12 EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue -210.37663245421 -235.661813518185 39.6815267577059 -27.5361372685166 150.713079293473 -19.7837741742178 -142.948046614369 18.4909277268087 -4.30752076168594 25.3611885630723 -78.931975298432 58.6017817294133 30.1472686413729 5.11100294951157 5.69052729019808 -21.455757981323 4.08442659199112 -21.4848362226244 30.8183833285072 49.8926452274871 38.3793228857035 -363.817933219778 -290.509673559412 -188.848208663774 28.4103975641631 1.95254544635291 3.93528926118632 9.27941983608735 -0.120972560847416 -4.92797783685418 -21.7935939286159 10.916186746707 -16.3143081929943 -11.7865029319596 4.57466904642981 -3.03239959374822 -3.99503337727696 1.66981096702041 -3.75845164516781 0.84264472479362 2.03907225912431 2.93346970096599 4.71770749943447 -6.34291579350268 1.46815568563657 0.638831890233798 -1.32979961400366 -1.49802691948198 -1.69877582686753 2.56674232108684 3.7172395055906e-14 EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue 22.4859899709806 -273.534225414988 10.384035490604 58.5610904388833 55.8612607894049 52.414010314831 -324.702212403608 -0.831423511900535 11.3608324360002 62.0155471548369 -176.867427855343 203.492173461076 146.31790408031 0.0852266081565651 -26.1256117715947 -289.71168863433 344.169784314597 -104.971499437224 -100.130172505015 15.2335592475942 46.2373206810386 105.674827821377 27.9981617287322 70.5104207018259 -46.759864700846 -2.01623513463774 -37.0347867321339 -0.537063060057405 41.5975464765773 -10.6059335462999 -13.024444272816 -10.7171478794212 -5.4040674956919 -2.48317522729212 7.8349228959368 -1.72956560743196 -2.50040869302435 -2.7367057400799 1.06866109586461 0.139182730052674 -1.56247011553479 -2.97535440734244 -2.65299168711314 -1.13678549308736 3.74133384024521 -1.65913675416425 -0.57487100110834 -1.26988506767556 0.569886090598221 -1.51758118002291 -9.280896154638e-12 EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue -478.447360520902 15.793592329145 18.1604643493534 -44.628722990053 91.3082463379958 -180.988590218821 25.5915460688999 -17.7884780817365 3.41197825533866 22.647272626089 -25.2757419176642 29.9553021772029 50.0654925797985 -6.07505680179444 -52.9379523126721 54.5337153253822 -50.139601640223 -256.798121101755 -47.1434976010016 341.684092267624 -311.219402713876 -49.3771893953607 118.402952610508 13.6907352229939 -42.6093034666373 58.3830540921386 81.6632551282128 4.98658236022086 -12.6633120942095 8.17241643057634 5.15240865248926 -1.43835474153622 -6.36154112680377 -3.07802457980045 -7.02320859862361 -1.20282480433407 -2.81258100572474 4.84842694468732 0.141522957326391 0.82385744386728 2.0532569745462 2.1344083824428 -1.76339080949297 -4.78727298560848 -1.00100011923782 -0.0967161346632243 -0.881954025273443 0.907765220044799 -0.318314078816964 -1.64390744265686 -8.01962218837424e-12 EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue 802.761242637357 -84.6018030993562 87.1842826246106 95.6190525938878 13.9890719717118 -56.0741278387864 15.2281546106646 -18.9226721834404 6.8078123432629 1.77328431935732 -3.40295039432588 3.16166438819895 12.1697115113617 4.6987468410921 -10.3329507778261 -14.810773629343 9.03816730242679 -8.69204211665249 7.84257029227288 -4.06519024837629 -12.8921958595894 -4.16848944959565 19.1162464916131 -23.1083494450079 69.9336770899803 -48.0603000888254 -9.56331337459195 20.3409912684091 -94.9678878679993 33.6870171930145 108.217539073167 -25.5410925700353 6.37047330372236 107.956821724619 -77.9996592955895 11.420148858105 -2.59396624810743 4.95824508377264 -3.68312873459852 -4.54365945122898 -18.914454804336 10.7504868462266 -33.7608028682654 118.798363520587 91.8705925433758 106.707542059034 -2.762521304039 22.754357360105 -91.7719560640293 99.9415231463581 -6.08919061491018e-12 EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue -391.119726672263 71.2740732077936 -68.2321967102921 43.8064449894383 -0.216207588521769 -138.314505407673 -101.905557063293 -204.188981087673 129.518692732275 337.893945445215 -251.079093743928 -468.196511025772 4.99171411993349 -165.845596517979 23.1441069216609 47.9139405186097 71.3334729545978 55.8648873002789 20.1869630849121 -6.19453925932357 20.5284575305834 21.1919393624569 8.54339067969386 -9.21949908311035 -0.0426410269925697 0.248359189947479 2.62066314722454 15.0099072993024 2.69958830507439 -2.62688720957429 -3.95069949981005 0.801675697465538 -3.05082831129955 1.93598280608297 1.74033651696605 -1.33728591352847 -0.947005068750704 -0.848287938011213 -6.29795029399009 -0.126367002881183 -1.08823099850481 -2.45127316115321 1.29328043497387 -2.60698166052008 5.26579457199341 0.658316119685225 -0.252194001673239 -2.1083581942521 1.07850616195617 -0.275611267981102 6.21346881966545e-12 EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue -328.491907718221 -123.667498983649 -9.30818144092696 5.22486502629878 115.348764038858 -51.2880952002968 -126.287872849911 -15.5443529531048 54.2082801642239 85.8974690148984 -141.31986645259 80.7422033809399 32.4454352297345 64.4274784102282 6.56899303613222 -234.535958492684 -487.394339925703 135.488877366194 -206.30838905389 -23.5545568773706 1.38654363466399 67.2378045365935 18.6119789763053 -0.0281374231965255 1.05914751110413 -6.73108301478546 -17.2753595772501 14.5822501261522 5.31566655630487 -6.89863597447118 -6.99273453610062 0.331000175663666 -6.73970915554627 2.2608422479029 1.30387557274089 -0.502240691749399 -2.99076226162149 -1.99829264969828 -2.42548522678601 0.472664719209636 -0.85084196879547 -1.29482132648872 -0.726652821523648 -0.916178170447137 3.60004175803614 0.162509984145329 -0.784581969682009 -1.97849453897135 0.0565625464712492 -0.220061954817745 2.69560144707539e-12 EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue -328.465552050384 47.012705954949 -35.2042876638816 29.6812203908834 30.7353382807794 -131.053017871793 -74.8050647443598 -97.9775860957285 34.2830057893499 209.580753026725 -5.14508595188966 137.737380114485 -290.405618670091 427.433383238989 -262.433531825756 107.874231459941 90.7679504055486 141.626345193465 70.6094693435596 -27.2734673350458 -33.9331907906037 12.6846103114686 21.5415625905543 -3.38427201964522 -9.88683378359369 10.1287896232097 16.0682214357092 19.5970392542447 5.69518830231809 -3.35782654065962 -9.32981621790018 1.9663592371333 -3.95777463840247 -0.287083887011211 3.17228182862422 0.577309645336047 -1.91918708591412 -2.2903252241222 -5.87257454861042 0.155182325415789 -0.694380962285117 -3.28853529655901 -0.0899988951826679 -4.18597822294591 8.17100779048178 0.225346187499619 -0.53654504055106 -2.43356685208486 -0.174238089318616 -0.164220258925772 -1.51466570613622e-11 EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue
GCBC_129.bed.combine.5mC.CpG.NA_id.methValue 129.303213872581 88.8154897050961 -210.241864610854 243.054863993703 -74.9577896363676 56.6532526803012 -21.4839505261933 60.1876301541804 -21.3456836835952 -58.6008928265807 -15.8561994830336 3.75543881554016 5.90422393767602 -19.4554333577613 17.7905229045338 -8.37677630254094 -5.91841701009613 79.6973630671006 69.6773451790277 93.7058819516075 10.6410574704538 23.0659842026818 3.93874368587715 -43.3042777370321 -17.3197556278747 25.1247191784917 2.63726881556349 43.3069804260284 4.79762974300299 -22.7863894069746 -29.385563466536 -3.78112423781216 -2.16144867246483 5.30711966736401 -3.48939523109635 224.481468349111 -66.6947454221209 -203.129457240665 58.5464747180817 -2.74207302822146 -10.8198776485116 4.61557393067617 22.8947433872505 -5.63709173510429 -6.6656269374396 1.93682556246528 -0.980996857345026 -0.694088533070584 0.200001419142068 3.12815635359042 -1.41102592160549e-11 GCBC_129.bed.combine.5mC.CpG.NA_id.methValue
GCBC_134.bed.combine.5mC.CpG.NA_id.methValue 206.402148366066 75.3638930288585 -203.12129550004 240.1200057273 -79.4883032594088 61.0231118507309 -31.9044653028155 49.9803230077806 -11.1125523926696 -64.6900229497886 -13.4824105907301 3.49570091074682 5.84530322795818 -11.6186447121765 20.3714680250936 -16.156570657458 -4.04082292150164 83.5736800608732 66.6580829903015 78.8699376588997 5.50191868461651 13.2583083127145 12.8855216875125 -33.8715054716909 -3.75920444680679 20.27923193229 26.2583617866642 35.366333652635 -1.93679450710774 -0.487514737340884 5.23169434941159 1.85713134920611 -8.28448881164457 21.1975095881663 -30.9987781828728 -258.075744952351 71.2515311883649 -173.994250161505 3.57569277657745 -1.61229904883012 7.17536445109585 0.734438304307024 3.3177482314776 -20.9330961218624 -6.98810429518179 -0.422675534945005 0.836368000474966 -3.71988782987817 -1.65809023473484 0.780961109857655 -7.00772676068129e-12 GCBC_134.bed.combine.5mC.CpG.NA_id.methValue
GCBC_135.bed.combine.5mC.CpG.NA_id.methValue 263.836912147634 76.4205740902645 -195.445611272657 246.475236435563 -75.3966405507461 45.3350681127732 -23.9709409123674 68.0233996304986 -21.5309477085429 -61.3040131463148 -11.9336283444444 6.97804115447252 5.43476629161311 -17.9951493470597 15.3550878417691 -13.7583336285513 -4.74152917145905 81.6346799968447 66.7552078304147 91.1787324166878 12.3530453268602 25.3787331187981 3.44067197263129 -34.9546941967683 -19.8928197608521 21.6104033070042 -7.84009749826564 32.1999273014104 3.40398629864736 6.02309172192487 -4.26812246707038 -7.29227651099412 -0.116133142342621 29.6445889652933 2.40435544967504 32.7787710092205 -1.62661416647413 86.080388843193 -272.239465284536 4.69044630493995 -91.2161219112462 28.0321185506338 2.42641061590449 -15.3306234770951 -54.8553751974679 -9.66793981243812 -0.887756486335181 2.60000309830215 -2.0848425190017 -0.0719543131944019 1.2947223881e-11 GCBC_135.bed.combine.5mC.CpG.NA_id.methValue
GCBC_136.bed.combine.5mC.CpG.NA_id.methValue 79.1302120999946 104.115784855121 -201.516121665265 212.065294960323 -85.4230595124861 33.9221565612687 -30.9312780045325 29.30569078225 -3.34094100124283 -62.8051621107306 -12.2882115488201 6.2118680531914 -0.11312813966552 -8.82133435493059 16.3951539737621 -2.84646039226123 -7.21060834375532 55.7916664581143 42.5391599817228 59.6378014731292 11.3364107386206 9.92288561479896 0.675460274794393 -22.8158088577209 -3.49712754498833 12.2615595753463 5.79189509371253 5.08352609253982 4.36598068851339 -5.57847190256703 -4.20833867381492 5.2355692914209 -5.02670028786831 -17.2083923696479 17.0706501529038 -25.2386647720517 -2.10794970938855 140.327808753204 173.154531447601 -14.623009186303 -207.640924839057 -59.8734802429305 39.0940144909419 -28.6346403075044 19.2015983701483 12.9263108866698 -0.0571030974993649 -6.53703855035298 1.20228809967392 0.508616368923707 9.69142942303507e-13 GCBC_136.bed.combine.5mC.CpG.NA_id.methValue
GCBC_137.bed.combine.5mC.CpG.NA_id.methValue 130.28107899211 105.490664628597 -205.305690797912 234.836586126988 -83.1293551319124 36.2613894787038 -26.4405876275469 47.8273951773679 -15.0483687897993 -57.2216334855554 -12.3609862328972 8.42677001833366 0.862532471959289 -14.2225361271377 13.5038278701717 -3.06749044290985 -7.02565311811662 60.9812877470969 47.4572880703125 82.7034351911308 19.7098682522925 26.4303226684857 -6.70179045640325 -36.3216246430005 -5.17015990525871 10.3205031659527 -3.09037404437907 5.85561081327835 0.709518602756945 -16.015295660773 -6.25618242561752 4.71086386611379 -2.51665432294688 -6.65445492587203 7.44674467886751 10.3948687877109 -2.81642670917762 107.547822957917 11.1894038141937 6.79713743127462 206.809675510235 -193.466779514495 -1.4432852400106 37.1126844489902 4.69076649329284 7.21354654827434 0.478587112432347 -3.27301149815061 3.9742509427975 -2.30108972017715 -1.02582336265837e-11 GCBC_137.bed.combine.5mC.CpG.NA_id.methValue
GCBC_138.bed.combine.5mC.CpG.NA_id.methValue -144.422089698411 157.940801601672 -207.157417195483 187.162304263689 -85.0114343786418 0.570964403318361 -9.59667054947084 25.8950773521306 -17.7837958801169 -56.7508286362716 -4.09372121563573 14.5483161989066 -14.6870903691319 -19.1974467883507 9.52696133101122 19.6985222590391 -7.00749566700195 23.4264358590066 16.8905194756902 66.9077175852292 28.4359336681966 42.871263460019 -28.7459578328603 -26.5009359352942 -15.1566971300098 0.639306263295784 -56.7856660467135 -12.6235703433377 26.1535056765638 -25.2710188883715 -53.3174646021095 15.3287173704756 -7.95761772918613 -33.0781305807703 13.9096082978047 -8.15422889313776 -5.15921709393078 91.8409204374864 59.2225439470555 9.05895552487472 95.7569615072531 239.745015883273 -67.7409070903376 19.1084938256444 76.4273927958518 -6.27588776445436 0.548980270801279 -2.27579636858841 10.6892146556066 -8.75666910840143 -3.77293088227198e-13 GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
